time,n_A+p,n_B,n_AB
100,0.197,0.355,0.447
200,0.118,0.368,0.513
300,0.079,0.237,0.684
400,0.105,0.316,0.579
500,0.118,0.250,0.632
600,0.211,0.237,0.553
700,0.118,0.158,0.724
800,0.237,0.197,0.566
900,0.224,0.145,0.632
1000,0.224,0.276,0.500
1100,0.039,0.276,0.684
1200,0.092,0.421,0.487
1300,0.105,0.408,0.487
1400,0.132,0.329,0.539
1500,0.053,0.382,0.566
1600,0.079,0.316,0.605
1700,0.026,0.368,0.605
1800,0.053,0.395,0.553
1900,0.039,0.342,0.618
2000,0.092,0.408,0.500
2100,0.118,0.211,0.671
2200,0.079,0.276,0.645
2300,0.145,0.250,0.605
2400,0.132,0.250,0.618
2500,0.092,0.316,0.592
2600,0.105,0.263,0.632
2700,0.289,0.145,0.566
2800,0.197,0.171,0.632
2900,0.079,0.237,0.684
3000,0.092,0.224,0.684
3100,0.237,0.105,0.658
3200,0.237,0.211,0.553
3300,0.158,0.158,0.684
3400,0.171,0.158,0.671
3500,0.118,0.342,0.539
3600,0.184,0.289,0.526
3700,0.118,0.355,0.526
3800,0.079,0.329,0.592
3900,0.105,0.355,0.539
4000,0.092,0.342,0.566
4100,0.066,0.355,0.579
4200,0.132,0.263,0.605
4300,0.092,0.303,0.605
4400,0.092,0.316,0.592
4500,0.184,0.355,0.461
4600,0.118,0.237,0.645
4700,0.105,0.289,0.605
4800,0.079,0.342,0.579
4900,0.079,0.289,0.632
5000,0.092,0.329,0.579
5100,0.066,0.329,0.605
5200,0.053,0.421,0.526
5300,0.092,0.276,0.632
5400,0.224,0.211,0.566
5500,0.118,0.145,0.737
5600,0.132,0.263,0.605
5700,0.105,0.237,0.658
5800,0.105,0.237,0.658
5900,0.118,0.250,0.632
6000,0.079,0.211,0.711
6100,0.145,0.289,0.566
6200,0.197,0.211,0.592
6300,0.184,0.171,0.645
6400,0.145,0.132,0.724
6500,0.303,0.132,0.566
6600,0.263,0.145,0.592
6700,0.132,0.211,0.658
6800,0.211,0.184,0.605
6900,0.197,0.118,0.684
7000,0.145,0.237,0.618
7100,0.171,0.289,0.539
7200,0.092,0.342,0.566
7300,0.118,0.303,0.579
7400,0.105,0.355,0.539
7500,0.039,0.487,0.474
7600,0.118,0.316,0.566
7700,0.158,0.237,0.605
7800,0.092,0.382,0.526
7900,0.079,0.316,0.605
8000,0.066,0.382,0.553
8100,0.013,0.382,0.605
8200,0.053,0.303,0.645
8300,0.171,0.211,0.618
8400,0.079,0.158,0.763
8500,0.118,0.263,0.618
8600,0.132,0.211,0.658
8700,0.184,0.211,0.605
8800,0.145,0.171,0.684
8900,0.132,0.250,0.618
9000,0.145,0.145,0.711
9100,0.224,0.224,0.553
9200,0.316,0.171,0.513
9300,0.237,0.145,0.618
9400,0.303,0.158,0.539
9500,0.224,0.250,0.526
9600,0.132,0.303,0.566
9700,0.105,0.303,0.592
9800,0.079,0.395,0.526
9900,0.066,0.329,0.605
10000,0.039,0.303,0.658
10100,0.013,0.421,0.566
10200,0.013,0.461,0.526
10300,0.039,0.368,0.592
10400,0.066,0.355,0.579
10500,0.066,0.316,0.618
10600,0.092,0.303,0.605
10700,0.092,0.316,0.592
10800,0.053,0.368,0.579
10900,0.066,0.303,0.632
11000,0.118,0.263,0.618
11100,0.118,0.368,0.513
11200,0.079,0.237,0.684
11300,0.184,0.184,0.632
11400,0.158,0.171,0.671
11500,0.184,0.184,0.632
11600,0.145,0.171,0.684
11700,0.237,0.145,0.618
11800,0.092,0.224,0.684
11900,0.211,0.145,0.645
12000,0.184,0.197,0.618
12100,0.184,0.197,0.618
12200,0.132,0.171,0.697
12300,0.158,0.184,0.658
12400,0.250,0.092,0.658
12500,0.197,0.171,0.632
12600,0.237,0.105,0.658
12700,0.224,0.105,0.671
12800,0.250,0.132,0.618
12900,0.342,0.066,0.592
13000,0.250,0.132,0.618
13100,0.316,0.079,0.605
13200,0.211,0.184,0.605
13300,0.289,0.118,0.592
13400,0.276,0.105,0.618
13500,0.316,0.211,0.474
13600,0.145,0.342,0.513
13700,0.132,0.329,0.539
13800,0.145,0.289,0.566
13900,0.263,0.158,0.579
14000,0.145,0.171,0.684
14100,0.092,0.118,0.789
14200,0.145,0.224,0.632
14300,0.118,0.237,0.645
14400,0.105,0.171,0.724
14500,0.158,0.197,0.645
14600,0.171,0.132,0.697
14700,0.211,0.118,0.671
14800,0.197,0.145,0.658
14900,0.184,0.171,0.645
15000,0.316,0.092,0.592
