time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.918,0.052,0.130303
1000,0.030,0.871,0.099,0.198885
1500,0.030,0.851,0.119,0.198864
2000,0.035,0.792,0.174,0.275713
2500,0.032,0.710,0.258,0.327870
3000,0.050,0.675,0.275,0.360053
3500,0.045,0.586,0.370,0.396033
4000,0.069,0.548,0.382,0.407237
4500,0.107,0.457,0.437,0.437162
5000,0.129,0.414,0.457,0.468713
5500,0.127,0.362,0.511,0.432960
6000,0.129,0.342,0.529,0.429474
6500,0.191,0.290,0.519,0.453439
7000,0.196,0.236,0.568,0.412223
7500,0.278,0.194,0.529,0.437136
8000,0.253,0.186,0.561,0.429550
8500,0.280,0.221,0.499,0.467691
9000,0.243,0.206,0.551,0.434006
9500,0.278,0.208,0.514,0.464196
10000,0.253,0.194,0.553,0.445756
10500,0.268,0.181,0.551,0.447126
11000,0.270,0.171,0.558,0.428725
11500,0.241,0.213,0.546,0.456879
12000,0.233,0.201,0.566,0.441471
12500,0.223,0.203,0.573,0.435296
13000,0.196,0.256,0.548,0.447421
13500,0.201,0.206,0.593,0.428989
14000,0.218,0.199,0.583,0.418522
14500,0.275,0.201,0.524,0.444483
15000,0.310,0.184,0.506,0.460091
15500,0.305,0.144,0.551,0.424296
16000,0.323,0.136,0.541,0.445721
16500,0.280,0.154,0.566,0.442385
17000,0.221,0.189,0.591,0.441135
17500,0.213,0.203,0.583,0.432868
18000,0.213,0.211,0.576,0.432331
18500,0.233,0.251,0.516,0.464018
19000,0.236,0.203,0.561,0.439020
19500,0.221,0.221,0.558,0.447567
20000,0.221,0.171,0.608,0.417651
20500,0.253,0.186,0.561,0.449453
21000,0.221,0.159,0.620,0.406569
21500,0.253,0.216,0.531,0.457566
22000,0.308,0.194,0.499,0.467681
22500,0.313,0.199,0.489,0.467242
23000,0.335,0.151,0.514,0.444845
23500,0.298,0.176,0.526,0.449936
24000,0.305,0.199,0.496,0.474163
24500,0.315,0.151,0.533,0.424220
25000,0.275,0.184,0.541,0.434796
25500,0.275,0.191,0.533,0.434826
26000,0.270,0.174,0.556,0.427306
26500,0.278,0.156,0.566,0.414632
27000,0.293,0.174,0.533,0.454649
27500,0.270,0.199,0.531,0.459689
28000,0.221,0.194,0.586,0.414486
28500,0.223,0.223,0.553,0.444632
29000,0.226,0.159,0.615,0.399199
29500,0.248,0.196,0.556,0.442769
30000,0.261,0.184,0.556,0.450269
30500,0.325,0.161,0.514,0.452511
31000,0.270,0.184,0.546,0.441752
31500,0.251,0.191,0.558,0.434232
32000,0.295,0.186,0.519,0.454666
32500,0.270,0.216,0.514,0.459522
33000,0.310,0.194,0.496,0.476700
33500,0.303,0.186,0.511,0.456544
34000,0.298,0.174,0.529,0.449250
34500,0.253,0.191,0.556,0.456648
35000,0.268,0.174,0.558,0.439195
35500,0.283,0.156,0.561,0.437123
36000,0.236,0.181,0.583,0.423597
36500,0.206,0.169,0.625,0.403000
37000,0.238,0.186,0.576,0.428693
37500,0.248,0.186,0.566,0.423639
38000,0.248,0.203,0.548,0.440105
38500,0.261,0.196,0.543,0.447429
39000,0.303,0.169,0.529,0.451101
39500,0.258,0.196,0.546,0.456481
40000,0.243,0.208,0.548,0.454088
40500,0.290,0.206,0.504,0.482153
41000,0.256,0.226,0.519,0.470130
41500,0.283,0.154,0.563,0.430903
42000,0.295,0.154,0.551,0.445010
42500,0.333,0.136,0.531,0.442048
43000,0.303,0.144,0.553,0.425022
43500,0.333,0.169,0.499,0.471290
44000,0.330,0.136,0.533,0.439820
44500,0.323,0.132,0.546,0.457070
45000,0.298,0.156,0.546,0.449641
45500,0.323,0.146,0.531,0.440079
46000,0.308,0.164,0.529,0.454159
46500,0.283,0.127,0.591,0.417371
47000,0.303,0.129,0.568,0.422140
47500,0.385,0.097,0.519,0.426409
48000,0.300,0.146,0.553,0.429465
48500,0.328,0.134,0.538,0.432597
49000,0.268,0.132,0.600,0.406820
49500,0.273,0.164,0.563,0.438598
50000,0.285,0.176,0.538,0.449280
50500,0.280,0.171,0.548,0.442320
51000,0.283,0.169,0.548,0.443780
51500,0.248,0.199,0.553,0.450719
52000,0.221,0.196,0.583,0.422331
52500,0.194,0.208,0.598,0.406915
53000,0.208,0.226,0.566,0.421967
53500,0.251,0.199,0.551,0.447173
54000,0.275,0.216,0.509,0.452705
54500,0.263,0.216,0.521,0.459930
55000,0.246,0.211,0.543,0.440028
55500,0.256,0.184,0.561,0.440872
56000,0.238,0.223,0.538,0.446865
56500,0.231,0.196,0.573,0.411014
57000,0.218,0.211,0.571,0.440357
57500,0.246,0.189,0.566,0.436522
58000,0.285,0.196,0.519,0.469211
58500,0.298,0.151,0.551,0.437082
59000,0.280,0.199,0.521,0.456589
59500,0.233,0.191,0.576,0.425180
60000,0.206,0.211,0.583,0.420267
60500,0.258,0.218,0.524,0.456014
61000,0.280,0.213,0.506,0.471466
61500,0.251,0.223,0.526,0.454423
62000,0.295,0.176,0.529,0.440902
62500,0.320,0.169,0.511,0.456165
63000,0.325,0.129,0.546,0.426042
63500,0.305,0.134,0.561,0.439841
64000,0.253,0.136,0.610,0.421318
64500,0.258,0.122,0.620,0.391816
65000,0.263,0.191,0.546,0.461833
65500,0.266,0.174,0.561,0.450361
66000,0.268,0.176,0.556,0.446378
66500,0.256,0.164,0.581,0.418941
67000,0.347,0.119,0.533,0.429608
67500,0.290,0.119,0.591,0.421624
68000,0.328,0.112,0.561,0.435609
68500,0.350,0.107,0.543,0.448837
69000,0.387,0.092,0.521,0.441294
69500,0.330,0.117,0.553,0.445905
70000,0.340,0.139,0.521,0.447365
70500,0.375,0.119,0.506,0.442829
71000,0.372,0.117,0.511,0.446855
71500,0.340,0.122,0.538,0.445171
72000,0.333,0.141,0.526,0.458709
72500,0.315,0.149,0.536,0.463079
73000,0.295,0.144,0.561,0.422463
73500,0.288,0.136,0.576,0.423012
74000,0.285,0.154,0.561,0.447256
74500,0.278,0.184,0.538,0.452811
75000,0.275,0.166,0.558,0.441721
75500,0.288,0.179,0.533,0.459959
76000,0.266,0.201,0.533,0.451321
76500,0.226,0.203,0.571,0.443521
77000,0.251,0.203,0.546,0.464768
77500,0.273,0.171,0.556,0.441653
78000,0.241,0.184,0.576,0.451119
78500,0.233,0.184,0.583,0.448921
79000,0.256,0.124,0.620,0.409194
79500,0.233,0.134,0.633,0.397135
80000,0.211,0.211,0.578,0.448708
80500,0.228,0.231,0.541,0.457218
81000,0.221,0.226,0.553,0.462508
81500,0.199,0.223,0.578,0.445656
82000,0.184,0.144,0.672,0.350429
82500,0.241,0.194,0.566,0.445118
83000,0.228,0.199,0.573,0.432738
83500,0.238,0.161,0.600,0.429005
84000,0.238,0.181,0.581,0.437706
84500,0.283,0.134,0.583,0.437124
85000,0.288,0.117,0.596,0.406225
85500,0.298,0.141,0.561,0.439034
86000,0.248,0.184,0.568,0.440371
86500,0.270,0.201,0.529,0.465734
87000,0.275,0.159,0.566,0.421497
87500,0.320,0.146,0.533,0.445842
88000,0.310,0.124,0.566,0.426728
88500,0.347,0.139,0.514,0.431465
89000,0.320,0.144,0.536,0.442804
89500,0.320,0.139,0.541,0.424779
90000,0.345,0.171,0.484,0.469503
90500,0.273,0.176,0.551,0.449358
91000,0.268,0.223,0.509,0.470883
91500,0.246,0.194,0.561,0.440173
92000,0.236,0.179,0.586,0.421177
92500,0.305,0.179,0.516,0.460124
93000,0.293,0.159,0.548,0.454046
93500,0.283,0.184,0.533,0.464423
94000,0.335,0.136,0.529,0.446680
94500,0.315,0.122,0.563,0.431380
95000,0.298,0.136,0.566,0.436214
95500,0.335,0.129,0.536,0.442093
96000,0.298,0.124,0.578,0.423290
96500,0.310,0.139,0.551,0.429634
97000,0.290,0.139,0.571,0.418549
97500,0.285,0.141,0.573,0.421540
98000,0.308,0.122,0.571,0.423403
98500,0.323,0.141,0.536,0.440971
99000,0.305,0.134,0.561,0.419616
99500,0.298,0.136,0.566,0.434226
100000,0.320,0.164,0.516,0.463548
