time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.888,0.082,0.183631
1000,0.042,0.836,0.122,0.258786
1500,0.037,0.876,0.087,0.192132
2000,0.040,0.851,0.109,0.231188
2500,0.042,0.826,0.132,0.235836
3000,0.047,0.782,0.171,0.293472
3500,0.062,0.720,0.218,0.353671
4000,0.069,0.695,0.236,0.365730
4500,0.089,0.633,0.278,0.415133
5000,0.072,0.658,0.270,0.375776
5500,0.069,0.610,0.320,0.402979
6000,0.067,0.628,0.305,0.407581
6500,0.079,0.600,0.320,0.407704
7000,0.097,0.596,0.308,0.423586
7500,0.099,0.553,0.347,0.441122
8000,0.099,0.469,0.432,0.441614
8500,0.109,0.511,0.380,0.445652
9000,0.166,0.409,0.424,0.481245
9500,0.179,0.367,0.454,0.470539
10000,0.218,0.323,0.459,0.490764
10500,0.221,0.290,0.489,0.467148
11000,0.266,0.233,0.501,0.461656
11500,0.295,0.223,0.481,0.472871
12000,0.303,0.184,0.514,0.451157
12500,0.360,0.189,0.452,0.466348
13000,0.367,0.191,0.442,0.468478
13500,0.337,0.199,0.464,0.467696
14000,0.340,0.226,0.434,0.482384
14500,0.315,0.218,0.467,0.480064
15000,0.333,0.236,0.432,0.484682
15500,0.295,0.246,0.459,0.476463
16000,0.285,0.228,0.486,0.466623
16500,0.318,0.231,0.452,0.480141
17000,0.340,0.199,0.462,0.474360
17500,0.355,0.206,0.439,0.471205
18000,0.380,0.161,0.459,0.462245
18500,0.414,0.144,0.442,0.444922
19000,0.375,0.161,0.464,0.462264
19500,0.377,0.184,0.439,0.483310
20000,0.434,0.161,0.404,0.442939
20500,0.486,0.129,0.385,0.431883
21000,0.447,0.109,0.444,0.438400
21500,0.449,0.104,0.447,0.444258
22000,0.439,0.141,0.419,0.452361
22500,0.447,0.124,0.429,0.440422
23000,0.439,0.112,0.449,0.434317
23500,0.484,0.079,0.437,0.410354
24000,0.442,0.107,0.452,0.431306
24500,0.501,0.114,0.385,0.432694
25000,0.432,0.156,0.412,0.467820
25500,0.422,0.191,0.387,0.478353
26000,0.400,0.146,0.454,0.444665
26500,0.414,0.146,0.439,0.456938
27000,0.454,0.127,0.419,0.449695
27500,0.469,0.141,0.390,0.456832
28000,0.462,0.089,0.449,0.428330
28500,0.471,0.132,0.397,0.452461
29000,0.491,0.104,0.404,0.428644
29500,0.462,0.114,0.424,0.437947
30000,0.531,0.124,0.345,0.427634
30500,0.543,0.082,0.375,0.400840
31000,0.600,0.079,0.320,0.368488
31500,0.524,0.102,0.375,0.421843
32000,0.494,0.117,0.390,0.441619
32500,0.469,0.087,0.444,0.413854
33000,0.462,0.117,0.422,0.446739
33500,0.481,0.092,0.427,0.423098
34000,0.479,0.104,0.417,0.436496
34500,0.432,0.117,0.452,0.453393
35000,0.444,0.117,0.439,0.440086
35500,0.541,0.094,0.365,0.405078
36000,0.593,0.069,0.337,0.373287
36500,0.591,0.052,0.357,0.390209
37000,0.581,0.062,0.357,0.397182
37500,0.581,0.050,0.370,0.388225
38000,0.638,0.065,0.298,0.371719
38500,0.625,0.065,0.310,0.401957
39000,0.623,0.032,0.345,0.367072
39500,0.650,0.057,0.293,0.355010
40000,0.695,0.040,0.266,0.318970
40500,0.710,0.032,0.258,0.325675
41000,0.725,0.035,0.241,0.308793
41500,0.737,0.030,0.233,0.292550
42000,0.692,0.025,0.283,0.319127
42500,0.630,0.032,0.337,0.363008
43000,0.613,0.052,0.335,0.377578
43500,0.615,0.050,0.335,0.376710
44000,0.600,0.042,0.357,0.376589
44500,0.583,0.074,0.342,0.404555
45000,0.660,0.037,0.303,0.340458
45500,0.650,0.050,0.300,0.372223
46000,0.640,0.052,0.308,0.353864
46500,0.635,0.047,0.318,0.362467
47000,0.618,0.020,0.362,0.369414
47500,0.675,0.022,0.303,0.319546
48000,0.653,0.050,0.298,0.348591
48500,0.682,0.035,0.283,0.305610
49000,0.685,0.040,0.275,0.328308
49500,0.648,0.065,0.288,0.372046
50000,0.643,0.050,0.308,0.361248
50500,0.625,0.062,0.313,0.374955
51000,0.588,0.047,0.365,0.381351
51500,0.578,0.062,0.360,0.398332
52000,0.591,0.065,0.345,0.393016
52500,0.623,0.067,0.310,0.395191
53000,0.588,0.084,0.328,0.421332
53500,0.615,0.052,0.333,0.384987
54000,0.677,0.042,0.280,0.318770
54500,0.670,0.027,0.303,0.348590
55000,0.645,0.037,0.318,0.360559
55500,0.613,0.025,0.362,0.377140
56000,0.650,0.040,0.310,0.360883
56500,0.685,0.035,0.280,0.333959
57000,0.712,0.022,0.266,0.308391
57500,0.725,0.032,0.243,0.308992
58000,0.687,0.032,0.280,0.322258
58500,0.648,0.035,0.318,0.377122
59000,0.663,0.035,0.303,0.363390
59500,0.685,0.032,0.283,0.337454
60000,0.752,0.030,0.218,0.269477
60500,0.759,0.025,0.216,0.261950
61000,0.749,0.015,0.236,0.268015
61500,0.809,0.017,0.174,0.201326
62000,0.804,0.017,0.179,0.213275
62500,0.787,0.017,0.196,0.256604
63000,0.717,0.015,0.268,0.307166
63500,0.754,0.017,0.228,0.285955
64000,0.744,0.025,0.231,0.279544
64500,0.732,0.027,0.241,0.300318
65000,0.685,0.055,0.261,0.368187
65500,0.682,0.045,0.273,0.357855
66000,0.672,0.045,0.283,0.343873
66500,0.675,0.027,0.298,0.338583
67000,0.707,0.025,0.268,0.299109
67500,0.782,0.010,0.208,0.251047
68000,0.787,0.007,0.206,0.252578
68500,0.809,0.007,0.184,0.203687
69000,0.834,0.010,0.156,0.178853
69500,0.814,0.005,0.181,0.191839
70000,0.834,0.017,0.149,0.188555
70500,0.801,0.017,0.181,0.228482
71000,0.829,0.007,0.164,0.188336
71500,0.767,0.020,0.213,0.298939
72000,0.759,0.022,0.218,0.281869
72500,0.774,0.030,0.196,0.275082
73000,0.759,0.027,0.213,0.306486
73500,0.774,0.027,0.199,0.258141
74000,0.814,0.025,0.161,0.205574
74500,0.839,0.020,0.141,0.210884
75000,0.849,0.027,0.124,0.192175
