time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.029,0.946,0.025,0.074923
1000,0.029,0.930,0.041,0.084686
1500,0.029,0.934,0.037,0.107387
2000,0.029,0.938,0.033,0.085652
2500,0.029,0.926,0.045,0.120585
3000,0.029,0.909,0.062,0.131659
3500,0.029,0.930,0.041,0.112889
4000,0.029,0.921,0.050,0.131862
4500,0.041,0.909,0.050,0.151428
5000,0.029,0.888,0.083,0.157143
5500,0.041,0.893,0.066,0.151282
6000,0.029,0.921,0.050,0.105409
6500,0.033,0.909,0.058,0.123865
7000,0.029,0.913,0.058,0.145492
7500,0.033,0.893,0.074,0.152142
8000,0.037,0.876,0.087,0.170220
8500,0.029,0.901,0.070,0.143200
9000,0.029,0.934,0.037,0.088314
9500,0.029,0.909,0.062,0.142874
10000,0.029,0.955,0.017,0.070351
10500,0.029,0.955,0.017,0.068933
11000,0.029,0.926,0.045,0.125010
11500,0.029,0.950,0.021,0.087367
12000,0.029,0.917,0.054,0.098054
12500,0.033,0.905,0.062,0.146970
13000,0.037,0.917,0.045,0.106217
13500,0.029,0.938,0.033,0.078129
14000,0.029,0.934,0.037,0.096172
14500,0.029,0.950,0.021,0.057703
15000,0.033,0.917,0.050,0.123302
15500,0.029,0.909,0.062,0.128231
16000,0.029,0.967,0.004,0.057153
16500,0.029,0.946,0.025,0.073121
17000,0.029,0.938,0.033,0.081979
17500,0.029,0.946,0.025,0.071941
18000,0.029,0.946,0.025,0.086536
18500,0.029,0.955,0.017,0.084546
19000,0.029,0.930,0.041,0.104224
19500,0.033,0.942,0.025,0.084117
20000,0.033,0.942,0.025,0.083497
20500,0.033,0.930,0.037,0.093801
21000,0.037,0.921,0.041,0.109846
21500,0.033,0.930,0.037,0.085080
22000,0.054,0.880,0.066,0.163231
22500,0.037,0.860,0.103,0.190114
23000,0.045,0.893,0.062,0.150333
23500,0.054,0.843,0.103,0.213616
24000,0.054,0.888,0.058,0.137462
24500,0.050,0.897,0.054,0.122901
25000,0.062,0.872,0.066,0.156322
25500,0.050,0.864,0.087,0.173790
26000,0.029,0.926,0.045,0.111758
26500,0.037,0.901,0.062,0.158253
27000,0.033,0.905,0.062,0.144560
27500,0.029,0.921,0.050,0.108391
28000,0.029,0.909,0.062,0.114805
28500,0.029,0.921,0.050,0.099978
29000,0.041,0.884,0.074,0.174567
29500,0.041,0.876,0.083,0.166195
30000,0.037,0.917,0.045,0.107308
30500,0.033,0.942,0.025,0.080835
31000,0.029,0.934,0.037,0.094639
31500,0.029,0.955,0.017,0.073921
32000,0.029,0.955,0.017,0.069368
32500,0.029,0.963,0.008,0.050587
33000,0.029,0.942,0.029,0.090112
33500,0.029,0.901,0.070,0.153760
34000,0.029,0.926,0.045,0.118100
34500,0.037,0.926,0.037,0.126571
35000,0.033,0.921,0.045,0.113766
35500,0.029,0.926,0.045,0.113397
36000,0.029,0.921,0.050,0.116872
36500,0.029,0.955,0.017,0.078192
37000,0.029,0.942,0.029,0.078292
37500,0.029,0.917,0.054,0.123323
38000,0.029,0.926,0.045,0.113529
38500,0.037,0.942,0.021,0.096970
39000,0.029,0.880,0.091,0.177770
39500,0.033,0.921,0.045,0.111510
40000,0.029,0.934,0.037,0.094106
40500,0.029,0.959,0.012,0.052857
41000,0.029,0.955,0.017,0.071659
41500,0.029,0.950,0.021,0.078930
42000,0.029,0.955,0.017,0.065909
42500,0.033,0.921,0.045,0.102562
43000,0.033,0.921,0.045,0.115152
43500,0.033,0.938,0.029,0.091608
44000,0.041,0.901,0.058,0.137069
44500,0.029,0.926,0.045,0.101619
45000,0.029,0.950,0.021,0.084135
45500,0.033,0.901,0.066,0.138440
46000,0.029,0.930,0.041,0.089834
46500,0.029,0.946,0.025,0.078035
47000,0.029,0.946,0.025,0.086082
47500,0.029,0.959,0.012,0.061932
48000,0.029,0.938,0.033,0.098051
48500,0.033,0.926,0.041,0.116255
49000,0.033,0.938,0.029,0.076128
49500,0.037,0.860,0.103,0.210125
50000,0.029,0.880,0.091,0.156124
50500,0.033,0.901,0.066,0.125633
51000,0.033,0.913,0.054,0.107772
51500,0.033,0.926,0.041,0.092899
52000,0.029,0.876,0.095,0.182048
52500,0.029,0.942,0.029,0.076765
53000,0.029,0.946,0.025,0.086898
53500,0.029,0.950,0.021,0.084435
54000,0.033,0.893,0.074,0.183395
54500,0.029,0.921,0.050,0.106442
55000,0.029,0.909,0.062,0.125733
55500,0.029,0.926,0.045,0.103282
56000,0.029,0.963,0.008,0.057611
56500,0.029,0.959,0.012,0.066270
57000,0.029,0.950,0.021,0.069662
57500,0.029,0.934,0.037,0.100616
58000,0.029,0.913,0.058,0.121726
58500,0.029,0.926,0.045,0.101225
59000,0.029,0.946,0.025,0.078281
59500,0.037,0.934,0.029,0.089800
60000,0.033,0.946,0.021,0.076278
60500,0.037,0.913,0.050,0.132369
61000,0.029,0.946,0.025,0.082375
61500,0.029,0.942,0.029,0.098103
62000,0.029,0.946,0.025,0.088864
62500,0.029,0.917,0.054,0.122938
63000,0.029,0.930,0.041,0.098846
63500,0.029,0.917,0.054,0.126624
64000,0.033,0.938,0.029,0.086614
64500,0.033,0.934,0.033,0.102581
65000,0.029,0.921,0.050,0.121746
65500,0.029,0.946,0.025,0.062566
66000,0.033,0.934,0.033,0.112193
66500,0.029,0.934,0.037,0.089484
67000,0.033,0.921,0.045,0.101975
67500,0.033,0.946,0.021,0.070785
68000,0.029,0.950,0.021,0.081237
68500,0.037,0.926,0.037,0.104142
69000,0.029,0.917,0.054,0.113266
69500,0.037,0.868,0.095,0.191418
70000,0.033,0.917,0.050,0.117302
70500,0.033,0.905,0.062,0.146255
71000,0.033,0.946,0.021,0.078021
71500,0.029,0.921,0.050,0.122884
72000,0.033,0.934,0.033,0.108532
72500,0.037,0.913,0.050,0.142998
73000,0.029,0.930,0.041,0.109908
73500,0.029,0.950,0.021,0.079314
74000,0.029,0.917,0.054,0.116713
74500,0.029,0.897,0.074,0.145146
75000,0.029,0.893,0.079,0.162888
75500,0.029,0.938,0.033,0.098604
76000,0.029,0.926,0.045,0.122298
