time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.031,0.966,0.003,0.045634
1000,0.028,0.960,0.012,0.057065
1500,0.028,0.945,0.028,0.073051
2000,0.028,0.948,0.024,0.074682
2500,0.028,0.908,0.064,0.131579
3000,0.028,0.924,0.049,0.102912
3500,0.028,0.924,0.049,0.104844
4000,0.028,0.930,0.043,0.085669
4500,0.034,0.924,0.043,0.106186
5000,0.031,0.930,0.040,0.103998
5500,0.031,0.945,0.024,0.076774
6000,0.028,0.939,0.034,0.078675
6500,0.034,0.911,0.055,0.140902
7000,0.034,0.920,0.046,0.108110
7500,0.034,0.924,0.043,0.095334
8000,0.031,0.933,0.037,0.088944
8500,0.031,0.939,0.031,0.086141
9000,0.034,0.936,0.031,0.089797
9500,0.031,0.933,0.037,0.089462
10000,0.031,0.942,0.028,0.074220
10500,0.031,0.924,0.046,0.103017
11000,0.031,0.920,0.049,0.104638
11500,0.028,0.920,0.052,0.108329
12000,0.034,0.908,0.058,0.115072
12500,0.040,0.942,0.018,0.072470
13000,0.034,0.890,0.076,0.145010
13500,0.028,0.911,0.061,0.119413
14000,0.028,0.933,0.040,0.095345
14500,0.028,0.924,0.049,0.101371
15000,0.034,0.939,0.028,0.078930
15500,0.028,0.924,0.049,0.106517
16000,0.028,0.948,0.024,0.071717
16500,0.028,0.939,0.034,0.077901
17000,0.028,0.924,0.049,0.105177
17500,0.034,0.927,0.040,0.087939
18000,0.028,0.939,0.034,0.067150
18500,0.028,0.936,0.037,0.090109
19000,0.028,0.936,0.037,0.093621
19500,0.034,0.911,0.055,0.122800
20000,0.034,0.933,0.034,0.085953
20500,0.031,0.914,0.055,0.105561
21000,0.031,0.927,0.043,0.093192
21500,0.031,0.927,0.043,0.087032
22000,0.031,0.908,0.061,0.108878
22500,0.031,0.924,0.046,0.103012
23000,0.037,0.924,0.040,0.096933
23500,0.034,0.933,0.034,0.074536
24000,0.034,0.902,0.064,0.116828
24500,0.034,0.927,0.040,0.098501
25000,0.034,0.896,0.070,0.138177
25500,0.031,0.914,0.055,0.122432
26000,0.028,0.933,0.040,0.095203
26500,0.028,0.951,0.021,0.068195
27000,0.031,0.966,0.003,0.041898
27500,0.028,0.957,0.015,0.061315
28000,0.028,0.948,0.024,0.064358
28500,0.028,0.942,0.031,0.080379
29000,0.031,0.942,0.028,0.086491
29500,0.028,0.920,0.052,0.111373
30000,0.028,0.951,0.021,0.066297
30500,0.028,0.936,0.037,0.085811
31000,0.028,0.939,0.034,0.083495
31500,0.028,0.945,0.028,0.079803
32000,0.028,0.930,0.043,0.085869
32500,0.028,0.942,0.031,0.077047
33000,0.028,0.954,0.018,0.059266
33500,0.031,0.948,0.021,0.079392
34000,0.031,0.942,0.028,0.077537
34500,0.031,0.945,0.024,0.068305
35000,0.040,0.924,0.037,0.099159
35500,0.037,0.927,0.037,0.095117
36000,0.034,0.933,0.034,0.078229
36500,0.034,0.930,0.037,0.090038
37000,0.031,0.917,0.052,0.112487
37500,0.034,0.908,0.058,0.128117
38000,0.040,0.908,0.052,0.120135
38500,0.031,0.911,0.058,0.114521
39000,0.037,0.905,0.058,0.125214
39500,0.037,0.899,0.064,0.130541
40000,0.028,0.917,0.055,0.115089
40500,0.028,0.942,0.031,0.075138
41000,0.028,0.917,0.055,0.111841
41500,0.034,0.911,0.055,0.125837
42000,0.031,0.905,0.064,0.128706
42500,0.034,0.927,0.040,0.100336
43000,0.034,0.930,0.037,0.090765
43500,0.034,0.942,0.024,0.069821
44000,0.034,0.911,0.055,0.121813
44500,0.034,0.920,0.046,0.104887
45000,0.040,0.911,0.049,0.116274
45500,0.031,0.911,0.058,0.113243
46000,0.034,0.948,0.018,0.063321
46500,0.031,0.951,0.018,0.063691
47000,0.031,0.945,0.024,0.074894
47500,0.031,0.942,0.028,0.075472
48000,0.028,0.911,0.061,0.114218
48500,0.028,0.948,0.024,0.062487
49000,0.028,0.945,0.028,0.068460
49500,0.028,0.954,0.018,0.052459
50000,0.028,0.930,0.043,0.096754
50500,0.031,0.924,0.046,0.094578
51000,0.028,0.945,0.028,0.063399
51500,0.031,0.936,0.034,0.075402
52000,0.031,0.924,0.046,0.105102
52500,0.034,0.905,0.061,0.123171
53000,0.034,0.890,0.076,0.136483
53500,0.043,0.920,0.037,0.098132
54000,0.043,0.890,0.067,0.144507
54500,0.037,0.887,0.076,0.143731
55000,0.031,0.920,0.049,0.091238
55500,0.031,0.939,0.031,0.076139
56000,0.031,0.917,0.052,0.099670
56500,0.028,0.942,0.031,0.078300
57000,0.028,0.960,0.012,0.053008
57500,0.034,0.945,0.021,0.070186
58000,0.028,0.945,0.028,0.073911
58500,0.028,0.948,0.024,0.069254
59000,0.028,0.927,0.046,0.110345
59500,0.031,0.936,0.034,0.095137
60000,0.028,0.960,0.012,0.054348
60500,0.028,0.945,0.028,0.074174
61000,0.028,0.948,0.024,0.067254
61500,0.028,0.930,0.043,0.084972
62000,0.034,0.896,0.070,0.149048
62500,0.028,0.902,0.070,0.123289
63000,0.028,0.933,0.040,0.095849
63500,0.028,0.948,0.024,0.068348
64000,0.028,0.954,0.018,0.064052
64500,0.028,0.942,0.031,0.079276
65000,0.028,0.954,0.018,0.067913
65500,0.028,0.951,0.021,0.072288
66000,0.028,0.936,0.037,0.093956
66500,0.031,0.930,0.040,0.090303
67000,0.040,0.905,0.055,0.129172
67500,0.040,0.917,0.043,0.111838
68000,0.031,0.933,0.037,0.093517
68500,0.031,0.924,0.046,0.106176
69000,0.031,0.957,0.012,0.050632
69500,0.031,0.939,0.031,0.075768
70000,0.028,0.939,0.034,0.087840
70500,0.028,0.933,0.040,0.099204
71000,0.028,0.942,0.031,0.091847
71500,0.037,0.942,0.021,0.092117
72000,0.031,0.930,0.040,0.092355
72500,0.031,0.933,0.037,0.099310
73000,0.040,0.896,0.064,0.143525
73500,0.034,0.911,0.055,0.111861
74000,0.031,0.948,0.021,0.070153
74500,0.031,0.954,0.015,0.063094
75000,0.028,0.957,0.015,0.060495
75500,0.028,0.920,0.052,0.114920
76000,0.031,0.930,0.040,0.089072
76500,0.028,0.920,0.052,0.103170
77000,0.028,0.942,0.031,0.078705
77500,0.031,0.951,0.018,0.062128
78000,0.034,0.939,0.028,0.080374
78500,0.037,0.896,0.067,0.164516
79000,0.031,0.914,0.055,0.113203
79500,0.028,0.936,0.037,0.071956
80000,0.031,0.896,0.073,0.130109
80500,0.034,0.914,0.052,0.108441
81000,0.031,0.927,0.043,0.091198
81500,0.031,0.896,0.073,0.130054
82000,0.031,0.924,0.046,0.095956
82500,0.031,0.927,0.043,0.087908
83000,0.031,0.924,0.046,0.101478
83500,0.028,0.930,0.043,0.093792
84000,0.028,0.951,0.021,0.061127
84500,0.031,0.951,0.018,0.069438
85000,0.031,0.951,0.018,0.068260
85500,0.031,0.936,0.034,0.089847
86000,0.031,0.933,0.037,0.092251
86500,0.028,0.939,0.034,0.069557
87000,0.031,0.939,0.031,0.076380
87500,0.034,0.936,0.031,0.089368
88000,0.028,0.930,0.043,0.094041
88500,0.034,0.917,0.049,0.108548
89000,0.037,0.896,0.067,0.130100
89500,0.043,0.899,0.058,0.128902
90000,0.028,0.927,0.046,0.098786
90500,0.028,0.930,0.043,0.103340
91000,0.031,0.936,0.034,0.092751
91500,0.031,0.951,0.018,0.059061
92000,0.034,0.905,0.061,0.142306
92500,0.037,0.924,0.040,0.094807
93000,0.031,0.960,0.009,0.049908
93500,0.037,0.939,0.024,0.082106
94000,0.031,0.936,0.034,0.081757
94500,0.031,0.924,0.046,0.097426
95000,0.040,0.933,0.028,0.085317
95500,0.034,0.939,0.028,0.079462
96000,0.031,0.927,0.043,0.094159
96500,0.034,0.917,0.049,0.114425
97000,0.031,0.917,0.052,0.106727
97500,0.028,0.945,0.028,0.071441
98000,0.031,0.917,0.052,0.124484
98500,0.031,0.957,0.012,0.056336
99000,0.028,0.927,0.046,0.105983
99500,0.028,0.927,0.046,0.103678
100000,0.034,0.920,0.046,0.116657
