time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.935,0.035,0.100007
1000,0.032,0.923,0.045,0.098956
1500,0.037,0.906,0.057,0.128542
2000,0.032,0.938,0.030,0.087498
2500,0.032,0.913,0.055,0.139467
3000,0.037,0.906,0.057,0.143562
3500,0.030,0.940,0.030,0.065699
4000,0.030,0.935,0.035,0.087633
4500,0.030,0.943,0.027,0.062748
5000,0.030,0.940,0.030,0.074792
5500,0.030,0.931,0.040,0.098964
6000,0.030,0.926,0.045,0.090944
6500,0.037,0.921,0.042,0.098287
7000,0.035,0.906,0.060,0.127601
7500,0.032,0.938,0.030,0.072898
8000,0.030,0.935,0.035,0.087530
8500,0.035,0.921,0.045,0.114479
9000,0.040,0.908,0.052,0.133173
9500,0.037,0.878,0.084,0.170770
10000,0.037,0.893,0.069,0.138441
10500,0.032,0.923,0.045,0.095515
11000,0.030,0.938,0.032,0.073072
11500,0.030,0.940,0.030,0.084598
12000,0.030,0.940,0.030,0.074696
12500,0.030,0.913,0.057,0.140659
13000,0.030,0.926,0.045,0.094091
13500,0.032,0.901,0.067,0.135979
14000,0.032,0.893,0.074,0.166603
14500,0.032,0.903,0.065,0.127900
15000,0.030,0.913,0.057,0.115068
15500,0.035,0.928,0.037,0.086477
16000,0.030,0.911,0.060,0.115198
16500,0.032,0.923,0.045,0.101573
17000,0.030,0.908,0.062,0.141674
17500,0.032,0.933,0.035,0.085192
18000,0.032,0.940,0.027,0.082169
18500,0.032,0.918,0.050,0.111329
19000,0.032,0.923,0.045,0.101318
19500,0.035,0.906,0.060,0.132092
20000,0.035,0.916,0.050,0.118916
20500,0.035,0.911,0.055,0.125662
21000,0.035,0.898,0.067,0.162865
21500,0.035,0.921,0.045,0.128484
22000,0.035,0.881,0.084,0.152733
22500,0.035,0.906,0.060,0.146064
23000,0.037,0.933,0.030,0.098401
23500,0.035,0.921,0.045,0.107442
24000,0.032,0.931,0.037,0.092066
24500,0.030,0.943,0.027,0.073703
25000,0.032,0.935,0.032,0.102019
25500,0.032,0.913,0.055,0.107713
26000,0.032,0.923,0.045,0.102749
26500,0.032,0.943,0.025,0.065418
27000,0.032,0.928,0.040,0.094339
27500,0.030,0.911,0.060,0.119587
28000,0.030,0.923,0.047,0.093891
28500,0.030,0.933,0.037,0.083061
29000,0.030,0.943,0.027,0.068178
29500,0.030,0.943,0.027,0.087860
30000,0.030,0.943,0.027,0.073160
30500,0.032,0.921,0.047,0.118342
31000,0.030,0.940,0.030,0.082858
31500,0.037,0.938,0.025,0.090465
32000,0.032,0.928,0.040,0.095954
32500,0.032,0.938,0.030,0.086586
33000,0.030,0.938,0.032,0.078384
33500,0.035,0.916,0.050,0.108441
34000,0.037,0.921,0.042,0.099957
34500,0.032,0.921,0.047,0.112905
35000,0.032,0.926,0.042,0.099357
35500,0.032,0.935,0.032,0.083798
36000,0.030,0.928,0.042,0.083453
36500,0.032,0.916,0.052,0.108806
37000,0.035,0.893,0.072,0.161002
37500,0.037,0.908,0.055,0.120335
38000,0.035,0.926,0.040,0.085662
38500,0.035,0.923,0.042,0.083548
39000,0.035,0.908,0.057,0.125512
39500,0.035,0.931,0.035,0.078869
40000,0.030,0.940,0.030,0.071335
40500,0.030,0.921,0.050,0.105677
41000,0.030,0.926,0.045,0.111563
41500,0.035,0.921,0.045,0.100480
42000,0.032,0.931,0.037,0.092085
