time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.029,0.839,0.132,0.268263
1000,0.033,0.777,0.190,0.320588
1500,0.066,0.566,0.368,0.456218
2000,0.074,0.351,0.574,0.430231
2500,0.169,0.236,0.595,0.470332
3000,0.136,0.227,0.636,0.462798
3500,0.190,0.211,0.599,0.473391
4000,0.231,0.165,0.603,0.447217
4500,0.169,0.165,0.665,0.398786
5000,0.198,0.231,0.570,0.502242
5500,0.219,0.186,0.595,0.483810
6000,0.248,0.120,0.632,0.411987
6500,0.145,0.252,0.603,0.480409
7000,0.128,0.219,0.653,0.428253
7500,0.186,0.153,0.661,0.422057
8000,0.318,0.116,0.566,0.471162
8500,0.289,0.169,0.541,0.495449
9000,0.289,0.145,0.566,0.475655
9500,0.298,0.120,0.583,0.471354
10000,0.269,0.062,0.669,0.400413
10500,0.302,0.070,0.628,0.423366
11000,0.384,0.062,0.554,0.469861
11500,0.351,0.074,0.574,0.457086
12000,0.417,0.021,0.562,0.406253
12500,0.376,0.041,0.583,0.414333
13000,0.322,0.087,0.591,0.440407
13500,0.293,0.132,0.574,0.469744
14000,0.343,0.112,0.545,0.480975
14500,0.289,0.136,0.574,0.458227
15000,0.318,0.079,0.603,0.449010
15500,0.293,0.145,0.562,0.483975
16000,0.194,0.190,0.616,0.460295
16500,0.153,0.273,0.574,0.486489
17000,0.128,0.285,0.587,0.490069
17500,0.165,0.182,0.653,0.430329
18000,0.198,0.145,0.657,0.434232
18500,0.314,0.140,0.545,0.475135
19000,0.244,0.157,0.599,0.440303
19500,0.223,0.153,0.624,0.460617
20000,0.161,0.240,0.599,0.450218
20500,0.178,0.211,0.612,0.473198
21000,0.236,0.190,0.574,0.488430
21500,0.219,0.145,0.636,0.464001
22000,0.231,0.194,0.574,0.505829
22500,0.215,0.202,0.583,0.482664
23000,0.231,0.178,0.591,0.493353
23500,0.322,0.103,0.574,0.474481
24000,0.277,0.112,0.612,0.446446
24500,0.260,0.099,0.640,0.422116
25000,0.260,0.112,0.628,0.437667
25500,0.306,0.128,0.566,0.468415
26000,0.360,0.124,0.517,0.495901
26500,0.293,0.132,0.574,0.463137
27000,0.252,0.165,0.583,0.483273
27500,0.248,0.116,0.636,0.452488
28000,0.260,0.153,0.587,0.492042
28500,0.302,0.120,0.579,0.461987
29000,0.302,0.136,0.562,0.496986
29500,0.310,0.132,0.558,0.495114
30000,0.289,0.091,0.620,0.439238
30500,0.347,0.091,0.562,0.473799
31000,0.252,0.083,0.665,0.401128
31500,0.314,0.107,0.579,0.466504
32000,0.269,0.112,0.620,0.444899
32500,0.326,0.079,0.595,0.447653
33000,0.318,0.083,0.599,0.441746
33500,0.293,0.099,0.607,0.424603
34000,0.310,0.112,0.579,0.465977
34500,0.339,0.095,0.566,0.455880
35000,0.285,0.095,0.620,0.445144
35500,0.260,0.140,0.599,0.462544
36000,0.248,0.128,0.624,0.442056
36500,0.273,0.161,0.566,0.497162
37000,0.264,0.132,0.603,0.478644
37500,0.302,0.128,0.570,0.472688
38000,0.302,0.099,0.599,0.453645
38500,0.343,0.074,0.583,0.442417
39000,0.310,0.058,0.632,0.420540
39500,0.302,0.058,0.640,0.413057
40000,0.293,0.083,0.624,0.434447
40500,0.236,0.124,0.640,0.437150
41000,0.339,0.116,0.545,0.484294
41500,0.322,0.091,0.587,0.442307
42000,0.302,0.083,0.616,0.427601
42500,0.302,0.091,0.607,0.447317
43000,0.269,0.145,0.587,0.476261
43500,0.227,0.169,0.603,0.471696
44000,0.256,0.116,0.628,0.460915
44500,0.236,0.124,0.640,0.442059
45000,0.331,0.112,0.558,0.480568
45500,0.281,0.103,0.616,0.442812
46000,0.355,0.041,0.603,0.428584
46500,0.302,0.079,0.620,0.440947
47000,0.306,0.083,0.612,0.459602
47500,0.302,0.136,0.562,0.490598
48000,0.293,0.099,0.607,0.447748
48500,0.298,0.107,0.595,0.480894
49000,0.281,0.116,0.603,0.460989
49500,0.219,0.136,0.645,0.429959
50000,0.240,0.178,0.583,0.477513
50500,0.219,0.202,0.579,0.477421
51000,0.190,0.128,0.682,0.378983
51500,0.240,0.107,0.653,0.431138
52000,0.219,0.194,0.587,0.478742
52500,0.202,0.194,0.603,0.446820
53000,0.248,0.149,0.603,0.462927
53500,0.190,0.190,0.620,0.439744
54000,0.186,0.182,0.632,0.445007
54500,0.202,0.149,0.649,0.431923
55000,0.186,0.240,0.574,0.485764
55500,0.215,0.231,0.554,0.499684
56000,0.149,0.169,0.682,0.385532
56500,0.157,0.231,0.612,0.482962
57000,0.161,0.231,0.607,0.472347
57500,0.198,0.132,0.669,0.430460
58000,0.285,0.087,0.628,0.425238
58500,0.360,0.112,0.529,0.481251
59000,0.376,0.074,0.550,0.466691
59500,0.202,0.157,0.640,0.422130
60000,0.145,0.231,0.624,0.427107
60500,0.169,0.198,0.632,0.443213
61000,0.211,0.128,0.661,0.421867
