time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.029,0.810,0.161,0.288376
1000,0.029,0.417,0.554,0.384197
1500,0.029,0.157,0.814,0.187219
2000,0.029,0.083,0.888,0.114628
2500,0.029,0.050,0.921,0.087051
3000,0.029,0.017,0.955,0.063516
3500,0.029,0.012,0.959,0.061986
4000,0.029,0.004,0.967,0.058042
4500,0.029,0.004,0.967,0.058042
5000,0.029,0.004,0.967,0.058042
5500,0.029,0.000,0.971,0.055863
6000,0.029,0.000,0.971,0.055863
6500,0.029,0.000,0.971,0.055863
7000,0.029,0.000,0.971,0.055863
7500,0.029,0.000,0.971,0.055863
8000,0.029,0.000,0.971,0.055863
8500,0.029,0.000,0.971,0.055863
9000,0.029,0.000,0.971,0.055863
9500,0.029,0.000,0.971,0.055863
10000,0.029,0.000,0.971,0.055863
10500,0.029,0.000,0.971,0.055863
11000,0.029,0.000,0.971,0.055863
11500,0.029,0.000,0.971,0.055863
12000,0.029,0.000,0.971,0.055863
12500,0.029,0.000,0.971,0.055863
13000,0.029,0.000,0.971,0.055863
13500,0.029,0.000,0.971,0.055863
14000,0.029,0.000,0.971,0.055863
14500,0.029,0.000,0.971,0.055863
15000,0.029,0.000,0.971,0.055863
15500,0.029,0.000,0.971,0.055863
16000,0.029,0.000,0.971,0.055863
16500,0.029,0.000,0.971,0.055863
17000,0.029,0.000,0.971,0.055863
17500,0.029,0.000,0.971,0.055863
18000,0.029,0.000,0.971,0.055863
18500,0.029,0.000,0.971,0.055863
19000,0.029,0.000,0.971,0.055863
19500,0.029,0.000,0.971,0.055863
20000,0.029,0.000,0.971,0.055863
20500,0.029,0.000,0.971,0.055863
21000,0.029,0.000,0.971,0.055863
21500,0.029,0.000,0.971,0.055863
22000,0.029,0.000,0.971,0.055863
22500,0.029,0.000,0.971,0.055863
23000,0.029,0.000,0.971,0.055863
23500,0.029,0.000,0.971,0.055863
24000,0.029,0.000,0.971,0.055863
24500,0.029,0.000,0.971,0.055863
25000,0.029,0.000,0.971,0.055863
25500,0.029,0.000,0.971,0.055863
26000,0.029,0.000,0.971,0.055863
26500,0.029,0.000,0.971,0.055863
27000,0.029,0.000,0.971,0.055863
27500,0.029,0.000,0.971,0.055863
28000,0.029,0.000,0.971,0.055863
28500,0.029,0.000,0.971,0.055863
29000,0.029,0.000,0.971,0.055863
29500,0.029,0.000,0.971,0.055863
30000,0.029,0.000,0.971,0.055863
30500,0.029,0.000,0.971,0.055863
31000,0.029,0.000,0.971,0.055863
31500,0.029,0.000,0.971,0.055863
32000,0.029,0.000,0.971,0.055863
32500,0.029,0.000,0.971,0.055863
33000,0.029,0.000,0.971,0.055863
33500,0.029,0.000,0.971,0.055863
34000,0.029,0.000,0.971,0.055863
34500,0.029,0.000,0.971,0.055863
35000,0.029,0.000,0.971,0.055863
35500,0.029,0.000,0.971,0.055863
36000,0.029,0.000,0.971,0.055863
36500,0.029,0.000,0.971,0.055863
37000,0.029,0.000,0.971,0.055863
37500,0.029,0.000,0.971,0.055863
38000,0.029,0.000,0.971,0.055863
38500,0.029,0.000,0.971,0.055863
