time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.037,0.789,0.174,0.304802
1000,0.058,0.624,0.318,0.424881
1500,0.157,0.384,0.459,0.506905
2000,0.190,0.236,0.574,0.473845
2500,0.314,0.178,0.508,0.530038
3000,0.240,0.207,0.554,0.483016
3500,0.244,0.169,0.587,0.468690
4000,0.322,0.174,0.504,0.509234
4500,0.343,0.087,0.570,0.444671
5000,0.393,0.157,0.450,0.522165
5500,0.302,0.202,0.496,0.523081
6000,0.310,0.149,0.541,0.481211
6500,0.368,0.103,0.529,0.474502
7000,0.393,0.103,0.504,0.478098
7500,0.421,0.128,0.450,0.493814
8000,0.388,0.178,0.434,0.539288
8500,0.314,0.165,0.521,0.500584
9000,0.314,0.153,0.533,0.502742
9500,0.314,0.260,0.426,0.555892
10000,0.248,0.202,0.550,0.513058
10500,0.236,0.165,0.599,0.473448
11000,0.149,0.219,0.632,0.439747
11500,0.145,0.260,0.595,0.471367
12000,0.136,0.252,0.612,0.485566
12500,0.227,0.157,0.616,0.462552
13000,0.306,0.178,0.517,0.518722
13500,0.326,0.182,0.492,0.517550
14000,0.314,0.120,0.566,0.467300
14500,0.256,0.236,0.508,0.519511
15000,0.264,0.236,0.500,0.521075
15500,0.343,0.153,0.504,0.507623
16000,0.339,0.157,0.504,0.509889
16500,0.343,0.124,0.533,0.478830
17000,0.401,0.136,0.463,0.513164
17500,0.322,0.087,0.591,0.450852
18000,0.260,0.140,0.599,0.465173
18500,0.281,0.174,0.545,0.490899
19000,0.310,0.178,0.512,0.505646
19500,0.347,0.149,0.504,0.497892
20000,0.223,0.198,0.579,0.485769
20500,0.244,0.182,0.574,0.477136
21000,0.215,0.298,0.488,0.500905
21500,0.194,0.256,0.550,0.502081
22000,0.198,0.145,0.657,0.433605
22500,0.240,0.182,0.579,0.509601
23000,0.223,0.264,0.512,0.520828
23500,0.198,0.219,0.583,0.483582
24000,0.227,0.260,0.512,0.503614
