time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.029,0.843,0.128,0.248211
1000,0.037,0.562,0.401,0.431996
1500,0.153,0.401,0.446,0.511271
2000,0.161,0.244,0.595,0.460475
2500,0.190,0.182,0.628,0.464906
3000,0.219,0.099,0.682,0.384202
3500,0.219,0.244,0.537,0.507118
4000,0.182,0.169,0.649,0.435589
4500,0.219,0.182,0.599,0.471190
5000,0.202,0.169,0.628,0.470737
5500,0.182,0.136,0.682,0.428272
6000,0.211,0.112,0.678,0.418847
6500,0.194,0.169,0.636,0.436379
7000,0.161,0.124,0.715,0.356404
7500,0.202,0.194,0.603,0.463093
8000,0.264,0.124,0.612,0.457600
8500,0.244,0.112,0.645,0.435531
9000,0.248,0.140,0.612,0.477935
9500,0.240,0.103,0.657,0.410815
10000,0.219,0.107,0.674,0.406289
10500,0.186,0.087,0.727,0.341913
11000,0.211,0.161,0.628,0.430075
11500,0.231,0.202,0.566,0.498913
12000,0.165,0.165,0.669,0.404938
12500,0.161,0.149,0.690,0.398916
13000,0.240,0.112,0.649,0.436508
13500,0.153,0.165,0.682,0.380349
14000,0.219,0.140,0.640,0.445924
14500,0.240,0.128,0.632,0.452644
15000,0.145,0.198,0.657,0.427674
15500,0.236,0.178,0.587,0.462201
16000,0.178,0.149,0.674,0.410677
16500,0.252,0.132,0.616,0.450732
17000,0.207,0.186,0.607,0.460031
17500,0.198,0.174,0.628,0.423076
18000,0.145,0.190,0.665,0.419662
18500,0.128,0.178,0.694,0.397528
19000,0.174,0.194,0.632,0.439233
19500,0.182,0.165,0.653,0.441776
20000,0.161,0.112,0.727,0.395183
20500,0.223,0.128,0.649,0.439445
21000,0.219,0.103,0.678,0.396620
21500,0.256,0.112,0.632,0.437400
22000,0.252,0.083,0.665,0.403012
22500,0.335,0.083,0.583,0.466404
23000,0.236,0.116,0.649,0.414817
23500,0.215,0.120,0.665,0.405961
24000,0.186,0.136,0.678,0.421908
24500,0.252,0.107,0.640,0.439614
25000,0.211,0.124,0.665,0.426904
25500,0.169,0.207,0.624,0.459199
26000,0.194,0.116,0.690,0.410776
26500,0.169,0.124,0.707,0.390430
27000,0.178,0.140,0.682,0.403040
27500,0.256,0.103,0.640,0.440930
28000,0.178,0.161,0.661,0.443801
28500,0.165,0.169,0.665,0.405393
29000,0.202,0.190,0.607,0.481338
29500,0.260,0.124,0.616,0.459182
30000,0.264,0.087,0.649,0.413247
30500,0.219,0.087,0.694,0.401381
31000,0.223,0.145,0.632,0.436918
31500,0.227,0.153,0.620,0.458249
32000,0.302,0.112,0.587,0.482953
32500,0.281,0.083,0.636,0.435253
33000,0.326,0.087,0.587,0.471962
33500,0.306,0.103,0.591,0.460424
34000,0.215,0.107,0.678,0.423401
34500,0.240,0.149,0.612,0.478297
35000,0.194,0.140,0.665,0.401657
35500,0.293,0.103,0.603,0.462264
36000,0.285,0.140,0.574,0.471795
36500,0.264,0.140,0.595,0.450972
37000,0.260,0.054,0.686,0.366940
37500,0.215,0.112,0.674,0.409397
38000,0.140,0.169,0.690,0.377994
38500,0.169,0.211,0.620,0.447911
39000,0.207,0.190,0.603,0.465937
39500,0.182,0.207,0.612,0.465253
40000,0.248,0.140,0.612,0.456974
40500,0.227,0.157,0.616,0.446902
41000,0.215,0.124,0.661,0.411875
41500,0.103,0.178,0.719,0.343213
42000,0.215,0.132,0.653,0.416372
42500,0.145,0.140,0.715,0.364340
43000,0.186,0.116,0.698,0.390823
43500,0.215,0.149,0.636,0.459741
44000,0.194,0.149,0.657,0.431547
44500,0.227,0.157,0.616,0.443395
45000,0.215,0.120,0.665,0.405042
45500,0.223,0.140,0.636,0.426531
46000,0.236,0.169,0.595,0.492271
46500,0.198,0.174,0.628,0.434114
47000,0.153,0.211,0.636,0.430567
47500,0.223,0.186,0.591,0.484191
48000,0.198,0.120,0.682,0.413142
48500,0.174,0.112,0.715,0.373629
49000,0.219,0.099,0.682,0.410680
49500,0.190,0.174,0.636,0.432823
50000,0.202,0.099,0.698,0.373658
50500,0.240,0.099,0.661,0.432050
51000,0.273,0.070,0.657,0.379915
51500,0.186,0.157,0.657,0.409592
52000,0.174,0.095,0.731,0.353128
52500,0.248,0.099,0.653,0.435834
53000,0.231,0.153,0.616,0.454109
53500,0.264,0.107,0.628,0.450823
54000,0.293,0.070,0.636,0.429884
54500,0.145,0.145,0.711,0.397802
55000,0.202,0.116,0.682,0.417100
55500,0.182,0.145,0.674,0.427696
56000,0.227,0.182,0.591,0.485314
56500,0.256,0.116,0.628,0.444890
57000,0.190,0.202,0.607,0.478366
57500,0.256,0.116,0.628,0.431475
58000,0.277,0.103,0.620,0.459739
58500,0.260,0.087,0.653,0.420291
59000,0.165,0.120,0.715,0.388715
59500,0.169,0.153,0.678,0.422742
60000,0.207,0.207,0.587,0.501482
60500,0.211,0.136,0.653,0.436951
61000,0.202,0.079,0.719,0.350886
61500,0.174,0.182,0.645,0.421853
62000,0.202,0.120,0.678,0.398926
62500,0.190,0.157,0.653,0.453075
63000,0.194,0.202,0.603,0.466955
63500,0.236,0.149,0.616,0.475670
64000,0.248,0.070,0.682,0.401342
64500,0.178,0.145,0.678,0.408843
65000,0.165,0.194,0.640,0.461543
65500,0.149,0.182,0.669,0.420245
66000,0.190,0.198,0.612,0.469253
66500,0.240,0.107,0.653,0.395962
67000,0.264,0.157,0.579,0.484004
67500,0.219,0.079,0.702,0.373653
68000,0.252,0.140,0.607,0.448022
68500,0.256,0.107,0.636,0.427483
69000,0.244,0.112,0.645,0.424616
69500,0.293,0.083,0.624,0.439937
70000,0.256,0.095,0.649,0.435250
70500,0.223,0.136,0.640,0.469563
71000,0.149,0.182,0.669,0.411342
71500,0.165,0.145,0.690,0.390595
72000,0.161,0.153,0.686,0.396657
72500,0.186,0.161,0.653,0.437375
73000,0.223,0.103,0.674,0.414377
73500,0.244,0.087,0.669,0.431114
74000,0.198,0.079,0.723,0.366153
74500,0.277,0.149,0.574,0.471143
75000,0.289,0.079,0.632,0.424076
75500,0.236,0.136,0.628,0.438858
76000,0.128,0.128,0.744,0.345427
76500,0.140,0.140,0.719,0.380957
77000,0.211,0.145,0.645,0.462456
77500,0.194,0.136,0.669,0.440869
78000,0.252,0.132,0.616,0.463956
78500,0.223,0.095,0.682,0.408173
79000,0.211,0.169,0.620,0.436679
79500,0.182,0.136,0.682,0.403036
80000,0.157,0.182,0.661,0.439373
80500,0.165,0.174,0.661,0.437531
81000,0.174,0.157,0.669,0.436692
81500,0.169,0.128,0.702,0.379293
82000,0.236,0.132,0.632,0.465074
82500,0.207,0.120,0.674,0.434343
83000,0.240,0.107,0.653,0.424400
83500,0.186,0.140,0.674,0.403906
84000,0.124,0.215,0.661,0.426182
84500,0.211,0.182,0.607,0.486170
85000,0.190,0.099,0.711,0.357973
85500,0.153,0.169,0.678,0.400934
86000,0.198,0.140,0.661,0.416573
86500,0.277,0.116,0.607,0.455845
87000,0.178,0.157,0.665,0.417616
87500,0.116,0.186,0.698,0.395088
88000,0.174,0.136,0.690,0.411118
88500,0.182,0.145,0.674,0.406304
89000,0.157,0.252,0.591,0.469297
89500,0.269,0.132,0.599,0.478231
90000,0.223,0.116,0.661,0.430705
90500,0.202,0.074,0.723,0.376907
91000,0.202,0.153,0.645,0.444892
91500,0.157,0.194,0.649,0.457860
92000,0.178,0.219,0.603,0.465353
92500,0.194,0.198,0.607,0.468019
93000,0.244,0.140,0.616,0.443114
93500,0.174,0.153,0.674,0.422837
94000,0.182,0.083,0.736,0.367274
94500,0.231,0.083,0.686,0.386455
95000,0.231,0.157,0.612,0.482153
95500,0.186,0.194,0.620,0.446654
96000,0.165,0.153,0.682,0.397162
96500,0.202,0.120,0.678,0.409070
97000,0.219,0.066,0.715,0.353498
97500,0.281,0.099,0.620,0.423738
98000,0.331,0.058,0.612,0.405229
98500,0.240,0.132,0.628,0.440207
99000,0.211,0.132,0.657,0.419249
99500,0.178,0.107,0.715,0.376501
100000,0.211,0.174,0.616,0.455382
