time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.948,0.022,0.079530
1000,0.030,0.943,0.027,0.081591
1500,0.030,0.948,0.022,0.069119
2000,0.030,0.928,0.042,0.096048
2500,0.030,0.923,0.047,0.100007
3000,0.030,0.916,0.055,0.122992
3500,0.032,0.898,0.069,0.151948
4000,0.035,0.896,0.069,0.154574
4500,0.035,0.888,0.077,0.150534
5000,0.032,0.873,0.094,0.191444
5500,0.035,0.888,0.077,0.165427
6000,0.035,0.896,0.069,0.134040
6500,0.032,0.881,0.087,0.151601
7000,0.030,0.886,0.084,0.131313
7500,0.035,0.866,0.099,0.166010
8000,0.037,0.859,0.104,0.211068
8500,0.040,0.871,0.089,0.164928
9000,0.040,0.846,0.114,0.223385
9500,0.045,0.839,0.117,0.208647
10000,0.035,0.881,0.084,0.164513
10500,0.042,0.851,0.107,0.202672
11000,0.040,0.806,0.154,0.257165
11500,0.047,0.816,0.136,0.225061
12000,0.042,0.849,0.109,0.205371
12500,0.040,0.856,0.104,0.200422
13000,0.032,0.873,0.094,0.162146
13500,0.035,0.868,0.097,0.171771
14000,0.035,0.913,0.052,0.107783
14500,0.037,0.876,0.087,0.177370
15000,0.035,0.846,0.119,0.197322
15500,0.035,0.883,0.082,0.166355
16000,0.037,0.888,0.074,0.132589
16500,0.050,0.849,0.102,0.195241
17000,0.040,0.881,0.079,0.134918
17500,0.040,0.886,0.074,0.131311
18000,0.042,0.859,0.099,0.189271
18500,0.050,0.844,0.107,0.196360
19000,0.042,0.834,0.124,0.213416
19500,0.035,0.849,0.117,0.199402
20000,0.045,0.821,0.134,0.247514
20500,0.040,0.787,0.174,0.277499
21000,0.037,0.814,0.149,0.230969
21500,0.037,0.819,0.144,0.233013
22000,0.032,0.868,0.099,0.158930
22500,0.032,0.841,0.127,0.201587
23000,0.037,0.888,0.074,0.137808
23500,0.047,0.841,0.112,0.209834
24000,0.052,0.819,0.129,0.231412
24500,0.047,0.839,0.114,0.191570
25000,0.052,0.846,0.102,0.174102
25500,0.047,0.859,0.094,0.161299
26000,0.047,0.792,0.161,0.255617
26500,0.045,0.824,0.132,0.214889
27000,0.045,0.866,0.089,0.169542
27500,0.040,0.836,0.124,0.205624
28000,0.040,0.806,0.154,0.245086
28500,0.042,0.789,0.169,0.246807
29000,0.042,0.829,0.129,0.212546
29500,0.037,0.844,0.119,0.166625
30000,0.040,0.826,0.134,0.225518
30500,0.045,0.836,0.119,0.188208
31000,0.040,0.814,0.146,0.218766
31500,0.045,0.851,0.104,0.179134
32000,0.057,0.809,0.134,0.235977
32500,0.042,0.839,0.119,0.196313
33000,0.050,0.824,0.127,0.260615
33500,0.045,0.888,0.067,0.148145
34000,0.040,0.859,0.102,0.190269
34500,0.035,0.876,0.089,0.147032
35000,0.035,0.891,0.074,0.132029
35500,0.032,0.903,0.065,0.123492
36000,0.032,0.913,0.055,0.110955
36500,0.030,0.881,0.089,0.171418
37000,0.030,0.854,0.117,0.229171
37500,0.035,0.881,0.084,0.180855
38000,0.042,0.824,0.134,0.241106
38500,0.032,0.861,0.107,0.196768
39000,0.042,0.864,0.094,0.168927
39500,0.032,0.839,0.129,0.187879
40000,0.035,0.834,0.132,0.213983
40500,0.052,0.804,0.144,0.268330
41000,0.050,0.769,0.181,0.269322
41500,0.050,0.792,0.159,0.254589
42000,0.062,0.769,0.169,0.285049
42500,0.062,0.787,0.151,0.260477
43000,0.069,0.794,0.136,0.233739
43500,0.069,0.804,0.127,0.243306
44000,0.052,0.841,0.107,0.179183
44500,0.050,0.856,0.094,0.167835
45000,0.042,0.854,0.104,0.173018
45500,0.040,0.836,0.124,0.189278
46000,0.037,0.861,0.102,0.175717
46500,0.037,0.864,0.099,0.162355
47000,0.042,0.836,0.122,0.240470
47500,0.040,0.839,0.122,0.208678
48000,0.032,0.859,0.109,0.176326
48500,0.040,0.831,0.129,0.220509
49000,0.037,0.839,0.124,0.197677
49500,0.037,0.844,0.119,0.182098
50000,0.035,0.856,0.109,0.162519
50500,0.042,0.859,0.099,0.158875
51000,0.032,0.856,0.112,0.179273
