time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.859,0.112,0.251298
1000,0.030,0.717,0.253,0.371065
1500,0.030,0.526,0.444,0.391679
2000,0.030,0.340,0.630,0.292563
2500,0.030,0.211,0.759,0.195095
3000,0.030,0.151,0.819,0.148605
3500,0.030,0.104,0.866,0.105316
4000,0.030,0.082,0.888,0.088776
4500,0.030,0.065,0.906,0.080131
5000,0.030,0.052,0.918,0.070315
5500,0.030,0.045,0.926,0.067379
6000,0.030,0.042,0.928,0.066336
6500,0.030,0.040,0.931,0.065709
7000,0.030,0.037,0.933,0.063933
7500,0.030,0.032,0.938,0.063486
8000,0.030,0.030,0.940,0.061725
8500,0.030,0.025,0.945,0.060829
9000,0.030,0.025,0.945,0.060829
9500,0.030,0.022,0.948,0.060495
10000,0.030,0.022,0.948,0.060495
10500,0.030,0.022,0.948,0.060495
11000,0.030,0.017,0.953,0.059704
11500,0.030,0.017,0.953,0.059704
12000,0.030,0.015,0.955,0.059525
12500,0.030,0.012,0.958,0.058092
13000,0.030,0.007,0.963,0.056718
13500,0.030,0.007,0.963,0.056718
14000,0.030,0.007,0.963,0.056718
14500,0.030,0.007,0.963,0.056718
15000,0.030,0.007,0.963,0.056718
15500,0.030,0.007,0.963,0.056718
16000,0.030,0.007,0.963,0.056718
16500,0.030,0.007,0.963,0.056718
17000,0.030,0.005,0.965,0.056554
17500,0.030,0.005,0.965,0.056554
18000,0.030,0.005,0.965,0.056554
18500,0.030,0.005,0.965,0.056554
19000,0.030,0.005,0.965,0.056554
19500,0.030,0.005,0.965,0.056554
20000,0.030,0.005,0.965,0.056554
20500,0.030,0.005,0.965,0.056554
21000,0.030,0.005,0.965,0.056554
21500,0.030,0.005,0.965,0.056554
22000,0.030,0.005,0.965,0.056554
22500,0.030,0.005,0.965,0.056554
23000,0.030,0.005,0.965,0.056554
23500,0.030,0.005,0.965,0.056554
24000,0.030,0.005,0.965,0.056554
24500,0.030,0.005,0.965,0.056554
25000,0.030,0.002,0.968,0.056382
25500,0.030,0.002,0.968,0.056382
26000,0.030,0.002,0.968,0.056382
26500,0.030,0.002,0.968,0.056382
27000,0.030,0.002,0.968,0.056382
27500,0.030,0.002,0.968,0.056382
28000,0.030,0.002,0.968,0.056382
28500,0.030,0.002,0.968,0.056382
29000,0.030,0.002,0.968,0.056382
29500,0.030,0.002,0.968,0.056382
30000,0.030,0.002,0.968,0.056382
30500,0.030,0.002,0.968,0.056382
31000,0.030,0.002,0.968,0.056382
31500,0.030,0.002,0.968,0.056382
32000,0.030,0.002,0.968,0.056382
32500,0.030,0.002,0.968,0.056382
33000,0.030,0.002,0.968,0.056382
33500,0.030,0.002,0.968,0.056382
34000,0.030,0.002,0.968,0.056382
34500,0.030,0.002,0.968,0.056382
35000,0.030,0.000,0.970,0.056024
35500,0.030,0.000,0.970,0.056024
36000,0.030,0.000,0.970,0.056024
36500,0.030,0.000,0.970,0.056024
37000,0.030,0.000,0.970,0.056024
37500,0.030,0.000,0.970,0.056024
38000,0.030,0.000,0.970,0.056024
38500,0.030,0.000,0.970,0.056024
39000,0.030,0.000,0.970,0.056024
39500,0.030,0.000,0.970,0.056024
40000,0.030,0.000,0.970,0.056024
40500,0.030,0.000,0.970,0.056024
41000,0.030,0.000,0.970,0.056024
41500,0.030,0.000,0.970,0.056024
42000,0.030,0.000,0.970,0.056024
42500,0.030,0.000,0.970,0.056024
43000,0.030,0.000,0.970,0.056024
43500,0.030,0.000,0.970,0.056024
44000,0.030,0.000,0.970,0.056024
44500,0.030,0.000,0.970,0.056024
45000,0.030,0.000,0.970,0.056024
45500,0.030,0.000,0.970,0.056024
46000,0.030,0.000,0.970,0.056024
46500,0.030,0.000,0.970,0.056024
