time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.881,0.089,0.175771
1000,0.032,0.844,0.124,0.223888
1500,0.037,0.881,0.082,0.173390
2000,0.032,0.829,0.139,0.254723
2500,0.032,0.849,0.119,0.186605
3000,0.040,0.814,0.146,0.265810
3500,0.035,0.799,0.166,0.254856
4000,0.047,0.767,0.186,0.287730
4500,0.052,0.744,0.203,0.310743
5000,0.052,0.720,0.228,0.327583
5500,0.055,0.675,0.270,0.378104
6000,0.067,0.658,0.275,0.384728
6500,0.072,0.608,0.320,0.398267
7000,0.067,0.635,0.298,0.389725
7500,0.084,0.573,0.342,0.431282
8000,0.082,0.576,0.342,0.423297
8500,0.074,0.541,0.385,0.422737
9000,0.069,0.571,0.360,0.403442
9500,0.102,0.551,0.347,0.433907
10000,0.107,0.524,0.370,0.448454
10500,0.092,0.484,0.424,0.436513
11000,0.099,0.452,0.449,0.443139
11500,0.139,0.427,0.434,0.455433
12000,0.127,0.434,0.439,0.449018
12500,0.127,0.432,0.442,0.453524
13000,0.134,0.414,0.452,0.456855
13500,0.136,0.469,0.395,0.452841
14000,0.146,0.434,0.419,0.465530
14500,0.114,0.395,0.491,0.434219
15000,0.161,0.362,0.476,0.458632
15500,0.181,0.355,0.464,0.482021
16000,0.221,0.315,0.464,0.489008
16500,0.223,0.303,0.474,0.486897
17000,0.238,0.300,0.462,0.481302
17500,0.263,0.241,0.496,0.458374
18000,0.330,0.208,0.462,0.465592
18500,0.305,0.216,0.479,0.466263
19000,0.330,0.174,0.496,0.440187
19500,0.360,0.127,0.514,0.424136
20000,0.350,0.129,0.521,0.441819
20500,0.365,0.132,0.504,0.450400
21000,0.387,0.141,0.471,0.456298
21500,0.442,0.132,0.427,0.450400
22000,0.412,0.097,0.491,0.426194
22500,0.519,0.082,0.400,0.405821
23000,0.519,0.055,0.427,0.392418
23500,0.566,0.082,0.352,0.407106
24000,0.556,0.065,0.380,0.390772
24500,0.504,0.079,0.417,0.428634
25000,0.489,0.072,0.439,0.414506
25500,0.479,0.077,0.444,0.417618
26000,0.496,0.107,0.397,0.440354
26500,0.538,0.067,0.395,0.405654
27000,0.531,0.079,0.390,0.417010
27500,0.533,0.082,0.385,0.422699
28000,0.538,0.069,0.392,0.420389
28500,0.605,0.052,0.342,0.378183
29000,0.650,0.025,0.325,0.337086
29500,0.635,0.027,0.337,0.343352
30000,0.667,0.030,0.303,0.321432
30500,0.690,0.025,0.285,0.299007
31000,0.692,0.015,0.293,0.287209
31500,0.685,0.017,0.298,0.323060
32000,0.672,0.027,0.300,0.340207
32500,0.702,0.022,0.275,0.312978
33000,0.734,0.017,0.248,0.273654
33500,0.747,0.020,0.233,0.268798
34000,0.720,0.027,0.253,0.294114
34500,0.764,0.025,0.211,0.250159
35000,0.749,0.025,0.226,0.262129
35500,0.754,0.012,0.233,0.260442
36000,0.749,0.015,0.236,0.265920
36500,0.762,0.007,0.231,0.258551
37000,0.757,0.002,0.241,0.259805
37500,0.739,0.012,0.248,0.297135
38000,0.747,0.007,0.246,0.276230
38500,0.747,0.012,0.241,0.277061
39000,0.737,0.007,0.256,0.308119
39500,0.747,0.020,0.233,0.273521
40000,0.759,0.010,0.231,0.254639
40500,0.764,0.007,0.228,0.250925
41000,0.744,0.010,0.246,0.269588
