time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.953,0.017,0.063297
1000,0.032,0.938,0.030,0.088574
1500,0.037,0.933,0.030,0.088639
2000,0.037,0.938,0.025,0.101612
2500,0.037,0.911,0.052,0.123870
3000,0.030,0.933,0.037,0.092647
3500,0.035,0.953,0.012,0.060316
4000,0.032,0.916,0.052,0.127685
4500,0.042,0.916,0.042,0.129971
5000,0.040,0.935,0.025,0.087964
5500,0.035,0.933,0.032,0.094745
6000,0.035,0.918,0.047,0.115065
6500,0.032,0.940,0.027,0.082779
7000,0.030,0.950,0.020,0.067386
7500,0.032,0.938,0.030,0.088947
8000,0.037,0.913,0.050,0.127143
8500,0.032,0.928,0.040,0.093780
9000,0.035,0.911,0.055,0.128445
9500,0.032,0.926,0.042,0.097594
10000,0.032,0.945,0.022,0.078020
10500,0.032,0.940,0.027,0.094566
11000,0.032,0.918,0.050,0.120302
11500,0.040,0.911,0.050,0.146129
12000,0.035,0.938,0.027,0.080024
12500,0.040,0.923,0.037,0.096301
13000,0.032,0.935,0.032,0.093020
13500,0.032,0.908,0.060,0.140865
14000,0.035,0.921,0.045,0.114923
14500,0.037,0.926,0.037,0.129587
15000,0.030,0.933,0.037,0.103937
15500,0.032,0.933,0.035,0.102579
16000,0.032,0.926,0.042,0.113094
16500,0.030,0.948,0.022,0.070608
17000,0.032,0.943,0.025,0.088175
17500,0.030,0.945,0.025,0.070477
18000,0.030,0.940,0.030,0.088239
18500,0.032,0.935,0.032,0.096053
19000,0.037,0.911,0.052,0.124478
19500,0.035,0.921,0.045,0.098698
20000,0.032,0.933,0.035,0.073139
20500,0.035,0.923,0.042,0.080222
21000,0.035,0.935,0.030,0.071498
21500,0.040,0.901,0.060,0.149946
22000,0.032,0.926,0.042,0.082582
22500,0.032,0.938,0.030,0.067080
23000,0.035,0.908,0.057,0.124720
23500,0.035,0.923,0.042,0.104861
24000,0.032,0.945,0.022,0.064296
24500,0.032,0.935,0.032,0.082638
25000,0.037,0.923,0.040,0.102481
25500,0.042,0.913,0.045,0.124172
26000,0.035,0.928,0.037,0.099377
26500,0.032,0.943,0.025,0.074605
27000,0.037,0.928,0.035,0.093857
27500,0.042,0.933,0.025,0.095451
28000,0.042,0.931,0.027,0.095224
28500,0.037,0.928,0.035,0.100715
29000,0.030,0.923,0.047,0.104324
29500,0.047,0.906,0.047,0.135953
30000,0.035,0.921,0.045,0.118688
30500,0.037,0.926,0.037,0.099479
31000,0.037,0.921,0.042,0.115803
31500,0.035,0.923,0.042,0.106695
32000,0.040,0.896,0.065,0.135044
32500,0.040,0.903,0.057,0.120339
33000,0.050,0.906,0.045,0.126487
33500,0.042,0.906,0.052,0.128982
34000,0.030,0.926,0.045,0.108933
34500,0.035,0.921,0.045,0.108038
35000,0.037,0.918,0.045,0.116740
35500,0.037,0.923,0.040,0.124234
36000,0.035,0.923,0.042,0.122704
36500,0.037,0.935,0.027,0.088717
37000,0.040,0.933,0.027,0.111779
37500,0.035,0.935,0.030,0.090279
38000,0.037,0.913,0.050,0.102421
38500,0.040,0.938,0.022,0.077921
39000,0.035,0.943,0.022,0.081901
39500,0.030,0.935,0.035,0.092325
40000,0.030,0.913,0.057,0.130695
40500,0.032,0.940,0.027,0.093054
41000,0.032,0.938,0.030,0.078005
41500,0.035,0.933,0.032,0.091080
42000,0.035,0.943,0.022,0.071150
42500,0.037,0.926,0.037,0.101493
43000,0.032,0.931,0.037,0.090375
43500,0.040,0.901,0.060,0.149195
44000,0.037,0.928,0.035,0.090513
44500,0.035,0.908,0.057,0.118313
45000,0.037,0.908,0.055,0.129791
45500,0.030,0.928,0.042,0.094466
46000,0.030,0.940,0.030,0.076586
46500,0.030,0.943,0.027,0.079178
47000,0.035,0.928,0.037,0.086389
47500,0.035,0.916,0.050,0.108685
48000,0.037,0.918,0.045,0.114372
48500,0.047,0.918,0.035,0.105301
49000,0.035,0.913,0.052,0.104664
49500,0.037,0.923,0.040,0.091019
50000,0.037,0.948,0.015,0.059558
50500,0.032,0.953,0.015,0.068292
51000,0.032,0.950,0.017,0.065883
51500,0.040,0.940,0.020,0.080225
52000,0.040,0.916,0.045,0.130346
52500,0.035,0.943,0.022,0.070309
53000,0.037,0.935,0.027,0.081432
53500,0.037,0.928,0.035,0.086336
54000,0.035,0.923,0.042,0.103198
54500,0.032,0.938,0.030,0.090884
55000,0.032,0.928,0.040,0.104156
55500,0.032,0.923,0.045,0.092964
56000,0.032,0.928,0.040,0.093763
56500,0.042,0.928,0.030,0.104341
57000,0.042,0.923,0.035,0.104873
57500,0.050,0.888,0.062,0.147586
58000,0.057,0.868,0.074,0.182402
58500,0.074,0.854,0.072,0.182080
59000,0.074,0.854,0.072,0.173599
59500,0.055,0.878,0.067,0.148502
60000,0.045,0.916,0.040,0.102326
60500,0.045,0.893,0.062,0.158508
61000,0.040,0.918,0.042,0.098334
61500,0.040,0.901,0.060,0.135630
62000,0.047,0.916,0.037,0.127357
62500,0.035,0.940,0.025,0.078475
63000,0.032,0.943,0.025,0.079384
63500,0.037,0.940,0.022,0.079480
64000,0.035,0.940,0.025,0.074238
64500,0.035,0.950,0.015,0.068766
65000,0.035,0.938,0.027,0.083933
65500,0.032,0.953,0.015,0.057636
66000,0.042,0.935,0.022,0.116407
66500,0.035,0.935,0.030,0.082452
67000,0.042,0.928,0.030,0.106425
67500,0.032,0.950,0.017,0.065880
68000,0.032,0.945,0.022,0.075631
68500,0.035,0.935,0.030,0.083836
69000,0.032,0.928,0.040,0.110835
69500,0.032,0.948,0.020,0.075762
70000,0.032,0.953,0.015,0.065363
70500,0.032,0.943,0.025,0.079319
71000,0.032,0.935,0.032,0.087386
71500,0.032,0.940,0.027,0.082416
72000,0.032,0.948,0.020,0.068092
72500,0.035,0.940,0.025,0.080179
73000,0.040,0.921,0.040,0.111565
73500,0.035,0.933,0.032,0.099328
74000,0.037,0.928,0.035,0.093053
74500,0.042,0.921,0.037,0.102182
75000,0.035,0.933,0.032,0.082373
75500,0.035,0.928,0.037,0.110336
76000,0.040,0.943,0.017,0.069179
76500,0.040,0.935,0.025,0.092122
77000,0.037,0.888,0.074,0.162072
77500,0.055,0.921,0.025,0.107439
78000,0.042,0.913,0.045,0.120862
78500,0.037,0.935,0.027,0.090096
79000,0.035,0.918,0.047,0.110830
79500,0.030,0.938,0.032,0.086357
80000,0.035,0.933,0.032,0.077108
80500,0.035,0.926,0.040,0.109904
81000,0.035,0.926,0.040,0.103212
81500,0.037,0.903,0.060,0.141753
82000,0.037,0.913,0.050,0.114244
82500,0.035,0.916,0.050,0.112012
83000,0.032,0.935,0.032,0.080211
