time,n_A+p,n_B,n_AB
100,0.276,0.434,0.289
200,0.118,0.592,0.289
300,0.079,0.632,0.289
400,0.053,0.724,0.224
500,0.026,0.842,0.132
600,0.013,0.882,0.105
700,0.066,0.776,0.158
800,0.053,0.842,0.105
900,0.026,0.934,0.039
1000,0.039,0.934,0.026
1100,0.026,0.947,0.026
1200,0.013,0.961,0.026
1300,0.013,0.961,0.026
1400,0.013,0.974,0.013
1500,0.013,0.974,0.013
1600,0.013,0.987,0.000
1700,0.013,0.987,0.000
1800,0.013,0.987,0.000
1900,0.013,0.987,0.000
2000,0.000,0.987,0.013
2100,0.000,0.987,0.013
2200,0.000,1.000,0.000
