time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.926,0.045,0.121443
1000,0.032,0.918,0.050,0.129650
1500,0.030,0.868,0.102,0.195327
2000,0.035,0.873,0.092,0.181631
2500,0.035,0.866,0.099,0.193771
3000,0.035,0.873,0.092,0.181989
3500,0.045,0.814,0.141,0.273921
4000,0.037,0.861,0.102,0.209771
4500,0.035,0.861,0.104,0.177733
5000,0.040,0.866,0.094,0.183120
5500,0.047,0.824,0.129,0.222605
6000,0.042,0.797,0.161,0.255071
6500,0.045,0.799,0.156,0.261981
7000,0.040,0.787,0.174,0.293487
7500,0.030,0.826,0.144,0.210338
8000,0.032,0.841,0.127,0.215027
8500,0.035,0.854,0.112,0.175811
9000,0.037,0.849,0.114,0.186773
9500,0.037,0.789,0.174,0.277732
10000,0.042,0.792,0.166,0.264581
10500,0.037,0.821,0.141,0.230681
11000,0.042,0.797,0.161,0.262423
11500,0.040,0.824,0.136,0.232008
12000,0.035,0.849,0.117,0.185355
12500,0.035,0.856,0.109,0.177916
13000,0.035,0.821,0.144,0.219577
13500,0.052,0.804,0.144,0.240077
14000,0.050,0.836,0.114,0.210322
14500,0.032,0.819,0.149,0.232385
15000,0.040,0.844,0.117,0.192185
15500,0.045,0.831,0.124,0.210570
16000,0.045,0.824,0.132,0.216602
16500,0.042,0.826,0.132,0.219115
17000,0.040,0.809,0.151,0.242319
17500,0.040,0.799,0.161,0.241299
18000,0.035,0.819,0.146,0.201019
18500,0.045,0.836,0.119,0.217148
19000,0.035,0.824,0.141,0.219576
19500,0.040,0.772,0.189,0.288967
20000,0.055,0.734,0.211,0.339863
20500,0.082,0.720,0.199,0.350168
21000,0.067,0.707,0.226,0.339124
21500,0.072,0.710,0.218,0.346388
22000,0.082,0.680,0.238,0.367404
22500,0.079,0.705,0.216,0.342192
23000,0.089,0.675,0.236,0.349566
23500,0.094,0.648,0.258,0.383446
24000,0.094,0.667,0.238,0.371259
24500,0.092,0.640,0.268,0.398937
25000,0.092,0.682,0.226,0.368745
25500,0.104,0.658,0.238,0.380073
26000,0.099,0.670,0.231,0.365554
26500,0.087,0.648,0.266,0.387179
27000,0.079,0.663,0.258,0.368956
27500,0.077,0.690,0.233,0.364468
28000,0.072,0.712,0.216,0.338250
28500,0.079,0.675,0.246,0.338583
29000,0.084,0.680,0.236,0.327570
29500,0.074,0.667,0.258,0.352184
30000,0.067,0.695,0.238,0.344769
30500,0.079,0.720,0.201,0.329789
31000,0.074,0.692,0.233,0.344909
31500,0.067,0.754,0.179,0.283305
32000,0.062,0.754,0.184,0.303340
32500,0.050,0.787,0.164,0.270479
33000,0.047,0.772,0.181,0.298630
33500,0.055,0.730,0.216,0.337804
34000,0.077,0.715,0.208,0.342853
34500,0.067,0.744,0.189,0.302430
35000,0.062,0.700,0.238,0.339152
35500,0.055,0.744,0.201,0.295757
36000,0.072,0.772,0.156,0.295239
36500,0.069,0.697,0.233,0.363129
37000,0.050,0.772,0.179,0.265769
37500,0.050,0.811,0.139,0.226805
38000,0.042,0.794,0.164,0.265550
38500,0.042,0.824,0.134,0.235434
39000,0.052,0.824,0.124,0.230479
39500,0.042,0.794,0.164,0.275642
40000,0.042,0.806,0.151,0.248410
40500,0.045,0.836,0.119,0.204300
41000,0.052,0.792,0.156,0.283009
41500,0.045,0.816,0.139,0.224205
42000,0.045,0.816,0.139,0.236390
42500,0.047,0.821,0.132,0.231349
43000,0.057,0.762,0.181,0.320243
43500,0.050,0.737,0.213,0.300492
44000,0.045,0.737,0.218,0.298534
44500,0.069,0.712,0.218,0.355339
45000,0.074,0.730,0.196,0.325284
45500,0.067,0.690,0.243,0.354267
46000,0.077,0.655,0.268,0.363593
46500,0.092,0.692,0.216,0.356834
47000,0.074,0.720,0.206,0.327070
47500,0.067,0.749,0.184,0.317623
48000,0.055,0.715,0.231,0.333604
48500,0.060,0.695,0.246,0.362151
49000,0.055,0.702,0.243,0.360091
49500,0.074,0.670,0.256,0.382988
50000,0.065,0.695,0.241,0.338691
50500,0.072,0.660,0.268,0.386286
51000,0.060,0.752,0.189,0.289897
51500,0.074,0.648,0.278,0.387336
52000,0.055,0.717,0.228,0.325820
52500,0.065,0.702,0.233,0.348941
53000,0.052,0.727,0.221,0.316482
53500,0.062,0.722,0.216,0.308527
54000,0.062,0.727,0.211,0.287834
54500,0.055,0.764,0.181,0.290746
55000,0.055,0.725,0.221,0.317983
55500,0.069,0.747,0.184,0.309109
56000,0.077,0.707,0.216,0.350559
56500,0.084,0.717,0.199,0.344168
57000,0.060,0.712,0.228,0.338890
57500,0.060,0.687,0.253,0.346833
58000,0.084,0.645,0.270,0.395015
58500,0.072,0.633,0.295,0.395617
59000,0.079,0.645,0.275,0.384994
59500,0.062,0.650,0.288,0.371282
60000,0.062,0.717,0.221,0.317574
60500,0.072,0.685,0.243,0.366376
61000,0.077,0.682,0.241,0.347919
61500,0.074,0.648,0.278,0.364991
62000,0.072,0.672,0.256,0.368579
62500,0.052,0.725,0.223,0.308442
63000,0.062,0.727,0.211,0.314052
63500,0.060,0.767,0.174,0.263590
64000,0.055,0.747,0.199,0.264424
64500,0.079,0.720,0.201,0.331034
65000,0.067,0.692,0.241,0.343618
65500,0.060,0.667,0.273,0.353824
66000,0.077,0.665,0.258,0.364857
66500,0.067,0.677,0.256,0.355348
67000,0.062,0.692,0.246,0.332718
67500,0.057,0.695,0.248,0.333343
68000,0.052,0.717,0.231,0.319650
68500,0.040,0.757,0.203,0.291295
69000,0.055,0.779,0.166,0.259818
69500,0.055,0.769,0.176,0.289379
70000,0.042,0.789,0.169,0.246190
