time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.046,0.899,0.055,0.142740
1000,0.049,0.856,0.095,0.184576
1500,0.049,0.844,0.107,0.212386
2000,0.052,0.823,0.125,0.246919
2500,0.037,0.859,0.104,0.205153
3000,0.046,0.853,0.101,0.199520
3500,0.073,0.810,0.116,0.242083
4000,0.076,0.755,0.168,0.303381
4500,0.098,0.713,0.190,0.338884
5000,0.083,0.737,0.180,0.326312
5500,0.061,0.737,0.202,0.345679
6000,0.055,0.813,0.131,0.221690
6500,0.067,0.780,0.153,0.275212
7000,0.049,0.789,0.162,0.267252
7500,0.076,0.786,0.138,0.268386
8000,0.076,0.755,0.168,0.304954
8500,0.046,0.823,0.131,0.205528
9000,0.043,0.835,0.122,0.202221
9500,0.052,0.823,0.125,0.221630
10000,0.052,0.758,0.190,0.263576
10500,0.083,0.755,0.162,0.279152
11000,0.043,0.820,0.138,0.200584
11500,0.043,0.844,0.113,0.172768
12000,0.070,0.810,0.119,0.240442
12500,0.064,0.835,0.101,0.204478
13000,0.055,0.820,0.125,0.235427
13500,0.064,0.810,0.125,0.238039
14000,0.064,0.743,0.193,0.306132
14500,0.067,0.743,0.190,0.300391
15000,0.104,0.752,0.144,0.299417
15500,0.083,0.761,0.156,0.274717
16000,0.095,0.761,0.144,0.280044
16500,0.089,0.722,0.190,0.332337
17000,0.144,0.679,0.177,0.371216
17500,0.113,0.682,0.205,0.369425
18000,0.089,0.758,0.153,0.300411
18500,0.092,0.761,0.147,0.282348
19000,0.067,0.817,0.116,0.195060
19500,0.055,0.801,0.144,0.224826
20000,0.073,0.826,0.101,0.207297
20500,0.070,0.798,0.131,0.254725
21000,0.067,0.771,0.162,0.275017
21500,0.104,0.722,0.174,0.329086
22000,0.049,0.783,0.168,0.261948
22500,0.073,0.801,0.125,0.229090
23000,0.083,0.758,0.159,0.267738
23500,0.110,0.731,0.159,0.289177
24000,0.113,0.700,0.187,0.319289
24500,0.128,0.651,0.220,0.357058
25000,0.159,0.667,0.174,0.351668
25500,0.107,0.682,0.211,0.341133
26000,0.131,0.630,0.239,0.401220
26500,0.162,0.609,0.229,0.390464
27000,0.107,0.688,0.205,0.320056
27500,0.113,0.703,0.183,0.333392
28000,0.131,0.691,0.177,0.333034
28500,0.080,0.771,0.150,0.271896
29000,0.101,0.697,0.202,0.324201
29500,0.080,0.716,0.205,0.304473
30000,0.101,0.725,0.174,0.327808
30500,0.104,0.685,0.211,0.380177
31000,0.064,0.719,0.217,0.333299
31500,0.055,0.813,0.131,0.248129
32000,0.034,0.841,0.125,0.208975
32500,0.052,0.841,0.107,0.198100
33000,0.052,0.826,0.122,0.219708
33500,0.076,0.829,0.095,0.216332
34000,0.049,0.771,0.180,0.294044
