time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.928,0.042,0.144191
1000,0.032,0.866,0.102,0.205084
1500,0.040,0.809,0.151,0.255979
2000,0.037,0.792,0.171,0.250749
2500,0.037,0.782,0.181,0.271800
3000,0.037,0.730,0.233,0.317424
3500,0.040,0.658,0.303,0.369379
4000,0.037,0.650,0.313,0.367645
4500,0.045,0.625,0.330,0.396809
5000,0.065,0.608,0.328,0.399244
5500,0.089,0.514,0.397,0.439680
6000,0.129,0.447,0.424,0.462820
6500,0.127,0.422,0.452,0.445741
7000,0.122,0.395,0.484,0.443949
7500,0.141,0.345,0.514,0.443213
8000,0.161,0.320,0.519,0.452051
8500,0.206,0.275,0.519,0.460446
9000,0.154,0.342,0.504,0.448946
9500,0.226,0.273,0.501,0.475814
10000,0.218,0.241,0.541,0.426555
10500,0.258,0.211,0.531,0.457930
11000,0.246,0.213,0.541,0.445153
11500,0.273,0.216,0.511,0.453508
12000,0.315,0.258,0.427,0.483474
12500,0.310,0.196,0.494,0.459859
13000,0.308,0.186,0.506,0.456006
13500,0.337,0.156,0.506,0.444641
14000,0.328,0.149,0.524,0.457702
14500,0.280,0.186,0.533,0.458805
15000,0.328,0.176,0.496,0.471058
15500,0.337,0.154,0.509,0.459404
16000,0.261,0.213,0.526,0.468303
16500,0.303,0.203,0.494,0.467321
17000,0.270,0.201,0.529,0.450945
17500,0.290,0.238,0.471,0.484711
18000,0.273,0.216,0.511,0.459387
18500,0.228,0.233,0.538,0.430364
19000,0.293,0.189,0.519,0.460813
19500,0.270,0.211,0.519,0.453429
20000,0.308,0.179,0.514,0.459647
20500,0.288,0.169,0.543,0.460648
21000,0.328,0.102,0.571,0.425355
21500,0.340,0.122,0.538,0.425753
22000,0.333,0.166,0.501,0.464391
22500,0.365,0.174,0.462,0.474236
23000,0.342,0.184,0.474,0.474197
23500,0.345,0.166,0.489,0.463240
24000,0.377,0.141,0.481,0.445586
24500,0.308,0.171,0.521,0.445462
25000,0.333,0.099,0.568,0.413641
25500,0.323,0.132,0.546,0.435191
26000,0.337,0.139,0.524,0.431252
26500,0.357,0.127,0.516,0.437284
27000,0.407,0.127,0.467,0.442809
27500,0.412,0.146,0.442,0.461093
28000,0.392,0.144,0.464,0.449038
28500,0.402,0.124,0.474,0.445966
29000,0.390,0.112,0.499,0.449316
29500,0.407,0.119,0.474,0.454367
30000,0.407,0.151,0.442,0.474211
30500,0.417,0.109,0.474,0.432056
31000,0.454,0.114,0.432,0.437075
31500,0.524,0.084,0.392,0.428317
32000,0.476,0.092,0.432,0.430984
32500,0.467,0.104,0.429,0.438623
33000,0.486,0.082,0.432,0.427483
33500,0.484,0.072,0.444,0.416222
34000,0.476,0.082,0.442,0.434111
34500,0.491,0.082,0.427,0.421966
35000,0.491,0.082,0.427,0.419137
35500,0.429,0.097,0.474,0.426945
36000,0.375,0.104,0.521,0.439771
36500,0.422,0.107,0.471,0.441890
37000,0.434,0.087,0.479,0.418815
37500,0.404,0.072,0.524,0.400179
38000,0.454,0.109,0.437,0.442709
38500,0.454,0.109,0.437,0.453859
39000,0.409,0.144,0.447,0.469845
39500,0.370,0.154,0.476,0.443802
40000,0.313,0.181,0.506,0.455753
40500,0.298,0.174,0.529,0.461366
41000,0.300,0.194,0.506,0.461731
41500,0.256,0.206,0.538,0.448260
42000,0.288,0.211,0.501,0.472669
42500,0.325,0.174,0.501,0.477064
43000,0.347,0.159,0.494,0.452251
43500,0.377,0.141,0.481,0.455458
44000,0.347,0.136,0.516,0.435515
44500,0.380,0.134,0.486,0.450305
