time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.943,0.027,0.108512
1000,0.035,0.923,0.042,0.118496
1500,0.035,0.933,0.032,0.093869
2000,0.032,0.896,0.072,0.149474
2500,0.042,0.866,0.092,0.196018
3000,0.037,0.898,0.065,0.164129
3500,0.032,0.933,0.035,0.109413
4000,0.030,0.953,0.017,0.076037
4500,0.032,0.896,0.072,0.161016
5000,0.030,0.938,0.032,0.086915
5500,0.030,0.943,0.027,0.080147
6000,0.035,0.908,0.057,0.128504
6500,0.032,0.916,0.052,0.126354
7000,0.040,0.883,0.077,0.189951
7500,0.032,0.903,0.065,0.138750
8000,0.040,0.906,0.055,0.126318
8500,0.030,0.933,0.037,0.087594
9000,0.030,0.945,0.025,0.086778
9500,0.040,0.931,0.030,0.113093
10000,0.030,0.938,0.032,0.089595
10500,0.030,0.938,0.032,0.096843
11000,0.037,0.906,0.057,0.152502
11500,0.035,0.928,0.037,0.111343
12000,0.032,0.928,0.040,0.101659
12500,0.032,0.955,0.012,0.079477
13000,0.032,0.948,0.020,0.079455
13500,0.032,0.960,0.007,0.062408
14000,0.032,0.940,0.027,0.101674
14500,0.035,0.950,0.015,0.070318
15000,0.032,0.926,0.042,0.126989
15500,0.035,0.935,0.030,0.102024
16000,0.035,0.931,0.035,0.111776
16500,0.035,0.931,0.035,0.103014
17000,0.032,0.943,0.025,0.079100
17500,0.035,0.888,0.077,0.170484
18000,0.035,0.940,0.025,0.092818
18500,0.037,0.931,0.032,0.104380
19000,0.035,0.938,0.027,0.080051
19500,0.037,0.901,0.062,0.162919
20000,0.035,0.913,0.052,0.118814
20500,0.047,0.903,0.050,0.132671
21000,0.045,0.901,0.055,0.166668
21500,0.037,0.886,0.077,0.167084
22000,0.040,0.896,0.065,0.145158
22500,0.040,0.928,0.032,0.097773
23000,0.047,0.893,0.060,0.167238
23500,0.042,0.898,0.060,0.140553
24000,0.035,0.896,0.069,0.163352
24500,0.035,0.911,0.055,0.121894
25000,0.040,0.918,0.042,0.114058
25500,0.035,0.933,0.032,0.096571
26000,0.037,0.908,0.055,0.143599
26500,0.032,0.908,0.060,0.123894
27000,0.032,0.931,0.037,0.104682
27500,0.032,0.921,0.047,0.105581
28000,0.032,0.933,0.035,0.084670
28500,0.035,0.916,0.050,0.138737
29000,0.035,0.940,0.025,0.078126
29500,0.037,0.921,0.042,0.108854
30000,0.045,0.906,0.050,0.154119
30500,0.035,0.935,0.030,0.078081
31000,0.032,0.918,0.050,0.104990
31500,0.035,0.908,0.057,0.142178
32000,0.037,0.916,0.047,0.122475
32500,0.032,0.926,0.042,0.113243
33000,0.042,0.916,0.042,0.130304
33500,0.040,0.911,0.050,0.155538
34000,0.032,0.911,0.057,0.128175
34500,0.042,0.911,0.047,0.124886
35000,0.035,0.926,0.040,0.100152
35500,0.037,0.938,0.025,0.086134
36000,0.032,0.933,0.035,0.098700
36500,0.035,0.935,0.030,0.094390
