time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.040,0.896,0.065,0.196386
1000,0.050,0.814,0.136,0.282976
1500,0.042,0.705,0.253,0.371648
2000,0.052,0.618,0.330,0.397789
2500,0.067,0.551,0.382,0.422056
3000,0.079,0.471,0.449,0.432878
3500,0.097,0.402,0.501,0.431953
4000,0.127,0.303,0.571,0.407450
4500,0.139,0.300,0.561,0.413472
5000,0.119,0.320,0.561,0.419636
5500,0.127,0.305,0.568,0.423962
6000,0.164,0.270,0.566,0.428507
6500,0.146,0.199,0.655,0.352226
7000,0.174,0.179,0.648,0.360179
7500,0.201,0.194,0.605,0.409311
8000,0.186,0.174,0.640,0.365574
8500,0.199,0.179,0.623,0.401738
9000,0.201,0.179,0.620,0.394537
9500,0.233,0.136,0.630,0.393139
10000,0.213,0.159,0.628,0.411140
10500,0.216,0.132,0.653,0.363334
11000,0.211,0.179,0.610,0.406716
11500,0.221,0.151,0.628,0.394638
12000,0.233,0.132,0.635,0.376325
12500,0.266,0.154,0.581,0.408105
13000,0.275,0.127,0.598,0.405436
13500,0.208,0.156,0.635,0.377548
14000,0.194,0.156,0.650,0.388911
14500,0.238,0.139,0.623,0.400657
15000,0.268,0.114,0.618,0.398929
15500,0.337,0.117,0.546,0.432892
16000,0.350,0.097,0.553,0.413939
16500,0.357,0.117,0.526,0.436519
17000,0.355,0.097,0.548,0.431049
17500,0.298,0.092,0.610,0.397382
18000,0.273,0.087,0.640,0.375563
18500,0.278,0.092,0.630,0.382223
19000,0.256,0.117,0.628,0.382581
19500,0.285,0.079,0.635,0.367887
20000,0.283,0.107,0.610,0.394410
20500,0.308,0.097,0.596,0.397628
21000,0.268,0.119,0.613,0.406210
21500,0.308,0.109,0.583,0.409913
22000,0.295,0.099,0.605,0.383630
22500,0.293,0.124,0.583,0.416493
23000,0.283,0.136,0.581,0.417005
23500,0.223,0.171,0.605,0.418673
24000,0.243,0.132,0.625,0.392813
24500,0.238,0.154,0.608,0.414111
25000,0.241,0.156,0.603,0.423569
25500,0.218,0.146,0.635,0.394629
26000,0.164,0.169,0.667,0.374606
26500,0.184,0.194,0.623,0.412025
27000,0.154,0.221,0.625,0.396671
27500,0.181,0.186,0.633,0.408482
28000,0.181,0.184,0.635,0.414593
28500,0.179,0.184,0.638,0.407303
29000,0.194,0.171,0.635,0.380891
29500,0.186,0.186,0.628,0.395964
30000,0.184,0.203,0.613,0.410502
30500,0.216,0.156,0.628,0.409007
31000,0.201,0.132,0.667,0.387804
31500,0.203,0.146,0.650,0.387425
32000,0.248,0.151,0.600,0.421442
32500,0.248,0.184,0.568,0.433539
33000,0.211,0.201,0.588,0.419643
33500,0.208,0.169,0.623,0.415149
34000,0.243,0.119,0.638,0.372771
34500,0.278,0.122,0.600,0.409619
35000,0.223,0.144,0.633,0.385225
35500,0.253,0.119,0.628,0.379544
36000,0.228,0.139,0.633,0.377729
36500,0.315,0.132,0.553,0.433576
37000,0.278,0.144,0.578,0.413315
37500,0.263,0.156,0.581,0.404718
38000,0.280,0.114,0.605,0.392228
38500,0.258,0.159,0.583,0.411962
39000,0.266,0.141,0.593,0.401877
39500,0.285,0.124,0.591,0.402592
40000,0.280,0.114,0.605,0.391423
40500,0.280,0.129,0.591,0.414794
41000,0.246,0.107,0.648,0.382680
41500,0.231,0.144,0.625,0.408208
42000,0.283,0.114,0.603,0.407630
42500,0.233,0.141,0.625,0.398989
43000,0.258,0.079,0.663,0.355558
43500,0.261,0.124,0.615,0.398078
44000,0.241,0.171,0.588,0.418680
44500,0.243,0.169,0.588,0.411556
45000,0.248,0.179,0.573,0.440249
45500,0.243,0.161,0.596,0.414379
46000,0.199,0.164,0.638,0.374085
46500,0.208,0.179,0.613,0.389525
47000,0.199,0.179,0.623,0.376642
47500,0.181,0.156,0.663,0.343591
48000,0.226,0.179,0.596,0.408023
48500,0.221,0.199,0.581,0.431408
49000,0.213,0.179,0.608,0.393268
49500,0.191,0.161,0.648,0.381371
50000,0.223,0.159,0.618,0.405530
50500,0.238,0.171,0.591,0.428195
51000,0.211,0.159,0.630,0.393918
51500,0.270,0.092,0.638,0.376720
52000,0.253,0.094,0.653,0.375792
52500,0.256,0.119,0.625,0.401997
53000,0.231,0.117,0.653,0.388567
53500,0.231,0.114,0.655,0.382624
54000,0.231,0.117,0.653,0.365468
54500,0.238,0.144,0.618,0.397068
55000,0.218,0.174,0.608,0.402593
55500,0.238,0.144,0.618,0.380938
56000,0.253,0.149,0.598,0.415884
56500,0.211,0.189,0.600,0.402113
57000,0.243,0.179,0.578,0.428759
57500,0.218,0.174,0.608,0.417100
58000,0.258,0.132,0.610,0.388587
58500,0.303,0.132,0.566,0.417697
59000,0.261,0.127,0.613,0.381826
59500,0.248,0.134,0.618,0.397285
60000,0.238,0.154,0.608,0.406102
60500,0.221,0.176,0.603,0.413670
61000,0.261,0.132,0.608,0.405043
61500,0.243,0.102,0.655,0.366412
62000,0.241,0.102,0.658,0.381379
62500,0.246,0.119,0.635,0.402101
63000,0.268,0.107,0.625,0.398983
63500,0.288,0.136,0.576,0.432998
64000,0.280,0.109,0.610,0.393129
64500,0.268,0.122,0.610,0.412363
65000,0.278,0.124,0.598,0.429813
65500,0.251,0.117,0.633,0.403893
66000,0.251,0.107,0.643,0.401903
66500,0.278,0.107,0.615,0.408706
67000,0.290,0.097,0.613,0.410242
67500,0.280,0.099,0.620,0.411391
68000,0.231,0.114,0.655,0.378504
68500,0.233,0.119,0.648,0.377642
69000,0.290,0.141,0.568,0.440360
69500,0.216,0.136,0.648,0.370709
70000,0.266,0.102,0.633,0.375196
70500,0.261,0.124,0.615,0.408341
71000,0.243,0.112,0.645,0.391691
71500,0.258,0.136,0.605,0.402953
72000,0.228,0.154,0.618,0.402151
72500,0.266,0.117,0.618,0.419622
73000,0.295,0.102,0.603,0.408775
73500,0.268,0.119,0.613,0.410417
74000,0.233,0.107,0.660,0.372129
74500,0.243,0.109,0.648,0.392329
75000,0.243,0.112,0.645,0.381187
75500,0.256,0.161,0.583,0.446245
76000,0.213,0.127,0.660,0.362185
76500,0.194,0.136,0.670,0.370685
77000,0.164,0.181,0.655,0.383708
77500,0.218,0.156,0.625,0.410982
78000,0.233,0.176,0.591,0.431462
78500,0.238,0.149,0.613,0.405495
79000,0.266,0.166,0.568,0.429495
79500,0.248,0.154,0.598,0.411741
80000,0.241,0.119,0.640,0.379983
80500,0.261,0.119,0.620,0.411498
81000,0.251,0.132,0.618,0.384968
81500,0.236,0.117,0.648,0.358439
82000,0.233,0.144,0.623,0.409184
82500,0.258,0.114,0.628,0.381546
83000,0.300,0.089,0.610,0.387438
83500,0.280,0.087,0.633,0.380771
84000,0.303,0.062,0.635,0.366114
84500,0.330,0.060,0.610,0.396085
85000,0.328,0.097,0.576,0.425430
85500,0.243,0.124,0.633,0.394792
86000,0.295,0.102,0.603,0.397205
86500,0.288,0.112,0.600,0.404079
87000,0.268,0.151,0.581,0.423573
87500,0.226,0.186,0.588,0.434194
88000,0.241,0.151,0.608,0.435122
88500,0.208,0.146,0.645,0.391762
89000,0.231,0.129,0.640,0.376871
89500,0.256,0.139,0.605,0.425864
90000,0.243,0.129,0.628,0.396933
90500,0.263,0.114,0.623,0.402108
91000,0.258,0.124,0.618,0.414555
91500,0.273,0.139,0.588,0.429348
92000,0.206,0.117,0.677,0.338031
92500,0.206,0.134,0.660,0.379492
93000,0.196,0.146,0.658,0.387244
93500,0.194,0.196,0.610,0.422210
94000,0.213,0.159,0.628,0.413492
94500,0.231,0.174,0.596,0.438420
95000,0.149,0.176,0.675,0.367925
95500,0.184,0.196,0.620,0.413627
96000,0.154,0.241,0.605,0.423742
96500,0.136,0.253,0.610,0.422667
97000,0.174,0.218,0.608,0.421356
97500,0.206,0.184,0.610,0.414592
98000,0.233,0.174,0.593,0.416415
98500,0.231,0.134,0.635,0.396256
99000,0.248,0.092,0.660,0.343736
99500,0.261,0.154,0.586,0.426595
100000,0.273,0.119,0.608,0.392074
