time,n_A+p,n_B,n_AB
0,0.010,0.990,0.000
500,0.010,0.955,0.036
1000,0.010,0.956,0.034
1500,0.010,0.961,0.029
2000,0.010,0.954,0.036
2500,0.010,0.959,0.031
3000,0.010,0.916,0.075
3500,0.011,0.934,0.055
4000,0.011,0.946,0.042
4500,0.011,0.934,0.055
5000,0.011,0.886,0.103
5500,0.010,0.889,0.101
6000,0.010,0.925,0.065
6500,0.010,0.939,0.051
7000,0.010,0.929,0.061
7500,0.012,0.925,0.063
8000,0.011,0.903,0.086
8500,0.012,0.895,0.094
9000,0.010,0.914,0.076
9500,0.012,0.881,0.107
10000,0.011,0.867,0.122
10500,0.012,0.896,0.091
11000,0.010,0.875,0.115
11500,0.010,0.877,0.113
12000,0.010,0.820,0.171
12500,0.011,0.845,0.144
13000,0.012,0.909,0.079
13500,0.012,0.907,0.081
14000,0.012,0.883,0.105
14500,0.012,0.889,0.099
15000,0.010,0.912,0.078
15500,0.010,0.871,0.118
16000,0.010,0.867,0.122
16500,0.010,0.875,0.114
17000,0.010,0.859,0.131
17500,0.011,0.876,0.113
18000,0.012,0.916,0.072
18500,0.011,0.914,0.075
19000,0.010,0.948,0.042
19500,0.010,0.927,0.063
20000,0.010,0.923,0.068
20500,0.010,0.920,0.070
21000,0.010,0.927,0.063
21500,0.010,0.931,0.059
22000,0.010,0.951,0.040
22500,0.010,0.961,0.029
23000,0.010,0.918,0.072
23500,0.010,0.929,0.061
24000,0.010,0.921,0.069
24500,0.010,0.945,0.045
25000,0.010,0.937,0.053
25500,0.010,0.941,0.049
26000,0.011,0.934,0.055
26500,0.010,0.906,0.084
27000,0.010,0.943,0.047
27500,0.010,0.947,0.043
28000,0.011,0.945,0.044
28500,0.010,0.945,0.045
29000,0.012,0.930,0.058
29500,0.010,0.953,0.037
30000,0.011,0.931,0.058
30500,0.011,0.884,0.105
31000,0.011,0.897,0.092
31500,0.010,0.938,0.051
32000,0.010,0.952,0.038
32500,0.010,0.946,0.044
33000,0.011,0.911,0.078
33500,0.010,0.919,0.071
34000,0.010,0.955,0.036
34500,0.010,0.969,0.021
35000,0.010,0.950,0.040
35500,0.010,0.957,0.033
36000,0.010,0.942,0.048
36500,0.010,0.939,0.051
37000,0.010,0.923,0.068
37500,0.010,0.934,0.056
38000,0.010,0.948,0.042
38500,0.010,0.899,0.091
39000,0.012,0.899,0.088
39500,0.013,0.903,0.084
40000,0.010,0.914,0.076
40500,0.010,0.891,0.100
41000,0.010,0.880,0.110
41500,0.010,0.892,0.098
42000,0.010,0.890,0.100
42500,0.010,0.912,0.079
43000,0.010,0.922,0.068
43500,0.010,0.937,0.054
44000,0.010,0.931,0.059
44500,0.010,0.948,0.042
45000,0.010,0.958,0.033
45500,0.011,0.941,0.048
46000,0.013,0.854,0.133
46500,0.010,0.878,0.112
47000,0.010,0.895,0.095
47500,0.010,0.893,0.096
48000,0.010,0.871,0.118
48500,0.012,0.847,0.141
49000,0.016,0.821,0.163
49500,0.012,0.877,0.111
50000,0.010,0.884,0.107
50500,0.010,0.889,0.100
51000,0.010,0.907,0.082
