time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.032,0.888,0.079,0.185894
1000,0.032,0.856,0.112,0.210806
1500,0.037,0.752,0.211,0.326977
2000,0.042,0.680,0.278,0.368636
2500,0.087,0.598,0.315,0.429175
3000,0.087,0.538,0.375,0.433850
3500,0.104,0.471,0.424,0.459170
4000,0.136,0.412,0.452,0.455411
4500,0.134,0.335,0.531,0.430550
5000,0.248,0.270,0.481,0.473990
5500,0.238,0.266,0.496,0.469122
6000,0.278,0.208,0.514,0.449803
6500,0.337,0.149,0.514,0.439312
7000,0.318,0.159,0.524,0.451968
7500,0.337,0.191,0.471,0.459836
8000,0.308,0.161,0.531,0.429044
8500,0.335,0.149,0.516,0.451819
9000,0.275,0.164,0.561,0.438916
9500,0.300,0.211,0.489,0.475447
10000,0.288,0.161,0.551,0.415763
10500,0.310,0.166,0.524,0.439292
11000,0.330,0.161,0.509,0.443606
11500,0.367,0.141,0.491,0.442697
12000,0.402,0.136,0.462,0.440614
12500,0.395,0.127,0.479,0.437959
13000,0.404,0.097,0.499,0.424592
13500,0.392,0.094,0.514,0.416459
14000,0.395,0.107,0.499,0.425844
14500,0.392,0.141,0.467,0.459059
15000,0.380,0.124,0.496,0.441547
15500,0.360,0.134,0.506,0.446739
16000,0.404,0.136,0.459,0.452836
16500,0.380,0.159,0.462,0.459260
17000,0.360,0.144,0.496,0.450317
17500,0.323,0.127,0.551,0.423322
18000,0.320,0.122,0.558,0.412551
18500,0.377,0.114,0.509,0.423603
19000,0.375,0.102,0.524,0.420424
19500,0.382,0.129,0.489,0.445024
20000,0.392,0.119,0.489,0.428249
20500,0.337,0.164,0.499,0.444089
21000,0.392,0.159,0.449,0.452564
21500,0.402,0.122,0.476,0.446131
22000,0.377,0.097,0.526,0.403169
22500,0.360,0.119,0.521,0.430836
23000,0.310,0.127,0.563,0.420136
23500,0.340,0.117,0.543,0.418503
24000,0.330,0.151,0.519,0.446843
24500,0.392,0.159,0.449,0.467311
25000,0.422,0.127,0.452,0.442196
25500,0.390,0.117,0.494,0.436053
26000,0.340,0.112,0.548,0.432506
26500,0.340,0.154,0.506,0.439604
27000,0.347,0.189,0.464,0.479341
27500,0.397,0.122,0.481,0.439181
28000,0.404,0.102,0.494,0.421722
28500,0.407,0.119,0.474,0.446837
29000,0.375,0.134,0.491,0.465672
29500,0.387,0.112,0.501,0.423816
