time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.037,0.928,0.035,0.118810
1000,0.035,0.908,0.057,0.159772
1500,0.030,0.923,0.047,0.131523
2000,0.032,0.926,0.042,0.110332
2500,0.032,0.933,0.035,0.106637
3000,0.030,0.955,0.015,0.081106
3500,0.030,0.945,0.025,0.086121
4000,0.030,0.921,0.050,0.127357
4500,0.035,0.906,0.060,0.157508
5000,0.032,0.938,0.030,0.088787
5500,0.030,0.931,0.040,0.106879
6000,0.030,0.893,0.077,0.156896
6500,0.032,0.878,0.089,0.174509
7000,0.040,0.878,0.082,0.164800
7500,0.040,0.893,0.067,0.149584
8000,0.042,0.888,0.069,0.136210
8500,0.045,0.893,0.062,0.140814
9000,0.047,0.896,0.057,0.156473
9500,0.035,0.903,0.062,0.169681
10000,0.037,0.901,0.062,0.160407
10500,0.030,0.913,0.057,0.110246
11000,0.030,0.906,0.065,0.128269
11500,0.030,0.908,0.062,0.127421
12000,0.035,0.886,0.079,0.163193
12500,0.035,0.906,0.060,0.125123
13000,0.032,0.903,0.065,0.132621
13500,0.030,0.928,0.042,0.098988
14000,0.030,0.923,0.047,0.120017
14500,0.032,0.918,0.050,0.125391
15000,0.035,0.928,0.037,0.099764
15500,0.030,0.926,0.045,0.105290
16000,0.030,0.903,0.067,0.145504
16500,0.032,0.886,0.082,0.165968
17000,0.040,0.871,0.089,0.169119
17500,0.035,0.926,0.040,0.093372
18000,0.040,0.911,0.050,0.127336
18500,0.040,0.856,0.104,0.204707
19000,0.035,0.881,0.084,0.155415
19500,0.040,0.901,0.060,0.156388
20000,0.042,0.859,0.099,0.208837
20500,0.037,0.886,0.077,0.153662
21000,0.040,0.864,0.097,0.175732
21500,0.037,0.891,0.072,0.153959
22000,0.037,0.878,0.084,0.175216
22500,0.040,0.881,0.079,0.165141
23000,0.035,0.893,0.072,0.154625
23500,0.037,0.873,0.089,0.169130
24000,0.037,0.881,0.082,0.145480
24500,0.040,0.864,0.097,0.177115
25000,0.040,0.898,0.062,0.134577
25500,0.040,0.896,0.065,0.143345
26000,0.040,0.908,0.052,0.123014
26500,0.035,0.891,0.074,0.173629
27000,0.037,0.893,0.069,0.149381
27500,0.032,0.918,0.050,0.110578
28000,0.032,0.906,0.062,0.138077
28500,0.032,0.916,0.052,0.117552
29000,0.030,0.918,0.052,0.133683
29500,0.030,0.886,0.084,0.164382
30000,0.035,0.886,0.079,0.159532
30500,0.037,0.893,0.069,0.160824
31000,0.030,0.903,0.067,0.161238
31500,0.032,0.903,0.065,0.146515
32000,0.030,0.891,0.079,0.156197
32500,0.030,0.911,0.060,0.120671
33000,0.032,0.903,0.065,0.128945
33500,0.032,0.888,0.079,0.163953
34000,0.042,0.906,0.052,0.115327
34500,0.047,0.866,0.087,0.182236
35000,0.042,0.851,0.107,0.188207
35500,0.042,0.851,0.107,0.201161
36000,0.045,0.876,0.079,0.157008
36500,0.047,0.859,0.094,0.182748
37000,0.047,0.866,0.087,0.183262
37500,0.042,0.906,0.052,0.128055
38000,0.032,0.891,0.077,0.144718
38500,0.035,0.918,0.047,0.114838
39000,0.037,0.913,0.050,0.126855
39500,0.040,0.896,0.065,0.150892
40000,0.035,0.921,0.045,0.114017
40500,0.042,0.881,0.077,0.165866
41000,0.037,0.903,0.060,0.145831
41500,0.035,0.893,0.072,0.155493
42000,0.037,0.883,0.079,0.170703
42500,0.037,0.908,0.055,0.131991
43000,0.032,0.911,0.057,0.128092
43500,0.035,0.906,0.060,0.122680
44000,0.032,0.923,0.045,0.104867
44500,0.032,0.893,0.074,0.149635
45000,0.037,0.891,0.072,0.175500
45500,0.042,0.893,0.065,0.153084
46000,0.042,0.871,0.087,0.180273
46500,0.047,0.866,0.087,0.199877
47000,0.047,0.859,0.094,0.210418
47500,0.045,0.851,0.104,0.197567
48000,0.037,0.908,0.055,0.108023
48500,0.032,0.893,0.074,0.154322
49000,0.032,0.903,0.065,0.143480
49500,0.035,0.878,0.087,0.172499
50000,0.047,0.871,0.082,0.206821
