time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.032,0.928,0.040,0.130889
1000,0.032,0.876,0.092,0.188143
1500,0.030,0.891,0.079,0.159243
2000,0.030,0.868,0.102,0.189651
2500,0.032,0.831,0.136,0.242905
3000,0.040,0.826,0.134,0.234494
3500,0.035,0.836,0.129,0.221093
4000,0.035,0.819,0.146,0.238599
4500,0.035,0.829,0.136,0.207446
5000,0.037,0.809,0.154,0.232908
5500,0.035,0.794,0.171,0.247319
6000,0.052,0.725,0.223,0.331289
6500,0.057,0.658,0.285,0.377074
7000,0.065,0.682,0.253,0.365527
7500,0.057,0.727,0.216,0.336211
8000,0.067,0.742,0.191,0.298573
8500,0.057,0.737,0.206,0.309653
9000,0.065,0.764,0.171,0.281746
9500,0.047,0.732,0.221,0.319721
10000,0.047,0.730,0.223,0.320709
10500,0.062,0.705,0.233,0.339574
11000,0.072,0.710,0.218,0.333128
11500,0.055,0.732,0.213,0.320856
12000,0.037,0.752,0.211,0.290752
12500,0.047,0.759,0.194,0.292911
13000,0.042,0.784,0.174,0.267625
13500,0.047,0.809,0.144,0.222268
14000,0.047,0.779,0.174,0.258396
14500,0.055,0.749,0.196,0.317464
15000,0.050,0.742,0.208,0.321944
15500,0.037,0.782,0.181,0.265075
16000,0.045,0.759,0.196,0.291132
16500,0.045,0.757,0.199,0.293874
17000,0.045,0.777,0.179,0.278739
17500,0.040,0.722,0.238,0.336092
18000,0.050,0.690,0.261,0.359549
18500,0.062,0.682,0.256,0.358804
19000,0.050,0.712,0.238,0.335586
19500,0.062,0.710,0.228,0.349209
20000,0.077,0.675,0.248,0.367375
20500,0.072,0.635,0.293,0.401185
21000,0.062,0.638,0.300,0.375892
21500,0.087,0.658,0.256,0.383717
22000,0.089,0.633,0.278,0.406544
22500,0.079,0.645,0.275,0.390762
23000,0.089,0.630,0.280,0.410287
23500,0.104,0.583,0.313,0.421544
24000,0.079,0.672,0.248,0.345213
24500,0.065,0.667,0.268,0.360334
25000,0.065,0.670,0.266,0.372973
25500,0.067,0.635,0.298,0.382667
26000,0.047,0.658,0.295,0.351216
26500,0.084,0.620,0.295,0.396264
27000,0.072,0.605,0.323,0.382883
27500,0.067,0.618,0.315,0.380335
28000,0.087,0.598,0.315,0.413874
28500,0.097,0.630,0.273,0.383876
29000,0.114,0.598,0.288,0.413808
29500,0.129,0.531,0.340,0.448039
30000,0.166,0.464,0.370,0.472895
30500,0.151,0.444,0.404,0.463342
31000,0.181,0.402,0.417,0.473635
31500,0.221,0.367,0.412,0.497331
32000,0.231,0.295,0.474,0.485316
32500,0.263,0.285,0.452,0.496518
33000,0.303,0.288,0.409,0.494919
33500,0.263,0.285,0.452,0.494837
34000,0.280,0.298,0.422,0.491716
34500,0.261,0.266,0.474,0.477649
35000,0.285,0.261,0.454,0.481057
35500,0.263,0.295,0.442,0.489752
36000,0.280,0.268,0.452,0.489890
36500,0.236,0.315,0.449,0.478518
37000,0.226,0.335,0.439,0.478723
37500,0.208,0.427,0.365,0.478693
38000,0.186,0.424,0.390,0.460405
38500,0.169,0.464,0.367,0.457571
39000,0.181,0.424,0.395,0.471155
39500,0.189,0.432,0.380,0.469479
40000,0.156,0.469,0.375,0.463935
40500,0.171,0.442,0.387,0.472620
41000,0.196,0.429,0.375,0.481491
41500,0.156,0.409,0.434,0.472595
42000,0.166,0.429,0.404,0.468764
42500,0.146,0.494,0.360,0.448395
43000,0.154,0.489,0.357,0.462547
43500,0.164,0.459,0.377,0.463383
44000,0.144,0.407,0.449,0.449964
44500,0.186,0.357,0.457,0.476877
45000,0.184,0.357,0.459,0.471444
45500,0.184,0.419,0.397,0.476903
46000,0.196,0.385,0.419,0.476817
46500,0.246,0.350,0.404,0.492330
47000,0.223,0.337,0.439,0.478156
47500,0.243,0.347,0.409,0.494669
48000,0.248,0.288,0.464,0.474713
48500,0.273,0.318,0.409,0.495159
49000,0.308,0.266,0.427,0.495519
49500,0.298,0.233,0.469,0.467984
50000,0.365,0.184,0.452,0.457300
50500,0.437,0.174,0.390,0.444505
51000,0.427,0.203,0.370,0.467697
51500,0.422,0.171,0.407,0.468125
52000,0.437,0.171,0.392,0.466762
52500,0.489,0.136,0.375,0.424171
53000,0.514,0.097,0.390,0.414820
53500,0.556,0.132,0.313,0.426518
54000,0.556,0.077,0.367,0.392976
54500,0.620,0.050,0.330,0.359352
55000,0.667,0.045,0.288,0.337421
55500,0.687,0.040,0.273,0.302305
56000,0.739,0.032,0.228,0.262721
56500,0.779,0.032,0.189,0.232267
57000,0.767,0.027,0.206,0.248706
57500,0.801,0.022,0.176,0.209534
58000,0.811,0.027,0.161,0.195830
58500,0.831,0.017,0.151,0.179096
59000,0.864,0.010,0.127,0.131595
59500,0.898,0.015,0.087,0.097124
60000,0.901,0.010,0.089,0.102825
60500,0.921,0.005,0.074,0.084448
61000,0.923,0.002,0.074,0.074954
61500,0.948,0.002,0.050,0.050211
62000,0.945,0.000,0.055,0.047373
62500,0.958,0.000,0.042,0.032495
63000,0.960,0.000,0.040,0.030367
63500,0.975,0.000,0.025,0.010802
64000,0.980,0.000,0.020,0.010335
64500,0.985,0.000,0.015,0.002790
65000,0.988,0.000,0.012,0.002625
