time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.963,0.007,0.049671
1000,0.030,0.945,0.025,0.073484
1500,0.032,0.938,0.030,0.092569
2000,0.032,0.948,0.020,0.069890
2500,0.032,0.948,0.020,0.090069
3000,0.032,0.938,0.030,0.089595
3500,0.032,0.931,0.037,0.094140
4000,0.037,0.940,0.022,0.092224
4500,0.032,0.933,0.035,0.095651
5000,0.030,0.933,0.037,0.099476
5500,0.030,0.950,0.020,0.067456
6000,0.030,0.950,0.020,0.057014
6500,0.032,0.923,0.045,0.120648
7000,0.032,0.935,0.032,0.076545
7500,0.035,0.923,0.042,0.106556
8000,0.035,0.926,0.040,0.108352
8500,0.035,0.931,0.035,0.093842
9000,0.040,0.898,0.062,0.151653
9500,0.032,0.931,0.037,0.081343
10000,0.030,0.935,0.035,0.066186
10500,0.032,0.921,0.047,0.095244
11000,0.032,0.955,0.012,0.049422
11500,0.030,0.945,0.025,0.075186
12000,0.030,0.950,0.020,0.063179
12500,0.030,0.931,0.040,0.102382
13000,0.032,0.933,0.035,0.096900
13500,0.032,0.933,0.035,0.091233
14000,0.030,0.938,0.032,0.079882
14500,0.030,0.945,0.025,0.079523
15000,0.030,0.931,0.040,0.092841
15500,0.040,0.891,0.069,0.157140
16000,0.037,0.903,0.060,0.127562
16500,0.032,0.921,0.047,0.105528
17000,0.032,0.953,0.015,0.054320
17500,0.030,0.940,0.030,0.085604
18000,0.030,0.938,0.032,0.085057
18500,0.030,0.945,0.025,0.083324
19000,0.030,0.931,0.040,0.106179
19500,0.030,0.943,0.027,0.070034
20000,0.030,0.948,0.022,0.059938
20500,0.030,0.953,0.017,0.051750
21000,0.030,0.940,0.030,0.080874
21500,0.030,0.943,0.027,0.065476
22000,0.030,0.931,0.040,0.084182
22500,0.032,0.950,0.017,0.066282
23000,0.032,0.938,0.030,0.080186
23500,0.032,0.943,0.025,0.081514
24000,0.030,0.940,0.030,0.079892
24500,0.035,0.911,0.055,0.142710
25000,0.030,0.928,0.042,0.105176
25500,0.032,0.945,0.022,0.074332
26000,0.030,0.953,0.017,0.067979
26500,0.032,0.923,0.045,0.115445
27000,0.032,0.945,0.022,0.067552
27500,0.032,0.960,0.007,0.053211
28000,0.030,0.938,0.032,0.085338
28500,0.032,0.945,0.022,0.069105
29000,0.030,0.931,0.040,0.098900
29500,0.030,0.943,0.027,0.072589
30000,0.035,0.926,0.040,0.092316
30500,0.032,0.938,0.030,0.067098
31000,0.035,0.938,0.027,0.074383
31500,0.035,0.913,0.052,0.106626
32000,0.037,0.888,0.074,0.143577
32500,0.032,0.896,0.072,0.132832
33000,0.032,0.928,0.040,0.084120
33500,0.030,0.911,0.060,0.122988
34000,0.030,0.923,0.047,0.110973
34500,0.030,0.953,0.017,0.062152
35000,0.030,0.945,0.025,0.073071
35500,0.030,0.943,0.027,0.082984
36000,0.030,0.963,0.007,0.047968
36500,0.030,0.933,0.037,0.092900
37000,0.030,0.950,0.020,0.050855
37500,0.030,0.955,0.015,0.058978
38000,0.030,0.948,0.022,0.067699
38500,0.035,0.935,0.030,0.101574
39000,0.030,0.960,0.010,0.056281
39500,0.032,0.950,0.017,0.077917
40000,0.030,0.948,0.022,0.072033
40500,0.032,0.953,0.015,0.066422
41000,0.032,0.943,0.025,0.072542
41500,0.030,0.953,0.017,0.061329
42000,0.030,0.943,0.027,0.081728
42500,0.035,0.933,0.032,0.096358
43000,0.035,0.940,0.025,0.069385
43500,0.035,0.933,0.032,0.087228
44000,0.037,0.916,0.047,0.104153
44500,0.037,0.893,0.069,0.152309
45000,0.032,0.923,0.045,0.086993
45500,0.032,0.911,0.057,0.127062
46000,0.035,0.928,0.037,0.084916
46500,0.032,0.923,0.045,0.108409
47000,0.035,0.938,0.027,0.074663
47500,0.035,0.938,0.027,0.084998
48000,0.037,0.948,0.015,0.061714
48500,0.035,0.940,0.025,0.077740
49000,0.032,0.935,0.032,0.071175
49500,0.035,0.938,0.027,0.087210
50000,0.035,0.933,0.032,0.090685
50500,0.040,0.945,0.015,0.065060
51000,0.030,0.953,0.017,0.062890
51500,0.030,0.935,0.035,0.073925
52000,0.030,0.935,0.035,0.081613
52500,0.030,0.945,0.025,0.070599
53000,0.040,0.928,0.032,0.105256
53500,0.035,0.931,0.035,0.102177
54000,0.035,0.913,0.052,0.138420
54500,0.032,0.926,0.042,0.106642
55000,0.030,0.945,0.025,0.080410
55500,0.030,0.958,0.012,0.055258
56000,0.030,0.938,0.032,0.079429
56500,0.032,0.928,0.040,0.099536
57000,0.032,0.945,0.022,0.070308
57500,0.037,0.935,0.027,0.090107
58000,0.032,0.926,0.042,0.113084
58500,0.032,0.940,0.027,0.080063
59000,0.032,0.931,0.037,0.101845
59500,0.037,0.918,0.045,0.121970
60000,0.032,0.918,0.050,0.119748
60500,0.030,0.921,0.050,0.121170
61000,0.032,0.943,0.025,0.080269
61500,0.032,0.945,0.022,0.084676
62000,0.030,0.940,0.030,0.086571
62500,0.032,0.931,0.037,0.111382
63000,0.030,0.931,0.040,0.080251
63500,0.032,0.935,0.032,0.082405
64000,0.035,0.928,0.037,0.101770
64500,0.030,0.938,0.032,0.091428
65000,0.032,0.943,0.025,0.076118
65500,0.030,0.948,0.022,0.058786
66000,0.030,0.938,0.032,0.091249
66500,0.030,0.940,0.030,0.090250
67000,0.032,0.948,0.020,0.068930
67500,0.035,0.950,0.015,0.062245
68000,0.035,0.913,0.052,0.112167
68500,0.037,0.913,0.050,0.112447
69000,0.037,0.918,0.045,0.099429
