time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.931,0.040,0.103974
1000,0.030,0.896,0.074,0.151414
1500,0.030,0.888,0.082,0.153618
2000,0.030,0.881,0.089,0.159939
2500,0.030,0.859,0.112,0.199846
3000,0.030,0.859,0.112,0.199042
3500,0.037,0.856,0.107,0.203145
4000,0.040,0.851,0.109,0.221286
4500,0.037,0.834,0.129,0.228417
5000,0.030,0.866,0.104,0.163116
5500,0.032,0.851,0.117,0.207383
6000,0.047,0.866,0.087,0.184806
6500,0.052,0.839,0.109,0.224213
7000,0.035,0.864,0.102,0.184018
7500,0.037,0.854,0.109,0.197313
8000,0.032,0.886,0.082,0.151437
8500,0.035,0.891,0.074,0.137759
9000,0.035,0.901,0.065,0.126472
9500,0.032,0.881,0.087,0.157248
10000,0.032,0.866,0.102,0.167812
10500,0.032,0.856,0.112,0.177835
11000,0.042,0.834,0.124,0.224333
11500,0.040,0.797,0.164,0.246527
12000,0.045,0.844,0.112,0.216256
12500,0.042,0.846,0.112,0.193322
13000,0.045,0.821,0.134,0.220406
13500,0.037,0.854,0.109,0.199316
14000,0.037,0.886,0.077,0.130876
14500,0.042,0.841,0.117,0.202294
15000,0.057,0.844,0.099,0.210594
15500,0.040,0.868,0.092,0.155192
16000,0.045,0.859,0.097,0.150431
16500,0.037,0.856,0.107,0.162784
17000,0.037,0.826,0.136,0.207924
17500,0.037,0.868,0.094,0.153663
18000,0.035,0.856,0.109,0.186925
18500,0.047,0.849,0.104,0.176262
19000,0.040,0.826,0.134,0.206190
19500,0.037,0.844,0.119,0.202143
20000,0.040,0.836,0.124,0.222391
20500,0.035,0.871,0.094,0.169521
21000,0.040,0.829,0.132,0.232872
21500,0.040,0.836,0.124,0.204097
22000,0.030,0.888,0.082,0.149351
22500,0.032,0.878,0.089,0.151848
23000,0.032,0.878,0.089,0.154602
23500,0.030,0.888,0.082,0.141720
24000,0.030,0.851,0.119,0.197548
24500,0.040,0.873,0.087,0.168796
25000,0.042,0.871,0.087,0.165447
25500,0.042,0.854,0.104,0.193371
26000,0.045,0.814,0.141,0.254019
26500,0.052,0.809,0.139,0.259630
27000,0.045,0.819,0.136,0.237779
27500,0.047,0.821,0.132,0.238200
28000,0.040,0.821,0.139,0.232531
28500,0.037,0.849,0.114,0.204253
29000,0.037,0.886,0.077,0.141695
29500,0.032,0.888,0.079,0.132321
30000,0.042,0.893,0.065,0.141908
30500,0.042,0.873,0.084,0.178858
31000,0.055,0.834,0.112,0.225902
31500,0.037,0.878,0.084,0.158923
32000,0.037,0.881,0.082,0.160087
32500,0.045,0.849,0.107,0.205224
33000,0.045,0.871,0.084,0.184255
33500,0.042,0.859,0.099,0.200187
34000,0.030,0.873,0.097,0.177159
34500,0.030,0.898,0.072,0.143261
35000,0.030,0.933,0.037,0.085703
35500,0.030,0.921,0.050,0.115785
36000,0.030,0.873,0.097,0.161674
36500,0.032,0.836,0.132,0.230054
37000,0.035,0.866,0.099,0.180890
37500,0.040,0.826,0.134,0.240390
38000,0.030,0.854,0.117,0.200788
38500,0.035,0.846,0.119,0.186260
39000,0.030,0.883,0.087,0.149025
