time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.035,0.956,0.009,0.062764
1000,0.030,0.964,0.006,0.039390
1500,0.030,0.958,0.012,0.058847
2000,0.031,0.951,0.018,0.051325
2500,0.032,0.936,0.033,0.064094
3000,0.037,0.922,0.041,0.108767
3500,0.036,0.923,0.041,0.085839
4000,0.034,0.926,0.040,0.097698
4500,0.035,0.941,0.025,0.066906
5000,0.069,0.912,0.018,0.088230
5500,0.047,0.926,0.027,0.091765
6000,0.053,0.921,0.026,0.114834
6500,0.050,0.923,0.027,0.086239
7000,0.047,0.914,0.039,0.098888
7500,0.051,0.909,0.040,0.132304
8000,0.049,0.910,0.041,0.108661
8500,0.059,0.902,0.039,0.144115
9000,0.048,0.912,0.040,0.099885
9500,0.049,0.896,0.055,0.163846
10000,0.054,0.911,0.035,0.091222
10500,0.048,0.918,0.034,0.091717
11000,0.055,0.916,0.029,0.085323
11500,0.053,0.910,0.037,0.122277
12000,0.051,0.916,0.033,0.096971
12500,0.050,0.919,0.031,0.078804
13000,0.047,0.926,0.027,0.102657
13500,0.045,0.928,0.027,0.078834
14000,0.044,0.911,0.045,0.095087
14500,0.046,0.911,0.043,0.102157
15000,0.041,0.927,0.032,0.069985
15500,0.052,0.912,0.036,0.083693
16000,0.054,0.920,0.026,0.072612
16500,0.038,0.941,0.021,0.052836
17000,0.042,0.936,0.022,0.057848
17500,0.040,0.938,0.022,0.060866
18000,0.038,0.937,0.026,0.050824
18500,0.039,0.944,0.017,0.040895
19000,0.038,0.941,0.021,0.046286
19500,0.041,0.943,0.016,0.034132
20000,0.041,0.933,0.027,0.059244
20500,0.044,0.931,0.026,0.092532
21000,0.039,0.936,0.026,0.047979
21500,0.042,0.932,0.027,0.052291
22000,0.039,0.937,0.025,0.067846
22500,0.042,0.911,0.047,0.130650
23000,0.043,0.927,0.030,0.081960
23500,0.038,0.927,0.035,0.077453
24000,0.039,0.919,0.042,0.079982
24500,0.037,0.932,0.032,0.055688
25000,0.042,0.921,0.037,0.068251
25500,0.042,0.918,0.040,0.098951
26000,0.039,0.928,0.033,0.082508
26500,0.036,0.938,0.027,0.051054
27000,0.037,0.940,0.023,0.050696
27500,0.039,0.936,0.026,0.073648
28000,0.037,0.942,0.021,0.042213
28500,0.036,0.945,0.019,0.059930
29000,0.036,0.938,0.027,0.064032
29500,0.037,0.945,0.018,0.041895
30000,0.035,0.943,0.022,0.062308
30500,0.036,0.942,0.022,0.070562
31000,0.042,0.937,0.021,0.063963
31500,0.040,0.934,0.027,0.069203
32000,0.042,0.934,0.025,0.084472
32500,0.039,0.933,0.029,0.101831
33000,0.040,0.937,0.023,0.059028
33500,0.041,0.930,0.030,0.078801
34000,0.052,0.911,0.037,0.096869
34500,0.057,0.912,0.031,0.096890
35000,0.058,0.914,0.028,0.098764
35500,0.079,0.887,0.035,0.137230
36000,0.077,0.885,0.039,0.134201
36500,0.081,0.868,0.051,0.213333
37000,0.089,0.859,0.052,0.166942
37500,0.069,0.884,0.047,0.145157
38000,0.065,0.901,0.034,0.110350
38500,0.052,0.905,0.043,0.110527
39000,0.050,0.916,0.034,0.113110
39500,0.040,0.930,0.031,0.061811
40000,0.035,0.926,0.039,0.069272
40500,0.039,0.906,0.055,0.134927
41000,0.059,0.891,0.050,0.164631
41500,0.063,0.891,0.046,0.129075
42000,0.058,0.883,0.059,0.155048
42500,0.061,0.890,0.049,0.099106
43000,0.049,0.888,0.063,0.127918
43500,0.063,0.875,0.061,0.150789
44000,0.061,0.861,0.078,0.173677
44500,0.053,0.888,0.059,0.123898
45000,0.055,0.895,0.050,0.098378
45500,0.053,0.890,0.057,0.116054
46000,0.048,0.901,0.051,0.098225
46500,0.056,0.889,0.055,0.133084
47000,0.062,0.889,0.049,0.120157
47500,0.064,0.894,0.042,0.128452
48000,0.081,0.859,0.060,0.153867
48500,0.078,0.882,0.041,0.101709
49000,0.073,0.861,0.066,0.188402
49500,0.080,0.858,0.062,0.181496
50000,0.068,0.868,0.063,0.136543
50500,0.069,0.871,0.059,0.132362
51000,0.058,0.880,0.061,0.116807
51500,0.063,0.868,0.068,0.131836
52000,0.063,0.868,0.068,0.132005
52500,0.044,0.902,0.054,0.106323
53000,0.056,0.893,0.051,0.086879
53500,0.054,0.887,0.059,0.129002
54000,0.052,0.885,0.063,0.098336
54500,0.055,0.877,0.067,0.106033
55000,0.055,0.871,0.074,0.146598
55500,0.053,0.891,0.056,0.079580
56000,0.050,0.895,0.055,0.088627
