time,n_A+p,n_B,n_AB
100,0.184,0.303,0.513
200,0.211,0.421,0.368
300,0.158,0.329,0.513
400,0.184,0.382,0.434
500,0.145,0.447,0.408
600,0.197,0.408,0.395
700,0.145,0.434,0.421
800,0.132,0.487,0.382
900,0.026,0.618,0.355
1000,0.026,0.658,0.316
1100,0.026,0.658,0.316
1200,0.026,0.776,0.197
1300,0.026,0.789,0.184
1400,0.026,0.816,0.158
1500,0.026,0.882,0.092
1600,0.013,0.921,0.066
1700,0.013,0.895,0.092
1800,0.013,0.921,0.066
1900,0.013,0.882,0.105
2000,0.013,0.921,0.066
2100,0.013,0.961,0.026
2200,0.000,0.974,0.026
2300,0.000,0.974,0.026
2400,0.000,0.974,0.026
2500,0.000,0.987,0.013
2600,0.000,0.934,0.066
2700,0.000,0.974,0.026
2800,0.000,0.974,0.026
2900,0.000,1.000,0.000
