time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.889,0.083,0.157418
1000,0.032,0.829,0.138,0.218048
1500,0.046,0.770,0.184,0.289939
2000,0.032,0.774,0.194,0.270876
2500,0.046,0.747,0.207,0.307416
3000,0.069,0.705,0.226,0.347498
3500,0.051,0.751,0.198,0.290523
4000,0.046,0.806,0.147,0.218717
4500,0.032,0.811,0.157,0.211575
5000,0.051,0.737,0.212,0.293535
5500,0.055,0.691,0.253,0.330748
6000,0.032,0.742,0.226,0.260145
6500,0.032,0.719,0.249,0.295157
7000,0.046,0.710,0.244,0.301532
7500,0.046,0.682,0.272,0.329889
8000,0.060,0.664,0.276,0.342565
8500,0.037,0.714,0.249,0.304066
9000,0.041,0.783,0.175,0.241176
9500,0.060,0.802,0.138,0.250839
10000,0.065,0.816,0.120,0.243666
10500,0.055,0.783,0.161,0.237770
11000,0.046,0.742,0.212,0.279485
11500,0.069,0.705,0.226,0.299011
12000,0.055,0.733,0.212,0.293815
12500,0.046,0.677,0.276,0.332793
13000,0.046,0.700,0.253,0.312216
13500,0.032,0.687,0.281,0.330799
14000,0.055,0.710,0.235,0.300699
14500,0.055,0.724,0.221,0.316447
15000,0.037,0.770,0.194,0.250226
15500,0.037,0.765,0.198,0.238120
16000,0.051,0.765,0.184,0.268542
16500,0.051,0.733,0.217,0.316691
17000,0.051,0.724,0.226,0.293441
17500,0.060,0.668,0.272,0.342456
18000,0.037,0.802,0.161,0.215784
18500,0.046,0.793,0.161,0.230335
19000,0.051,0.783,0.166,0.236097
19500,0.055,0.788,0.157,0.257310
20000,0.037,0.783,0.180,0.257041
20500,0.037,0.756,0.207,0.284228
21000,0.046,0.760,0.194,0.273843
21500,0.046,0.724,0.230,0.314922
22000,0.041,0.756,0.203,0.284406
22500,0.051,0.719,0.230,0.313098
23000,0.037,0.728,0.235,0.316478
23500,0.037,0.788,0.175,0.276583
24000,0.028,0.742,0.230,0.288066
24500,0.055,0.793,0.152,0.254915
25000,0.046,0.733,0.221,0.287044
25500,0.074,0.650,0.276,0.355781
26000,0.065,0.604,0.332,0.364910
26500,0.088,0.594,0.318,0.387835
27000,0.078,0.594,0.327,0.378799
27500,0.055,0.668,0.276,0.345836
28000,0.069,0.631,0.300,0.356592
28500,0.092,0.687,0.221,0.336948
29000,0.060,0.659,0.281,0.353808
29500,0.069,0.719,0.212,0.314729
30000,0.069,0.705,0.226,0.313520
30500,0.060,0.700,0.240,0.303060
31000,0.078,0.714,0.207,0.300911
31500,0.060,0.742,0.198,0.300351
32000,0.055,0.788,0.157,0.247404
32500,0.060,0.770,0.171,0.262742
33000,0.069,0.714,0.217,0.332173
33500,0.046,0.756,0.198,0.296550
34000,0.051,0.751,0.198,0.281821
34500,0.032,0.747,0.221,0.286667
35000,0.055,0.705,0.240,0.335079
35500,0.060,0.677,0.263,0.330186
36000,0.046,0.650,0.304,0.344810
36500,0.106,0.650,0.244,0.372132
37000,0.106,0.581,0.313,0.400135
37500,0.074,0.654,0.272,0.353331
38000,0.069,0.682,0.249,0.348118
38500,0.069,0.687,0.244,0.342088
39000,0.074,0.668,0.258,0.343764
39500,0.037,0.774,0.189,0.241484
40000,0.051,0.710,0.240,0.325959
40500,0.078,0.733,0.189,0.310020
41000,0.060,0.664,0.276,0.361421
41500,0.129,0.618,0.253,0.402801
42000,0.097,0.558,0.346,0.421023
42500,0.111,0.512,0.378,0.437432
43000,0.124,0.484,0.392,0.430564
43500,0.161,0.470,0.369,0.453020
44000,0.184,0.442,0.373,0.458009
44500,0.152,0.465,0.382,0.449431
45000,0.175,0.429,0.396,0.472937
45500,0.161,0.465,0.373,0.475568
46000,0.175,0.484,0.341,0.451637
46500,0.143,0.447,0.410,0.466093
47000,0.152,0.382,0.465,0.461659
47500,0.120,0.424,0.456,0.442432
48000,0.115,0.535,0.350,0.424542
48500,0.129,0.516,0.355,0.442430
49000,0.143,0.452,0.406,0.460871
49500,0.184,0.382,0.433,0.463272
50000,0.171,0.456,0.373,0.460893
50500,0.134,0.433,0.433,0.441379
51000,0.138,0.419,0.442,0.457258
51500,0.115,0.521,0.364,0.421997
52000,0.097,0.484,0.419,0.432906
52500,0.134,0.493,0.373,0.441839
53000,0.217,0.369,0.415,0.475966
53500,0.194,0.470,0.336,0.431084
54000,0.194,0.341,0.465,0.483576
54500,0.134,0.484,0.382,0.435601
55000,0.115,0.553,0.332,0.407733
55500,0.101,0.604,0.295,0.399293
56000,0.065,0.641,0.295,0.364284
56500,0.088,0.539,0.373,0.414990
57000,0.101,0.608,0.290,0.370766
57500,0.097,0.650,0.253,0.361863
58000,0.088,0.659,0.253,0.347344
58500,0.074,0.659,0.267,0.345605
59000,0.051,0.696,0.253,0.329426
59500,0.046,0.724,0.230,0.271438
60000,0.069,0.618,0.313,0.353322
60500,0.060,0.687,0.253,0.308442
61000,0.060,0.719,0.221,0.288841
61500,0.037,0.682,0.281,0.295353
62000,0.055,0.728,0.217,0.298926
62500,0.055,0.714,0.230,0.315862
63000,0.055,0.756,0.189,0.264505
63500,0.060,0.797,0.143,0.231162
64000,0.037,0.811,0.152,0.200185
64500,0.041,0.783,0.175,0.246882
65000,0.046,0.737,0.217,0.292390
65500,0.078,0.668,0.253,0.331041
66000,0.074,0.682,0.244,0.321013
66500,0.078,0.673,0.249,0.334413
67000,0.065,0.636,0.300,0.353290
67500,0.101,0.604,0.295,0.388117
68000,0.115,0.594,0.290,0.403554
68500,0.078,0.659,0.263,0.360491
69000,0.051,0.719,0.230,0.299944
69500,0.051,0.641,0.309,0.366878
70000,0.092,0.631,0.276,0.381502
70500,0.065,0.627,0.309,0.373491
71000,0.092,0.608,0.300,0.405123
71500,0.092,0.567,0.341,0.404132
72000,0.074,0.650,0.276,0.350964
72500,0.088,0.631,0.281,0.382721
73000,0.101,0.636,0.263,0.398492
73500,0.069,0.700,0.230,0.306635
74000,0.046,0.696,0.258,0.311316
74500,0.055,0.668,0.276,0.342543
75000,0.069,0.691,0.240,0.317967
75500,0.060,0.590,0.350,0.397323
76000,0.078,0.604,0.318,0.381858
76500,0.083,0.576,0.341,0.390294
77000,0.083,0.599,0.318,0.391315
77500,0.055,0.733,0.212,0.302182
78000,0.041,0.751,0.207,0.284257
78500,0.037,0.765,0.198,0.279020
79000,0.060,0.793,0.147,0.240546
79500,0.041,0.806,0.152,0.212652
80000,0.046,0.742,0.212,0.279560
80500,0.046,0.622,0.332,0.355739
81000,0.032,0.756,0.212,0.267412
81500,0.041,0.751,0.207,0.297612
82000,0.041,0.696,0.263,0.338036
82500,0.065,0.636,0.300,0.371651
83000,0.083,0.604,0.313,0.401762
83500,0.138,0.488,0.373,0.461034
84000,0.138,0.548,0.313,0.424116
84500,0.115,0.558,0.327,0.421948
85000,0.074,0.636,0.290,0.356614
85500,0.106,0.498,0.396,0.437230
86000,0.184,0.502,0.313,0.464527
86500,0.134,0.553,0.313,0.419189
87000,0.157,0.429,0.415,0.466299
87500,0.097,0.590,0.313,0.378363
88000,0.083,0.645,0.272,0.351650
88500,0.055,0.700,0.244,0.309102
89000,0.055,0.668,0.276,0.317584
89500,0.074,0.608,0.318,0.368305
90000,0.078,0.641,0.281,0.360883
90500,0.065,0.710,0.226,0.296134
91000,0.065,0.710,0.226,0.306719
91500,0.051,0.677,0.272,0.301580
92000,0.083,0.691,0.226,0.310551
92500,0.060,0.774,0.166,0.246389
93000,0.069,0.710,0.221,0.306030
93500,0.055,0.705,0.240,0.337573
94000,0.065,0.650,0.286,0.372723
94500,0.055,0.664,0.281,0.350899
95000,0.083,0.645,0.272,0.376394
95500,0.097,0.599,0.304,0.396480
96000,0.115,0.544,0.341,0.409309
96500,0.106,0.521,0.373,0.415772
97000,0.120,0.590,0.290,0.386831
97500,0.143,0.530,0.327,0.434125
98000,0.106,0.516,0.378,0.413152
98500,0.147,0.438,0.415,0.439564
99000,0.171,0.442,0.387,0.461869
99500,0.175,0.452,0.373,0.452194
100000,0.194,0.465,0.341,0.458667
