time,n_A+p,n_B,n_AB
100,0.030,0.952,0.018
200,0.031,0.895,0.074
300,0.031,0.854,0.115
400,0.034,0.869,0.097
500,0.033,0.856,0.111
600,0.031,0.873,0.096
700,0.033,0.866,0.101
800,0.030,0.880,0.090
900,0.030,0.904,0.066
1000,0.031,0.910,0.059
1100,0.031,0.905,0.064
1200,0.035,0.891,0.074
1300,0.033,0.860,0.107
1400,0.033,0.799,0.168
1500,0.031,0.792,0.177
1600,0.031,0.773,0.196
1700,0.034,0.720,0.246
1800,0.033,0.760,0.207
1900,0.030,0.740,0.230
2000,0.030,0.663,0.307
2100,0.031,0.681,0.288
2200,0.032,0.691,0.277
2300,0.032,0.679,0.289
2400,0.032,0.680,0.288
2500,0.040,0.688,0.272
2600,0.034,0.703,0.263
2700,0.034,0.752,0.214
2800,0.033,0.787,0.180
2900,0.032,0.817,0.151
3000,0.033,0.813,0.154
3100,0.031,0.772,0.197
3200,0.031,0.800,0.169
3300,0.032,0.808,0.160
3400,0.032,0.822,0.146
3500,0.032,0.775,0.193
3600,0.033,0.777,0.190
3700,0.032,0.788,0.180
3800,0.030,0.794,0.176
3900,0.031,0.739,0.230
4000,0.031,0.746,0.223
4100,0.030,0.744,0.226
4200,0.030,0.794,0.176
4300,0.031,0.766,0.203
4400,0.031,0.820,0.149
4500,0.033,0.788,0.179
4600,0.030,0.766,0.204
4700,0.031,0.776,0.193
4800,0.033,0.779,0.188
4900,0.035,0.795,0.170
5000,0.034,0.842,0.124
5100,0.032,0.842,0.126
5200,0.032,0.864,0.104
5300,0.033,0.868,0.099
5400,0.036,0.846,0.118
5500,0.035,0.843,0.122
5600,0.034,0.805,0.161
5700,0.033,0.780,0.187
5800,0.030,0.823,0.147
5900,0.030,0.805,0.165
6000,0.031,0.858,0.111
6100,0.031,0.870,0.099
6200,0.031,0.864,0.105
6300,0.032,0.865,0.103
6400,0.030,0.881,0.089
6500,0.030,0.886,0.084
6600,0.030,0.902,0.068
6700,0.030,0.898,0.072
6800,0.030,0.867,0.103
6900,0.030,0.857,0.113
7000,0.030,0.851,0.119
7100,0.030,0.851,0.119
7200,0.031,0.848,0.121
7300,0.030,0.836,0.134
7400,0.030,0.836,0.134
7500,0.030,0.788,0.182
7600,0.030,0.811,0.159
7700,0.030,0.844,0.126
7800,0.030,0.854,0.116
7900,0.030,0.787,0.183
8000,0.030,0.808,0.162
8100,0.030,0.780,0.190
8200,0.030,0.818,0.152
8300,0.031,0.872,0.097
8400,0.030,0.892,0.078
8500,0.030,0.891,0.079
8600,0.030,0.896,0.074
8700,0.030,0.843,0.127
8800,0.031,0.825,0.144
8900,0.031,0.820,0.149
9000,0.030,0.846,0.124
9100,0.030,0.846,0.124
9200,0.032,0.786,0.182
9300,0.034,0.809,0.157
9400,0.031,0.812,0.157
9500,0.031,0.827,0.142
9600,0.031,0.822,0.147
9700,0.031,0.804,0.165
9800,0.032,0.785,0.183
9900,0.031,0.790,0.179
10000,0.031,0.796,0.173
10100,0.032,0.807,0.161
10200,0.032,0.860,0.108
10300,0.031,0.811,0.158
10400,0.030,0.832,0.138
10500,0.031,0.847,0.122
10600,0.032,0.827,0.141
10700,0.031,0.799,0.170
10800,0.031,0.813,0.156
10900,0.031,0.796,0.173
11000,0.030,0.787,0.183
11100,0.030,0.773,0.197
11200,0.034,0.777,0.189
11300,0.032,0.778,0.190
11400,0.032,0.790,0.178
11500,0.031,0.805,0.164
11600,0.032,0.804,0.164
11700,0.032,0.834,0.134
11800,0.034,0.833,0.133
11900,0.031,0.850,0.119
12000,0.033,0.784,0.183
12100,0.032,0.799,0.169
12200,0.032,0.841,0.127
12300,0.032,0.864,0.104
12400,0.032,0.860,0.108
12500,0.031,0.863,0.106
12600,0.031,0.875,0.094
12700,0.031,0.901,0.068
12800,0.032,0.864,0.104
12900,0.030,0.878,0.092
13000,0.032,0.833,0.135
13100,0.032,0.859,0.109
13200,0.032,0.877,0.091
13300,0.031,0.860,0.109
13400,0.030,0.857,0.113
13500,0.030,0.830,0.140
13600,0.031,0.822,0.147
13700,0.030,0.794,0.176
13800,0.033,0.804,0.163
13900,0.031,0.808,0.161
14000,0.031,0.811,0.158
14100,0.030,0.823,0.147
14200,0.031,0.851,0.118
14300,0.031,0.816,0.153
14400,0.033,0.824,0.143
14500,0.031,0.824,0.145
14600,0.030,0.851,0.119
14700,0.030,0.837,0.133
14800,0.030,0.866,0.104
14900,0.031,0.903,0.066
15000,0.030,0.879,0.091
15100,0.030,0.895,0.075
15200,0.030,0.849,0.121
15300,0.030,0.857,0.113
15400,0.030,0.885,0.085
15500,0.030,0.889,0.081
15600,0.030,0.868,0.102
15700,0.030,0.853,0.117
15800,0.031,0.881,0.088
15900,0.030,0.832,0.138
16000,0.032,0.798,0.170
16100,0.031,0.735,0.234
16200,0.032,0.773,0.195
