time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.960,0.010,0.048542
1000,0.030,0.950,0.020,0.062441
1500,0.030,0.963,0.007,0.051974
2000,0.032,0.933,0.035,0.084969
2500,0.032,0.933,0.035,0.092508
3000,0.032,0.933,0.035,0.078250
3500,0.032,0.943,0.025,0.069488
4000,0.032,0.913,0.055,0.125428
4500,0.035,0.933,0.032,0.084437
5000,0.037,0.950,0.012,0.050807
5500,0.045,0.911,0.045,0.121667
6000,0.040,0.926,0.035,0.071495
6500,0.037,0.935,0.027,0.073318
7000,0.042,0.901,0.057,0.133508
7500,0.050,0.903,0.047,0.114773
8000,0.045,0.908,0.047,0.109264
8500,0.055,0.878,0.067,0.163747
9000,0.045,0.916,0.040,0.096678
9500,0.040,0.938,0.022,0.061998
10000,0.047,0.923,0.030,0.103897
10500,0.040,0.916,0.045,0.093175
11000,0.035,0.928,0.037,0.102385
11500,0.035,0.943,0.022,0.068678
12000,0.032,0.933,0.035,0.093449
12500,0.037,0.945,0.017,0.057797
13000,0.032,0.916,0.052,0.107978
13500,0.032,0.908,0.060,0.114429
14000,0.032,0.931,0.037,0.070662
14500,0.037,0.911,0.052,0.107707
15000,0.032,0.926,0.042,0.098667
15500,0.032,0.948,0.020,0.063321
16000,0.030,0.940,0.030,0.072171
16500,0.032,0.921,0.047,0.106622
17000,0.030,0.943,0.027,0.077144
17500,0.035,0.960,0.005,0.042227
18000,0.035,0.945,0.020,0.070752
18500,0.030,0.958,0.012,0.057023
19000,0.042,0.938,0.020,0.079011
19500,0.050,0.926,0.025,0.086955
20000,0.037,0.935,0.027,0.079784
20500,0.035,0.926,0.040,0.114209
21000,0.035,0.945,0.020,0.059709
21500,0.032,0.950,0.017,0.051744
22000,0.032,0.948,0.020,0.068820
22500,0.035,0.940,0.025,0.067572
23000,0.040,0.928,0.032,0.090066
23500,0.047,0.918,0.035,0.102167
24000,0.037,0.918,0.045,0.107672
24500,0.035,0.926,0.040,0.095048
25000,0.037,0.928,0.035,0.112208
25500,0.035,0.908,0.057,0.127568
26000,0.037,0.921,0.042,0.100222
26500,0.032,0.950,0.017,0.061535
27000,0.037,0.898,0.065,0.166254
27500,0.032,0.931,0.037,0.071673
28000,0.037,0.923,0.040,0.102549
28500,0.037,0.938,0.025,0.076187
29000,0.037,0.928,0.035,0.087564
29500,0.032,0.928,0.040,0.088832
30000,0.032,0.931,0.037,0.082840
30500,0.032,0.923,0.045,0.090419
31000,0.040,0.931,0.030,0.081044
31500,0.035,0.933,0.032,0.081022
32000,0.032,0.940,0.027,0.050167
32500,0.032,0.923,0.045,0.098614
33000,0.035,0.923,0.042,0.086352
33500,0.035,0.916,0.050,0.087417
34000,0.040,0.906,0.055,0.120979
34500,0.032,0.923,0.045,0.079613
35000,0.032,0.935,0.032,0.062249
35500,0.037,0.928,0.035,0.098410
36000,0.032,0.943,0.025,0.065601
36500,0.030,0.945,0.025,0.061411
37000,0.030,0.940,0.030,0.071300
37500,0.032,0.950,0.017,0.059277
38000,0.030,0.948,0.022,0.071040
38500,0.042,0.938,0.020,0.082364
39000,0.037,0.928,0.035,0.093754
39500,0.042,0.918,0.040,0.092551
40000,0.035,0.923,0.042,0.090544
40500,0.032,0.938,0.030,0.066142
41000,0.032,0.950,0.017,0.052535
41500,0.032,0.948,0.020,0.064536
42000,0.030,0.945,0.025,0.061798
42500,0.032,0.928,0.040,0.084293
43000,0.032,0.938,0.030,0.065968
43500,0.037,0.931,0.032,0.087572
44000,0.037,0.918,0.045,0.101670
44500,0.040,0.923,0.037,0.091071
45000,0.040,0.933,0.027,0.081074
45500,0.047,0.906,0.047,0.129286
46000,0.067,0.886,0.047,0.160773
46500,0.052,0.898,0.050,0.134099
47000,0.050,0.898,0.052,0.134553
47500,0.045,0.878,0.077,0.165306
48000,0.057,0.886,0.057,0.130157
48500,0.047,0.908,0.045,0.109405
49000,0.045,0.935,0.020,0.048566
49500,0.047,0.921,0.032,0.086623
50000,0.037,0.916,0.047,0.099144
50500,0.040,0.903,0.057,0.120979
51000,0.047,0.913,0.040,0.101879
51500,0.045,0.928,0.027,0.080122
52000,0.047,0.886,0.067,0.142046
52500,0.047,0.911,0.042,0.099332
53000,0.042,0.926,0.032,0.078796
53500,0.037,0.940,0.022,0.065495
54000,0.037,0.938,0.025,0.070652
54500,0.040,0.928,0.032,0.091027
55000,0.035,0.938,0.027,0.060082
55500,0.035,0.928,0.037,0.079693
56000,0.035,0.940,0.025,0.072204
56500,0.035,0.931,0.035,0.078532
57000,0.040,0.933,0.027,0.081067
57500,0.042,0.935,0.022,0.073616
58000,0.057,0.903,0.040,0.131584
58500,0.047,0.903,0.050,0.123877
59000,0.040,0.913,0.047,0.115260
59500,0.045,0.928,0.027,0.095425
60000,0.045,0.926,0.030,0.077313
60500,0.047,0.903,0.050,0.103624
61000,0.045,0.898,0.057,0.129269
61500,0.035,0.913,0.052,0.110978
62000,0.030,0.928,0.042,0.068653
62500,0.037,0.933,0.030,0.082063
63000,0.032,0.935,0.032,0.073251
63500,0.030,0.953,0.017,0.044962
64000,0.032,0.950,0.017,0.058578
64500,0.032,0.943,0.025,0.064203
65000,0.035,0.931,0.035,0.090891
65500,0.040,0.903,0.057,0.115089
66000,0.037,0.933,0.030,0.083483
66500,0.030,0.940,0.030,0.075413
67000,0.030,0.955,0.015,0.051744
67500,0.032,0.945,0.022,0.066627
68000,0.030,0.933,0.037,0.081145
68500,0.032,0.945,0.022,0.060353
69000,0.032,0.935,0.032,0.073286
69500,0.035,0.923,0.042,0.103522
70000,0.035,0.926,0.040,0.082987
70500,0.032,0.938,0.030,0.060063
71000,0.040,0.898,0.062,0.135083
71500,0.030,0.923,0.047,0.093230
72000,0.030,0.933,0.037,0.079329
72500,0.032,0.928,0.040,0.070300
73000,0.030,0.931,0.040,0.076799
73500,0.030,0.940,0.030,0.064220
74000,0.032,0.950,0.017,0.051010
74500,0.037,0.928,0.035,0.084092
75000,0.035,0.928,0.037,0.091550
75500,0.032,0.928,0.040,0.108378
76000,0.030,0.931,0.040,0.076740
76500,0.030,0.931,0.040,0.069435
77000,0.040,0.913,0.047,0.111829
77500,0.035,0.940,0.025,0.066257
78000,0.037,0.916,0.047,0.104202
78500,0.035,0.913,0.052,0.134998
79000,0.032,0.928,0.040,0.080101
79500,0.037,0.921,0.042,0.100984
80000,0.040,0.908,0.052,0.117705
80500,0.037,0.896,0.067,0.130224
81000,0.037,0.918,0.045,0.108809
81500,0.035,0.928,0.037,0.095195
82000,0.040,0.898,0.062,0.130022
82500,0.042,0.903,0.055,0.121641
83000,0.047,0.901,0.052,0.117065
83500,0.045,0.923,0.032,0.094449
84000,0.045,0.898,0.057,0.138762
84500,0.037,0.903,0.060,0.097549
85000,0.045,0.898,0.057,0.123410
85500,0.042,0.876,0.082,0.146055
86000,0.057,0.878,0.065,0.164640
86500,0.040,0.901,0.060,0.107348
87000,0.040,0.898,0.062,0.116324
87500,0.032,0.911,0.057,0.111821
88000,0.032,0.943,0.025,0.053793
88500,0.035,0.938,0.027,0.073807
89000,0.035,0.926,0.040,0.087295
89500,0.032,0.940,0.027,0.068811
90000,0.030,0.948,0.022,0.051428
90500,0.032,0.931,0.037,0.075474
91000,0.037,0.935,0.027,0.079259
91500,0.035,0.945,0.020,0.050901
92000,0.030,0.938,0.032,0.060387
92500,0.032,0.916,0.052,0.122518
93000,0.032,0.938,0.030,0.061216
93500,0.037,0.931,0.032,0.084126
94000,0.032,0.928,0.040,0.084744
94500,0.030,0.945,0.025,0.071359
95000,0.032,0.935,0.032,0.078675
95500,0.040,0.918,0.042,0.097840
96000,0.037,0.908,0.055,0.123444
96500,0.037,0.918,0.045,0.088026
97000,0.032,0.918,0.050,0.085584
97500,0.032,0.933,0.035,0.074909
98000,0.030,0.938,0.032,0.064090
98500,0.030,0.943,0.027,0.060242
99000,0.040,0.933,0.027,0.083586
99500,0.035,0.916,0.050,0.121330
100000,0.035,0.913,0.052,0.098791
