time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.029,0.942,0.029,0.091976
1000,0.029,0.942,0.029,0.081943
1500,0.029,0.930,0.041,0.081385
2000,0.029,0.959,0.012,0.044138
2500,0.029,0.938,0.033,0.082131
3000,0.037,0.917,0.045,0.123714
3500,0.033,0.950,0.017,0.054774
4000,0.029,0.921,0.050,0.109533
4500,0.029,0.963,0.008,0.039753
5000,0.029,0.967,0.004,0.042027
5500,0.029,0.934,0.037,0.098835
6000,0.029,0.955,0.017,0.057214
6500,0.029,0.942,0.029,0.080246
7000,0.033,0.959,0.008,0.057166
7500,0.029,0.942,0.029,0.090755
8000,0.029,0.926,0.045,0.111334
8500,0.029,0.955,0.017,0.062332
9000,0.037,0.905,0.058,0.128015
9500,0.033,0.930,0.037,0.082543
10000,0.029,0.934,0.037,0.080676
10500,0.029,0.942,0.029,0.073902
11000,0.029,0.934,0.037,0.091162
11500,0.033,0.921,0.045,0.110687
12000,0.029,0.938,0.033,0.069954
12500,0.029,0.938,0.033,0.078557
13000,0.029,0.913,0.058,0.113310
13500,0.033,0.921,0.045,0.089689
14000,0.029,0.938,0.033,0.089284
14500,0.033,0.930,0.037,0.069614
15000,0.033,0.946,0.021,0.061024
15500,0.029,0.917,0.054,0.119117
16000,0.029,0.946,0.025,0.061575
16500,0.033,0.942,0.025,0.072197
17000,0.029,0.955,0.017,0.062590
17500,0.029,0.955,0.017,0.053246
18000,0.029,0.942,0.029,0.090111
18500,0.029,0.938,0.033,0.087171
19000,0.029,0.967,0.004,0.037446
19500,0.033,0.930,0.037,0.096558
20000,0.029,0.946,0.025,0.076629
20500,0.029,0.930,0.041,0.111332
21000,0.033,0.930,0.037,0.085859
21500,0.029,0.917,0.054,0.113515
22000,0.029,0.930,0.041,0.091141
22500,0.029,0.955,0.017,0.055907
23000,0.029,0.950,0.021,0.068780
23500,0.029,0.938,0.033,0.086136
24000,0.029,0.905,0.066,0.116108
24500,0.041,0.921,0.037,0.119198
25000,0.029,0.950,0.021,0.058360
25500,0.029,0.946,0.025,0.063512
26000,0.029,0.946,0.025,0.071283
26500,0.029,0.942,0.029,0.083225
27000,0.029,0.955,0.017,0.051068
27500,0.029,0.963,0.008,0.043231
28000,0.029,0.905,0.066,0.144626
28500,0.029,0.946,0.025,0.076398
29000,0.029,0.959,0.012,0.060157
29500,0.029,0.955,0.017,0.051948
30000,0.029,0.955,0.017,0.063382
30500,0.029,0.967,0.004,0.040477
31000,0.033,0.934,0.033,0.079998
31500,0.033,0.926,0.041,0.091349
32000,0.029,0.938,0.033,0.069828
32500,0.029,0.934,0.037,0.073343
33000,0.033,0.934,0.033,0.071985
33500,0.037,0.888,0.074,0.154290
34000,0.033,0.950,0.017,0.050277
34500,0.029,0.955,0.017,0.051613
35000,0.029,0.959,0.012,0.047744
35500,0.029,0.930,0.041,0.099029
36000,0.029,0.921,0.050,0.094460
36500,0.029,0.950,0.021,0.062218
37000,0.033,0.926,0.041,0.099986
37500,0.037,0.955,0.008,0.059199
38000,0.033,0.950,0.017,0.062822
38500,0.029,0.950,0.021,0.068126
39000,0.029,0.950,0.021,0.066135
39500,0.033,0.934,0.033,0.089894
40000,0.033,0.913,0.054,0.126415
40500,0.029,0.930,0.041,0.084954
41000,0.029,0.921,0.050,0.111505
41500,0.033,0.926,0.041,0.103615
42000,0.033,0.934,0.033,0.075135
42500,0.033,0.955,0.012,0.052145
43000,0.029,0.942,0.029,0.088620
43500,0.029,0.926,0.045,0.106386
44000,0.029,0.938,0.033,0.090926
44500,0.029,0.938,0.033,0.095252
45000,0.029,0.946,0.025,0.058378
45500,0.029,0.955,0.017,0.047694
46000,0.029,0.963,0.008,0.053457
46500,0.029,0.917,0.054,0.126540
47000,0.029,0.942,0.029,0.084131
47500,0.041,0.921,0.037,0.109041
48000,0.029,0.930,0.041,0.099555
48500,0.029,0.934,0.037,0.082710
49000,0.037,0.901,0.062,0.116831
49500,0.029,0.938,0.033,0.075575
50000,0.029,0.926,0.045,0.109395
50500,0.029,0.938,0.033,0.082649
51000,0.029,0.946,0.025,0.067067
51500,0.029,0.934,0.037,0.087612
52000,0.029,0.946,0.025,0.060116
52500,0.033,0.946,0.021,0.082297
53000,0.029,0.946,0.025,0.071115
53500,0.029,0.963,0.008,0.049116
54000,0.029,0.942,0.029,0.076410
54500,0.029,0.963,0.008,0.040896
55000,0.029,0.959,0.012,0.057541
55500,0.029,0.955,0.017,0.056220
56000,0.033,0.926,0.041,0.102828
56500,0.033,0.938,0.029,0.082420
57000,0.029,0.942,0.029,0.079378
57500,0.029,0.934,0.037,0.098248
58000,0.029,0.959,0.012,0.062741
58500,0.029,0.909,0.062,0.132007
59000,0.029,0.942,0.029,0.067050
59500,0.029,0.942,0.029,0.063531
60000,0.029,0.946,0.025,0.066065
60500,0.029,0.950,0.021,0.057741
61000,0.029,0.950,0.021,0.065056
61500,0.029,0.967,0.004,0.045050
62000,0.033,0.913,0.054,0.115662
62500,0.029,0.942,0.029,0.075150
63000,0.029,0.955,0.017,0.063931
63500,0.029,0.955,0.017,0.058051
64000,0.029,0.921,0.050,0.105453
64500,0.029,0.950,0.021,0.072022
65000,0.029,0.921,0.050,0.113572
65500,0.029,0.967,0.004,0.038902
66000,0.029,0.930,0.041,0.103316
66500,0.033,0.938,0.029,0.076200
67000,0.029,0.930,0.041,0.101773
67500,0.029,0.938,0.033,0.072502
68000,0.037,0.955,0.008,0.047784
68500,0.033,0.909,0.058,0.125887
69000,0.033,0.921,0.045,0.119855
69500,0.029,0.950,0.021,0.067962
70000,0.029,0.934,0.037,0.082216
70500,0.029,0.934,0.037,0.090177
71000,0.029,0.880,0.091,0.150097
71500,0.029,0.942,0.029,0.071261
72000,0.029,0.921,0.050,0.127228
72500,0.029,0.967,0.004,0.037889
73000,0.029,0.938,0.033,0.091611
73500,0.033,0.926,0.041,0.107296
74000,0.029,0.909,0.062,0.138603
74500,0.029,0.930,0.041,0.112348
75000,0.029,0.946,0.025,0.071452
75500,0.029,0.955,0.017,0.061559
76000,0.029,0.946,0.025,0.075353
76500,0.029,0.963,0.008,0.040462
77000,0.029,0.950,0.021,0.060575
77500,0.029,0.946,0.025,0.072773
78000,0.033,0.913,0.054,0.126456
78500,0.033,0.938,0.029,0.082277
79000,0.029,0.926,0.045,0.111186
79500,0.029,0.950,0.021,0.075572
80000,0.029,0.942,0.029,0.074218
80500,0.029,0.942,0.029,0.081909
81000,0.029,0.963,0.008,0.041451
81500,0.029,0.950,0.021,0.066436
82000,0.029,0.917,0.054,0.106189
82500,0.029,0.959,0.012,0.046634
83000,0.029,0.950,0.021,0.055088
83500,0.029,0.938,0.033,0.081480
84000,0.029,0.950,0.021,0.055113
84500,0.029,0.946,0.025,0.075468
85000,0.029,0.963,0.008,0.042406
85500,0.029,0.959,0.012,0.050260
86000,0.029,0.955,0.017,0.058862
86500,0.029,0.938,0.033,0.067972
87000,0.041,0.855,0.103,0.210269
87500,0.029,0.946,0.025,0.072760
88000,0.029,0.942,0.029,0.076360
88500,0.037,0.926,0.037,0.106095
89000,0.029,0.901,0.070,0.149472
89500,0.029,0.930,0.041,0.090066
90000,0.029,0.938,0.033,0.083328
90500,0.029,0.959,0.012,0.049677
91000,0.037,0.905,0.058,0.143931
91500,0.029,0.934,0.037,0.092215
92000,0.029,0.934,0.037,0.095094
92500,0.029,0.934,0.037,0.106529
93000,0.029,0.950,0.021,0.066942
93500,0.029,0.963,0.008,0.040687
94000,0.029,0.950,0.021,0.066382
94500,0.029,0.946,0.025,0.076809
95000,0.029,0.934,0.037,0.108001
95500,0.029,0.946,0.025,0.072278
96000,0.029,0.946,0.025,0.074533
96500,0.029,0.955,0.017,0.064971
97000,0.029,0.926,0.045,0.100081
97500,0.029,0.963,0.008,0.043485
98000,0.029,0.921,0.050,0.127908
98500,0.037,0.864,0.099,0.188178
99000,0.029,0.955,0.017,0.056219
99500,0.029,0.963,0.008,0.050170
100000,0.029,0.967,0.004,0.038084
