time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.913,0.057,0.132204
1000,0.042,0.871,0.087,0.180591
1500,0.037,0.866,0.097,0.176451
2000,0.032,0.888,0.079,0.145553
2500,0.037,0.896,0.067,0.120999
3000,0.040,0.844,0.117,0.215865
3500,0.052,0.831,0.117,0.214960
4000,0.045,0.759,0.196,0.302618
4500,0.074,0.734,0.191,0.323060
5000,0.069,0.717,0.213,0.343823
5500,0.084,0.712,0.203,0.340308
6000,0.109,0.665,0.226,0.388074
6500,0.112,0.633,0.256,0.399802
7000,0.127,0.658,0.216,0.350367
7500,0.109,0.677,0.213,0.344720
8000,0.089,0.653,0.258,0.385545
8500,0.109,0.660,0.231,0.376700
9000,0.102,0.680,0.218,0.348712
9500,0.079,0.722,0.199,0.321012
10000,0.079,0.739,0.181,0.300339
10500,0.097,0.675,0.228,0.378771
11000,0.117,0.623,0.261,0.414636
11500,0.102,0.663,0.236,0.364019
12000,0.132,0.605,0.263,0.414545
12500,0.112,0.635,0.253,0.361441
13000,0.127,0.667,0.206,0.344523
13500,0.127,0.650,0.223,0.373149
14000,0.082,0.700,0.218,0.324746
14500,0.102,0.675,0.223,0.361454
15000,0.079,0.685,0.236,0.332869
15500,0.077,0.692,0.231,0.343081
16000,0.077,0.757,0.166,0.262053
16500,0.089,0.700,0.211,0.345051
17000,0.069,0.717,0.213,0.327078
17500,0.060,0.739,0.201,0.273850
18000,0.057,0.747,0.196,0.300133
18500,0.077,0.697,0.226,0.340035
19000,0.077,0.692,0.231,0.343243
19500,0.074,0.675,0.251,0.346916
20000,0.084,0.660,0.256,0.354759
20500,0.107,0.667,0.226,0.363269
21000,0.087,0.705,0.208,0.335242
21500,0.067,0.702,0.231,0.335360
22000,0.069,0.655,0.275,0.359031
22500,0.092,0.739,0.169,0.302415
23000,0.092,0.672,0.236,0.368666
23500,0.072,0.705,0.223,0.325673
24000,0.057,0.752,0.191,0.291926
24500,0.065,0.772,0.164,0.276694
25000,0.045,0.819,0.136,0.230656
25500,0.047,0.811,0.141,0.224616
26000,0.057,0.816,0.127,0.236699
26500,0.052,0.806,0.141,0.240553
27000,0.055,0.754,0.191,0.300724
27500,0.060,0.801,0.139,0.230018
28000,0.074,0.752,0.174,0.315012
28500,0.065,0.789,0.146,0.260467
29000,0.052,0.772,0.176,0.255326
29500,0.047,0.782,0.171,0.255451
30000,0.067,0.752,0.181,0.297504
30500,0.084,0.752,0.164,0.306557
31000,0.094,0.757,0.149,0.299597
31500,0.089,0.734,0.176,0.329096
32000,0.082,0.700,0.218,0.346728
32500,0.065,0.787,0.149,0.227746
33000,0.067,0.767,0.166,0.254182
33500,0.072,0.742,0.186,0.286988
34000,0.062,0.730,0.208,0.312662
34500,0.050,0.717,0.233,0.324936
35000,0.052,0.722,0.226,0.319172
35500,0.089,0.697,0.213,0.359479
36000,0.069,0.697,0.233,0.321541
36500,0.062,0.732,0.206,0.285703
37000,0.060,0.774,0.166,0.256003
37500,0.065,0.752,0.184,0.297841
38000,0.079,0.744,0.176,0.314861
38500,0.072,0.732,0.196,0.309600
39000,0.077,0.727,0.196,0.311245
39500,0.099,0.702,0.199,0.346720
40000,0.082,0.705,0.213,0.347947
40500,0.107,0.727,0.166,0.312213
41000,0.097,0.687,0.216,0.330635
41500,0.092,0.702,0.206,0.336236
42000,0.079,0.707,0.213,0.329311
42500,0.082,0.702,0.216,0.337791
43000,0.072,0.764,0.164,0.290513
43500,0.082,0.720,0.199,0.322416
44000,0.060,0.774,0.166,0.245537
44500,0.062,0.809,0.129,0.216037
45000,0.060,0.787,0.154,0.252774
45500,0.074,0.774,0.151,0.280785
46000,0.092,0.779,0.129,0.265164
46500,0.089,0.754,0.156,0.281295
47000,0.079,0.757,0.164,0.277210
47500,0.094,0.757,0.149,0.257107
48000,0.082,0.744,0.174,0.285460
48500,0.089,0.700,0.211,0.335554
49000,0.077,0.690,0.233,0.338895
49500,0.104,0.667,0.228,0.358491
50000,0.114,0.648,0.238,0.373203
50500,0.124,0.660,0.216,0.380577
51000,0.112,0.643,0.246,0.390812
51500,0.102,0.655,0.243,0.371567
52000,0.102,0.717,0.181,0.314987
52500,0.099,0.702,0.199,0.351469
53000,0.134,0.638,0.228,0.403477
53500,0.169,0.578,0.253,0.451237
54000,0.146,0.543,0.310,0.451348
54500,0.146,0.553,0.300,0.421447
55000,0.136,0.583,0.280,0.416484
55500,0.129,0.598,0.273,0.416261
56000,0.141,0.608,0.251,0.400160
56500,0.124,0.620,0.256,0.391570
57000,0.151,0.571,0.278,0.440451
57500,0.151,0.578,0.270,0.419112
58000,0.141,0.623,0.236,0.405611
58500,0.109,0.653,0.238,0.360421
59000,0.119,0.648,0.233,0.363251
59500,0.097,0.667,0.236,0.359604
60000,0.074,0.702,0.223,0.318439
60500,0.069,0.722,0.208,0.314183
61000,0.099,0.625,0.275,0.393484
61500,0.082,0.730,0.189,0.298304
62000,0.060,0.702,0.238,0.327185
62500,0.089,0.697,0.213,0.350262
63000,0.134,0.640,0.226,0.383374
63500,0.117,0.658,0.226,0.366719
64000,0.132,0.672,0.196,0.384562
64500,0.099,0.682,0.218,0.356144
65000,0.114,0.633,0.253,0.380399
65500,0.146,0.591,0.263,0.417374
66000,0.129,0.605,0.266,0.404971
66500,0.107,0.645,0.248,0.377673
67000,0.089,0.710,0.201,0.333266
67500,0.084,0.769,0.146,0.274336
68000,0.092,0.734,0.174,0.307057
68500,0.089,0.722,0.189,0.307509
69000,0.092,0.680,0.228,0.353243
69500,0.094,0.615,0.290,0.407539
70000,0.077,0.682,0.241,0.342618
70500,0.099,0.655,0.246,0.368814
71000,0.077,0.677,0.246,0.360949
71500,0.077,0.675,0.248,0.354335
72000,0.087,0.687,0.226,0.335116
72500,0.094,0.648,0.258,0.373330
73000,0.089,0.672,0.238,0.347936
73500,0.112,0.643,0.246,0.385811
74000,0.099,0.660,0.241,0.365922
74500,0.102,0.670,0.228,0.364115
75000,0.119,0.630,0.251,0.403169
75500,0.097,0.667,0.236,0.361927
76000,0.099,0.667,0.233,0.370354
76500,0.122,0.643,0.236,0.402933
77000,0.149,0.615,0.236,0.410790
77500,0.129,0.645,0.226,0.398348
78000,0.151,0.608,0.241,0.411319
78500,0.117,0.603,0.280,0.407079
79000,0.151,0.551,0.298,0.443662
79500,0.179,0.538,0.283,0.454424
80000,0.141,0.596,0.263,0.396531
80500,0.169,0.506,0.325,0.456854
81000,0.196,0.501,0.303,0.469356
81500,0.171,0.501,0.328,0.465750
82000,0.174,0.531,0.295,0.445625
82500,0.181,0.561,0.258,0.444496
83000,0.181,0.556,0.263,0.451043
83500,0.169,0.561,0.270,0.449033
84000,0.164,0.558,0.278,0.438968
84500,0.134,0.620,0.246,0.386034
85000,0.119,0.640,0.241,0.383211
85500,0.117,0.625,0.258,0.379513
86000,0.166,0.571,0.263,0.444615
86500,0.176,0.566,0.258,0.440068
