time,n_A+p,n_B,n_AB
100,0.239,0.457,0.304
200,0.261,0.348,0.391
300,0.196,0.370,0.435
400,0.293,0.380,0.326
500,0.315,0.359,0.326
600,0.207,0.446,0.348
700,0.141,0.489,0.370
800,0.065,0.609,0.326
900,0.065,0.707,0.228
1000,0.087,0.663,0.250
1100,0.054,0.761,0.185
1200,0.065,0.761,0.174
1300,0.022,0.815,0.163
1400,0.043,0.793,0.163
1500,0.011,0.859,0.130
1600,0.011,0.902,0.087
1700,0.000,0.935,0.065
1800,0.000,0.967,0.033
1900,0.000,0.967,0.033
2000,0.000,0.967,0.033
2100,0.000,0.967,0.033
2200,0.000,0.935,0.065
2300,0.000,0.978,0.022
2400,0.000,0.978,0.022
2500,0.000,0.989,0.011
2600,0.000,0.989,0.011
2700,0.000,1.000,0.000
