time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.912,0.060,0.129126
1000,0.037,0.908,0.055,0.142390
1500,0.037,0.866,0.097,0.191272
2000,0.028,0.857,0.115,0.192704
2500,0.028,0.829,0.143,0.219922
3000,0.074,0.876,0.051,0.168932
3500,0.055,0.834,0.111,0.215568
4000,0.037,0.862,0.101,0.175659
4500,0.037,0.880,0.083,0.164252
5000,0.032,0.825,0.143,0.239492
5500,0.041,0.885,0.074,0.162515
6000,0.028,0.816,0.157,0.253386
6500,0.028,0.926,0.046,0.096536
7000,0.046,0.894,0.060,0.148823
7500,0.037,0.903,0.060,0.130998
8000,0.028,0.866,0.106,0.188961
8500,0.037,0.866,0.097,0.150885
9000,0.078,0.788,0.134,0.234417
9500,0.060,0.802,0.138,0.231016
10000,0.037,0.825,0.138,0.215326
10500,0.037,0.889,0.074,0.135580
11000,0.037,0.903,0.060,0.136394
11500,0.041,0.885,0.074,0.160505
12000,0.051,0.866,0.083,0.185453
12500,0.037,0.866,0.097,0.168619
13000,0.046,0.834,0.120,0.230468
13500,0.037,0.876,0.088,0.172311
14000,0.041,0.885,0.074,0.159914
14500,0.065,0.765,0.171,0.295130
15000,0.046,0.853,0.101,0.193771
15500,0.041,0.862,0.097,0.189855
16000,0.041,0.825,0.134,0.239456
16500,0.028,0.829,0.143,0.215640
17000,0.069,0.811,0.120,0.235191
17500,0.037,0.880,0.083,0.142069
18000,0.051,0.862,0.088,0.188991
18500,0.046,0.871,0.083,0.178702
19000,0.037,0.876,0.088,0.181560
19500,0.032,0.880,0.088,0.173205
20000,0.037,0.839,0.124,0.226304
20500,0.032,0.876,0.092,0.184348
21000,0.060,0.770,0.171,0.309829
21500,0.046,0.825,0.129,0.210815
22000,0.046,0.820,0.134,0.232131
22500,0.065,0.802,0.134,0.257430
23000,0.041,0.820,0.138,0.229262
23500,0.041,0.816,0.143,0.234444
24000,0.041,0.889,0.069,0.134833
24500,0.041,0.848,0.111,0.192026
25000,0.051,0.816,0.134,0.225207
25500,0.055,0.834,0.111,0.209106
26000,0.037,0.853,0.111,0.206050
26500,0.037,0.857,0.106,0.204944
27000,0.051,0.843,0.106,0.217188
27500,0.046,0.839,0.115,0.198901
28000,0.037,0.857,0.106,0.174438
28500,0.060,0.825,0.115,0.228547
29000,0.060,0.820,0.120,0.249061
29500,0.032,0.880,0.088,0.166948
30000,0.028,0.899,0.074,0.136504
30500,0.041,0.866,0.092,0.161708
31000,0.032,0.862,0.106,0.173266
31500,0.037,0.848,0.115,0.203290
32000,0.046,0.802,0.152,0.269286
32500,0.060,0.839,0.101,0.183960
33000,0.069,0.829,0.101,0.214133
33500,0.078,0.816,0.106,0.246643
34000,0.051,0.829,0.120,0.230736
34500,0.037,0.843,0.120,0.200746
35000,0.032,0.857,0.111,0.183382
35500,0.051,0.843,0.106,0.194561
36000,0.032,0.843,0.124,0.204100
36500,0.032,0.853,0.115,0.187522
37000,0.037,0.760,0.203,0.276520
37500,0.060,0.797,0.143,0.241876
38000,0.041,0.820,0.138,0.213510
38500,0.065,0.783,0.152,0.260022
39000,0.097,0.765,0.138,0.266012
39500,0.037,0.829,0.134,0.200503
40000,0.041,0.843,0.115,0.203912
40500,0.032,0.880,0.088,0.141341
41000,0.028,0.866,0.106,0.179101
41500,0.060,0.793,0.147,0.273983
42000,0.037,0.820,0.143,0.243209
42500,0.046,0.853,0.101,0.207509
43000,0.060,0.839,0.101,0.190573
43500,0.041,0.839,0.120,0.187644
44000,0.041,0.829,0.129,0.219089
44500,0.032,0.922,0.046,0.100170
45000,0.037,0.876,0.088,0.160331
45500,0.051,0.839,0.111,0.213465
46000,0.028,0.866,0.106,0.174744
46500,0.032,0.880,0.088,0.162304
47000,0.051,0.839,0.111,0.186136
47500,0.046,0.820,0.134,0.198427
48000,0.032,0.894,0.074,0.137280
48500,0.028,0.894,0.078,0.136426
49000,0.032,0.843,0.124,0.186409
49500,0.046,0.820,0.134,0.214854
50000,0.032,0.816,0.152,0.243687
50500,0.028,0.793,0.180,0.252254
51000,0.046,0.811,0.143,0.238800
51500,0.041,0.839,0.120,0.183334
52000,0.060,0.816,0.124,0.246901
52500,0.032,0.825,0.143,0.233953
53000,0.041,0.834,0.124,0.197883
53500,0.028,0.894,0.078,0.135142
54000,0.046,0.889,0.065,0.147080
54500,0.032,0.880,0.088,0.170572
55000,0.037,0.899,0.065,0.148509
55500,0.041,0.862,0.097,0.200507
56000,0.037,0.871,0.092,0.154113
56500,0.032,0.876,0.092,0.171494
57000,0.032,0.857,0.111,0.191145
57500,0.041,0.802,0.157,0.263224
58000,0.083,0.756,0.161,0.285633
58500,0.046,0.760,0.194,0.276865
59000,0.069,0.728,0.203,0.336334
59500,0.074,0.760,0.166,0.305534
60000,0.037,0.783,0.180,0.257294
60500,0.069,0.742,0.189,0.298198
61000,0.046,0.696,0.258,0.343679
61500,0.051,0.806,0.143,0.235080
62000,0.069,0.728,0.203,0.308806
62500,0.055,0.783,0.161,0.261397
63000,0.074,0.788,0.138,0.245773
63500,0.083,0.728,0.189,0.327028
64000,0.055,0.747,0.198,0.300451
64500,0.041,0.760,0.198,0.273468
65000,0.074,0.793,0.134,0.266612
65500,0.051,0.797,0.152,0.253685
66000,0.032,0.848,0.120,0.179267
66500,0.032,0.871,0.097,0.178451
67000,0.041,0.839,0.120,0.218892
67500,0.046,0.793,0.161,0.241924
68000,0.028,0.857,0.115,0.188157
68500,0.028,0.880,0.092,0.160176
69000,0.028,0.853,0.120,0.194423
69500,0.028,0.894,0.078,0.149225
70000,0.032,0.894,0.074,0.117678
70500,0.041,0.894,0.065,0.130456
71000,0.041,0.880,0.078,0.156255
71500,0.028,0.917,0.055,0.103015
72000,0.032,0.931,0.037,0.105842
72500,0.028,0.894,0.078,0.141840
73000,0.032,0.880,0.088,0.165461
73500,0.051,0.816,0.134,0.245992
74000,0.037,0.843,0.120,0.208478
74500,0.051,0.876,0.074,0.159947
75000,0.032,0.885,0.083,0.156542
75500,0.028,0.880,0.092,0.180621
76000,0.032,0.876,0.092,0.182762
76500,0.037,0.880,0.083,0.163079
77000,0.041,0.843,0.115,0.201959
77500,0.046,0.806,0.147,0.261843
78000,0.046,0.751,0.203,0.298627
78500,0.143,0.641,0.217,0.419840
79000,0.078,0.714,0.207,0.339828
