time,n_A+p,n_B,n_AB
100,0.318,0.446,0.236
200,0.260,0.376,0.364
300,0.236,0.355,0.409
400,0.219,0.335,0.446
500,0.207,0.240,0.554
600,0.219,0.236,0.545
700,0.169,0.227,0.603
800,0.161,0.236,0.603
900,0.165,0.240,0.595
1000,0.219,0.182,0.599
1100,0.260,0.190,0.550
1200,0.227,0.178,0.595
1300,0.207,0.207,0.587
1400,0.223,0.169,0.607
1500,0.207,0.136,0.657
1600,0.252,0.103,0.645
1700,0.198,0.128,0.674
1800,0.277,0.149,0.574
1900,0.269,0.153,0.579
2000,0.273,0.165,0.562
2100,0.236,0.169,0.595
2200,0.231,0.186,0.583
2300,0.264,0.140,0.595
2400,0.248,0.120,0.632
2500,0.223,0.182,0.595
2600,0.211,0.202,0.587
2700,0.202,0.215,0.583
2800,0.236,0.182,0.583
2900,0.223,0.145,0.632
3000,0.194,0.140,0.665
3100,0.252,0.116,0.632
3200,0.273,0.124,0.603
3300,0.289,0.120,0.591
3400,0.314,0.153,0.533
3500,0.269,0.140,0.591
3600,0.273,0.198,0.529
3700,0.269,0.186,0.545
3800,0.269,0.186,0.545
3900,0.256,0.128,0.616
4000,0.302,0.120,0.579
4100,0.326,0.107,0.566
4200,0.343,0.112,0.545
4300,0.360,0.099,0.541
4400,0.339,0.103,0.558
4500,0.360,0.132,0.508
4600,0.347,0.112,0.541
4700,0.339,0.112,0.550
4800,0.331,0.120,0.550
4900,0.351,0.153,0.496
5000,0.335,0.136,0.529
5100,0.376,0.120,0.504
5200,0.364,0.095,0.541
5300,0.355,0.074,0.570
5400,0.360,0.087,0.554
5500,0.368,0.083,0.550
5600,0.380,0.050,0.570
5700,0.372,0.066,0.562
5800,0.343,0.083,0.574
5900,0.372,0.087,0.541
6000,0.351,0.091,0.558
6100,0.318,0.103,0.579
6200,0.318,0.099,0.583
6300,0.347,0.103,0.550
6400,0.314,0.095,0.591
6500,0.302,0.083,0.616
6600,0.281,0.083,0.636
6700,0.306,0.116,0.579
6800,0.314,0.112,0.574
6900,0.281,0.107,0.612
7000,0.289,0.107,0.603
7100,0.302,0.128,0.570
7200,0.331,0.120,0.550
7300,0.314,0.107,0.579
7400,0.264,0.132,0.603
7500,0.269,0.157,0.574
7600,0.256,0.140,0.603
7700,0.231,0.157,0.612
7800,0.293,0.157,0.550
7900,0.289,0.149,0.562
8000,0.281,0.136,0.583
8100,0.289,0.120,0.591
8200,0.236,0.186,0.579
8300,0.264,0.202,0.533
8400,0.248,0.157,0.595
8500,0.236,0.165,0.599
8600,0.244,0.194,0.562
8700,0.194,0.194,0.612
8800,0.174,0.215,0.612
8900,0.153,0.211,0.636
9000,0.194,0.174,0.632
9100,0.227,0.157,0.616
9200,0.219,0.124,0.657
9300,0.248,0.140,0.612
9400,0.240,0.107,0.653
9500,0.178,0.132,0.690
9600,0.207,0.124,0.669
9700,0.252,0.157,0.591
9800,0.227,0.169,0.603
9900,0.190,0.219,0.591
10000,0.190,0.231,0.579
10100,0.178,0.281,0.541
10200,0.161,0.244,0.595
10300,0.149,0.281,0.570
10400,0.161,0.318,0.521
10500,0.157,0.277,0.566
10600,0.136,0.260,0.603
10700,0.149,0.227,0.624
10800,0.161,0.256,0.583
10900,0.140,0.277,0.583
11000,0.132,0.260,0.607
11100,0.116,0.236,0.649
11200,0.140,0.207,0.653
11300,0.112,0.207,0.682
11400,0.103,0.277,0.620
11500,0.099,0.310,0.591
11600,0.124,0.376,0.500
11700,0.157,0.326,0.517
11800,0.157,0.248,0.595
11900,0.140,0.252,0.607
12000,0.132,0.256,0.612
12100,0.149,0.269,0.583
12200,0.198,0.244,0.558
12300,0.202,0.215,0.583
12400,0.227,0.202,0.570
12500,0.244,0.207,0.550
12600,0.194,0.186,0.620
12700,0.207,0.252,0.541
12800,0.236,0.182,0.583
12900,0.236,0.202,0.562
13000,0.219,0.215,0.566
13100,0.169,0.207,0.624
13200,0.169,0.240,0.591
13300,0.194,0.202,0.603
13400,0.202,0.186,0.612
13500,0.236,0.186,0.579
13600,0.260,0.169,0.570
13700,0.285,0.153,0.562
13800,0.236,0.116,0.649
13900,0.227,0.153,0.620
14000,0.264,0.120,0.616
14100,0.298,0.128,0.574
14200,0.281,0.099,0.620
14300,0.273,0.091,0.636
14400,0.273,0.120,0.607
14500,0.240,0.161,0.599
14600,0.269,0.157,0.574
14700,0.281,0.140,0.579
14800,0.302,0.120,0.579
14900,0.293,0.182,0.525
15000,0.260,0.207,0.533
15100,0.252,0.182,0.566
15200,0.186,0.182,0.632
15300,0.202,0.194,0.603
15400,0.186,0.244,0.570
15500,0.190,0.207,0.603
15600,0.215,0.174,0.612
15700,0.215,0.178,0.607
15800,0.223,0.174,0.603
15900,0.219,0.227,0.554
16000,0.190,0.236,0.574
16100,0.186,0.198,0.616
16200,0.211,0.198,0.591
16300,0.236,0.227,0.537
16400,0.219,0.194,0.587
16500,0.186,0.178,0.636
16600,0.207,0.190,0.603
16700,0.198,0.227,0.574
16800,0.178,0.248,0.574
16900,0.165,0.215,0.620
17000,0.153,0.236,0.612
17100,0.149,0.207,0.645
17200,0.116,0.211,0.674
17300,0.124,0.211,0.665
17400,0.140,0.248,0.612
17500,0.145,0.264,0.591
17600,0.120,0.264,0.616
17700,0.169,0.289,0.541
17800,0.153,0.264,0.583
17900,0.116,0.260,0.624
18000,0.112,0.240,0.649
18100,0.112,0.211,0.678
18200,0.095,0.215,0.690
18300,0.112,0.269,0.620
18400,0.124,0.260,0.616
18500,0.099,0.277,0.624
18600,0.103,0.318,0.579
18700,0.099,0.339,0.562
18800,0.079,0.351,0.570
18900,0.066,0.339,0.595
19000,0.070,0.376,0.554
19100,0.050,0.413,0.537
19200,0.079,0.442,0.479
19300,0.070,0.434,0.496
19400,0.074,0.318,0.607
19500,0.091,0.351,0.558
19600,0.079,0.318,0.603
19700,0.062,0.298,0.640
19800,0.091,0.318,0.591
19900,0.095,0.326,0.579
20000,0.087,0.314,0.599
20100,0.099,0.335,0.566
20200,0.124,0.331,0.545
20300,0.124,0.343,0.533
20400,0.132,0.306,0.562
20500,0.136,0.318,0.545
20600,0.169,0.260,0.570
20700,0.194,0.260,0.545
20800,0.174,0.231,0.595
20900,0.153,0.289,0.558
21000,0.169,0.281,0.550
21100,0.169,0.314,0.517
21200,0.145,0.285,0.570
21300,0.124,0.293,0.583
21400,0.124,0.331,0.545
21500,0.145,0.335,0.521
21600,0.132,0.360,0.508
21700,0.120,0.343,0.537
21800,0.120,0.347,0.533
21900,0.153,0.306,0.541
22000,0.153,0.273,0.574
22100,0.145,0.269,0.587
22200,0.124,0.269,0.607
22300,0.178,0.277,0.545
22400,0.174,0.298,0.529
22500,0.161,0.306,0.533
22600,0.124,0.293,0.583
22700,0.153,0.285,0.562
22800,0.161,0.281,0.558
22900,0.124,0.322,0.554
23000,0.120,0.302,0.579
23100,0.091,0.326,0.583
23200,0.112,0.347,0.541
23300,0.149,0.306,0.545
23400,0.169,0.302,0.529
23500,0.178,0.322,0.500
23600,0.190,0.269,0.541
23700,0.236,0.215,0.550
23800,0.252,0.153,0.595
23900,0.240,0.136,0.624
24000,0.273,0.112,0.616
24100,0.273,0.103,0.624
24200,0.244,0.116,0.640
24300,0.252,0.107,0.640
24400,0.343,0.095,0.562
24500,0.347,0.070,0.583
24600,0.331,0.083,0.587
24700,0.339,0.095,0.566
24800,0.335,0.103,0.562
24900,0.393,0.107,0.500
25000,0.339,0.136,0.525
25100,0.306,0.103,0.591
25200,0.273,0.153,0.574
25300,0.289,0.149,0.562
25400,0.302,0.132,0.566
25500,0.281,0.116,0.603
25600,0.318,0.132,0.550
25700,0.285,0.157,0.558
25800,0.306,0.128,0.566
25900,0.314,0.062,0.624
26000,0.335,0.058,0.607
26100,0.355,0.070,0.574
26200,0.335,0.087,0.579
26300,0.355,0.058,0.587
26400,0.397,0.070,0.533
26500,0.376,0.095,0.529
26600,0.347,0.074,0.579
26700,0.331,0.087,0.583
26800,0.298,0.103,0.599
26900,0.236,0.095,0.669
27000,0.231,0.074,0.694
27100,0.215,0.140,0.645
27200,0.215,0.153,0.632
27300,0.227,0.186,0.587
27400,0.211,0.186,0.603
27500,0.186,0.182,0.632
27600,0.207,0.211,0.583
27700,0.215,0.186,0.599
27800,0.273,0.169,0.558
27900,0.244,0.169,0.587
