time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.953,0.017,0.077998
1000,0.030,0.928,0.042,0.107942
1500,0.030,0.891,0.079,0.167822
2000,0.037,0.891,0.072,0.164461
2500,0.035,0.903,0.062,0.131445
3000,0.030,0.931,0.040,0.086761
3500,0.032,0.886,0.082,0.167321
4000,0.030,0.906,0.065,0.138984
4500,0.035,0.893,0.072,0.168967
5000,0.032,0.913,0.055,0.134026
5500,0.037,0.878,0.084,0.184667
6000,0.037,0.876,0.087,0.194159
6500,0.050,0.873,0.077,0.175925
7000,0.035,0.876,0.089,0.165152
7500,0.032,0.851,0.117,0.218944
8000,0.032,0.859,0.109,0.184313
8500,0.045,0.868,0.087,0.177591
9000,0.040,0.866,0.094,0.188612
9500,0.037,0.893,0.069,0.140822
10000,0.035,0.888,0.077,0.170412
10500,0.032,0.876,0.092,0.174837
11000,0.037,0.834,0.129,0.243278
11500,0.042,0.846,0.112,0.212899
12000,0.037,0.864,0.099,0.194485
12500,0.045,0.826,0.129,0.216756
13000,0.040,0.834,0.127,0.205469
13500,0.040,0.856,0.104,0.175409
14000,0.037,0.851,0.112,0.197889
14500,0.035,0.829,0.136,0.222761
15000,0.040,0.804,0.156,0.245766
15500,0.042,0.816,0.141,0.239631
16000,0.035,0.826,0.139,0.222800
16500,0.040,0.834,0.127,0.209533
17000,0.047,0.829,0.124,0.224880
17500,0.057,0.819,0.124,0.227666
18000,0.037,0.824,0.139,0.235244
18500,0.037,0.831,0.132,0.226195
19000,0.042,0.859,0.099,0.190220
19500,0.035,0.871,0.094,0.148677
20000,0.037,0.861,0.102,0.167663
20500,0.030,0.871,0.099,0.162481
21000,0.030,0.888,0.082,0.140787
21500,0.030,0.891,0.079,0.128565
22000,0.035,0.886,0.079,0.146300
22500,0.040,0.871,0.089,0.180251
23000,0.037,0.861,0.102,0.175188
23500,0.035,0.859,0.107,0.190199
24000,0.040,0.861,0.099,0.172572
24500,0.035,0.871,0.094,0.152629
25000,0.045,0.831,0.124,0.222793
25500,0.047,0.831,0.122,0.203624
26000,0.035,0.849,0.117,0.193174
26500,0.045,0.826,0.129,0.222711
27000,0.040,0.824,0.136,0.210364
27500,0.047,0.794,0.159,0.250747
28000,0.040,0.804,0.156,0.251415
28500,0.047,0.829,0.124,0.208008
29000,0.042,0.829,0.129,0.208932
29500,0.037,0.859,0.104,0.172591
30000,0.040,0.841,0.119,0.217171
30500,0.037,0.891,0.072,0.178813
31000,0.042,0.866,0.092,0.193167
31500,0.040,0.854,0.107,0.206910
32000,0.037,0.898,0.065,0.127335
32500,0.035,0.876,0.089,0.170274
33000,0.037,0.888,0.074,0.173099
33500,0.035,0.861,0.104,0.187545
34000,0.035,0.854,0.112,0.211475
34500,0.040,0.876,0.084,0.176765
35000,0.030,0.891,0.079,0.142321
35500,0.030,0.891,0.079,0.160158
36000,0.030,0.908,0.062,0.131186
36500,0.037,0.913,0.050,0.145019
37000,0.032,0.916,0.052,0.103879
37500,0.040,0.881,0.079,0.168924
38000,0.040,0.864,0.097,0.186558
38500,0.045,0.854,0.102,0.199504
39000,0.040,0.851,0.109,0.209282
39500,0.047,0.816,0.136,0.238822
40000,0.045,0.844,0.112,0.203682
40500,0.040,0.821,0.139,0.232307
41000,0.052,0.824,0.124,0.235460
41500,0.042,0.839,0.119,0.199604
42000,0.037,0.809,0.154,0.241060
42500,0.052,0.824,0.124,0.220411
43000,0.052,0.821,0.127,0.215596
43500,0.045,0.824,0.132,0.213999
44000,0.037,0.846,0.117,0.215976
44500,0.040,0.868,0.092,0.171122
45000,0.035,0.864,0.102,0.201641
45500,0.040,0.844,0.117,0.205828
46000,0.037,0.873,0.089,0.150292
46500,0.037,0.871,0.092,0.160545
47000,0.042,0.856,0.102,0.192614
47500,0.032,0.821,0.146,0.241714
48000,0.047,0.826,0.127,0.230889
48500,0.042,0.821,0.136,0.212984
49000,0.062,0.801,0.136,0.255522
49500,0.055,0.789,0.156,0.276359
50000,0.055,0.824,0.122,0.212574
50500,0.052,0.794,0.154,0.250966
51000,0.037,0.797,0.166,0.253422
51500,0.042,0.806,0.151,0.236244
52000,0.035,0.834,0.132,0.191287
52500,0.047,0.831,0.122,0.225308
53000,0.057,0.809,0.134,0.253797
