time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.031,0.939,0.031,0.107570
1000,0.031,0.939,0.031,0.103817
1500,0.031,0.945,0.024,0.098254
2000,0.028,0.942,0.031,0.102174
2500,0.028,0.930,0.043,0.120720
3000,0.028,0.966,0.006,0.058626
3500,0.028,0.948,0.024,0.086716
4000,0.034,0.908,0.058,0.142348
4500,0.034,0.933,0.034,0.099927
5000,0.028,0.933,0.040,0.109022
5500,0.031,0.945,0.024,0.089115
6000,0.031,0.930,0.040,0.111081
6500,0.031,0.911,0.058,0.134785
7000,0.028,0.908,0.064,0.142082
7500,0.037,0.933,0.031,0.105562
8000,0.034,0.942,0.024,0.088276
8500,0.028,0.930,0.043,0.103042
9000,0.049,0.884,0.067,0.177770
9500,0.037,0.896,0.067,0.168967
10000,0.031,0.948,0.021,0.084433
10500,0.031,0.948,0.021,0.086050
11000,0.034,0.930,0.037,0.100539
11500,0.040,0.905,0.055,0.128390
12000,0.037,0.917,0.046,0.117638
12500,0.040,0.914,0.046,0.124003
13000,0.031,0.911,0.058,0.137464
13500,0.028,0.917,0.055,0.134610
14000,0.034,0.924,0.043,0.119476
14500,0.040,0.890,0.070,0.158735
15000,0.040,0.933,0.028,0.091604
15500,0.037,0.927,0.037,0.111907
16000,0.031,0.954,0.015,0.069333
16500,0.031,0.948,0.021,0.082668
17000,0.034,0.945,0.021,0.088208
17500,0.031,0.936,0.034,0.108027
18000,0.043,0.902,0.055,0.153683
18500,0.043,0.911,0.046,0.132168
19000,0.031,0.927,0.043,0.100672
19500,0.034,0.951,0.015,0.074484
20000,0.028,0.917,0.055,0.128309
20500,0.031,0.945,0.024,0.090136
21000,0.031,0.930,0.040,0.111604
21500,0.031,0.914,0.055,0.130006
22000,0.028,0.927,0.046,0.122762
22500,0.040,0.905,0.055,0.141246
23000,0.037,0.887,0.076,0.171889
23500,0.046,0.890,0.064,0.154397
24000,0.031,0.908,0.061,0.147984
24500,0.034,0.920,0.046,0.118901
25000,0.031,0.927,0.043,0.122660
25500,0.028,0.948,0.024,0.083414
26000,0.040,0.917,0.043,0.126791
26500,0.031,0.954,0.015,0.069762
27000,0.034,0.927,0.040,0.113004
27500,0.031,0.924,0.046,0.115540
28000,0.028,0.948,0.024,0.085629
28500,0.031,0.936,0.034,0.095913
29000,0.037,0.920,0.043,0.114792
29500,0.034,0.939,0.028,0.101186
30000,0.034,0.920,0.046,0.117420
30500,0.028,0.927,0.046,0.110422
31000,0.028,0.960,0.012,0.072479
31500,0.028,0.902,0.070,0.139774
32000,0.034,0.917,0.049,0.117914
32500,0.043,0.899,0.058,0.144024
33000,0.049,0.875,0.076,0.169142
33500,0.037,0.924,0.040,0.128131
34000,0.028,0.945,0.028,0.082526
34500,0.031,0.942,0.028,0.088129
