time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.878,0.095,0.170087
1000,0.028,0.755,0.217,0.286239
1500,0.037,0.566,0.398,0.379786
2000,0.046,0.333,0.621,0.331927
2500,0.061,0.208,0.731,0.266502
3000,0.061,0.119,0.820,0.203143
3500,0.058,0.125,0.817,0.203413
4000,0.070,0.104,0.826,0.208396
4500,0.098,0.080,0.823,0.216550
5000,0.076,0.070,0.853,0.188393
5500,0.061,0.064,0.875,0.157046
6000,0.055,0.080,0.865,0.180178
6500,0.092,0.049,0.859,0.200480
7000,0.104,0.049,0.847,0.231611
7500,0.083,0.024,0.893,0.163387
8000,0.049,0.024,0.927,0.105236
8500,0.101,0.040,0.859,0.194565
9000,0.095,0.043,0.862,0.199636
9500,0.086,0.034,0.881,0.157152
10000,0.061,0.043,0.896,0.155503
10500,0.086,0.024,0.890,0.148008
11000,0.092,0.015,0.893,0.131270
11500,0.080,0.031,0.890,0.149513
12000,0.086,0.046,0.869,0.182258
12500,0.083,0.092,0.826,0.226611
13000,0.070,0.046,0.884,0.145518
13500,0.104,0.052,0.844,0.185869
14000,0.073,0.058,0.869,0.171976
14500,0.116,0.046,0.838,0.208193
15000,0.098,0.040,0.862,0.189922
15500,0.089,0.028,0.884,0.149278
16000,0.061,0.049,0.890,0.132677
16500,0.046,0.064,0.890,0.138272
17000,0.064,0.052,0.884,0.150755
17500,0.086,0.083,0.832,0.225198
18000,0.067,0.086,0.847,0.198531
18500,0.073,0.058,0.869,0.170796
19000,0.070,0.024,0.905,0.128002
19500,0.089,0.031,0.881,0.150757
20000,0.086,0.024,0.890,0.142115
20500,0.080,0.028,0.893,0.147335
21000,0.092,0.043,0.865,0.180057
21500,0.089,0.028,0.884,0.143110
22000,0.061,0.034,0.905,0.121488
22500,0.067,0.043,0.890,0.154589
23000,0.064,0.034,0.902,0.133218
23500,0.076,0.034,0.890,0.155969
24000,0.070,0.024,0.905,0.138278
24500,0.073,0.028,0.899,0.138501
25000,0.083,0.024,0.893,0.160395
25500,0.092,0.034,0.875,0.181159
26000,0.095,0.052,0.853,0.210291
26500,0.098,0.037,0.865,0.188531
27000,0.104,0.058,0.838,0.223715
