time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.029,0.905,0.066,0.160907
1000,0.029,0.550,0.421,0.404433
1500,0.029,0.194,0.777,0.219111
2000,0.029,0.074,0.897,0.099593
2500,0.029,0.037,0.934,0.069404
3000,0.029,0.012,0.959,0.047265
3500,0.029,0.004,0.967,0.042827
4000,0.029,0.004,0.967,0.042827
4500,0.029,0.004,0.967,0.042827
5000,0.029,0.004,0.967,0.042827
5500,0.029,0.004,0.967,0.042827
6000,0.029,0.004,0.967,0.042827
6500,0.029,0.004,0.967,0.042827
7000,0.029,0.004,0.967,0.042827
7500,0.029,0.004,0.967,0.042827
8000,0.029,0.004,0.967,0.042827
8500,0.029,0.000,0.971,0.041210
9000,0.029,0.000,0.971,0.041210
9500,0.029,0.000,0.971,0.041210
10000,0.029,0.000,0.971,0.041210
10500,0.029,0.000,0.971,0.041210
11000,0.029,0.000,0.971,0.041210
11500,0.029,0.000,0.971,0.041210
12000,0.029,0.000,0.971,0.041210
12500,0.029,0.000,0.971,0.041210
13000,0.029,0.000,0.971,0.041210
13500,0.029,0.000,0.971,0.041210
14000,0.029,0.000,0.971,0.041210
14500,0.029,0.000,0.971,0.041210
15000,0.029,0.000,0.971,0.041210
15500,0.029,0.000,0.971,0.041210
16000,0.029,0.000,0.971,0.041210
16500,0.029,0.000,0.971,0.041210
17000,0.029,0.000,0.971,0.041210
17500,0.029,0.000,0.971,0.041210
18000,0.029,0.000,0.971,0.041210
18500,0.029,0.000,0.971,0.041210
19000,0.029,0.000,0.971,0.041210
19500,0.029,0.000,0.971,0.041210
20000,0.029,0.000,0.971,0.041210
20500,0.029,0.000,0.971,0.041210
21000,0.029,0.000,0.971,0.041210
21500,0.029,0.000,0.971,0.041210
22000,0.029,0.000,0.971,0.041210
22500,0.029,0.000,0.971,0.041210
23000,0.029,0.000,0.971,0.041210
23500,0.029,0.000,0.971,0.041210
24000,0.029,0.000,0.971,0.041210
24500,0.029,0.000,0.971,0.041210
25000,0.029,0.000,0.971,0.041210
25500,0.029,0.000,0.971,0.041210
26000,0.029,0.000,0.971,0.041210
26500,0.029,0.000,0.971,0.041210
27000,0.029,0.000,0.971,0.041210
27500,0.029,0.000,0.971,0.041210
28000,0.029,0.000,0.971,0.041210
28500,0.029,0.000,0.971,0.041210
29000,0.029,0.000,0.971,0.041210
29500,0.029,0.000,0.971,0.041210
30000,0.029,0.000,0.971,0.041210
30500,0.029,0.000,0.971,0.041210
31000,0.029,0.000,0.971,0.041210
31500,0.029,0.000,0.971,0.041210
32000,0.029,0.000,0.971,0.041210
32500,0.029,0.000,0.971,0.041210
33000,0.029,0.000,0.971,0.041210
33500,0.029,0.000,0.971,0.041210
34000,0.029,0.000,0.971,0.041210
34500,0.029,0.000,0.971,0.041210
35000,0.029,0.000,0.971,0.041210
35500,0.029,0.000,0.971,0.041210
36000,0.029,0.000,0.971,0.041210
36500,0.029,0.000,0.971,0.041210
37000,0.029,0.000,0.971,0.041210
37500,0.029,0.000,0.971,0.041210
38000,0.029,0.000,0.971,0.041210
38500,0.029,0.000,0.971,0.041210
39000,0.029,0.000,0.971,0.041210
39500,0.029,0.000,0.971,0.041210
40000,0.029,0.000,0.971,0.041210
40500,0.029,0.000,0.971,0.041210
41000,0.029,0.000,0.971,0.041210
41500,0.029,0.000,0.971,0.041210
42000,0.029,0.000,0.971,0.041210
42500,0.029,0.000,0.971,0.041210
43000,0.029,0.000,0.971,0.041210
43500,0.029,0.000,0.971,0.041210
44000,0.029,0.000,0.971,0.041210
44500,0.029,0.000,0.971,0.041210
45000,0.029,0.000,0.971,0.041210
45500,0.029,0.000,0.971,0.041210
46000,0.029,0.000,0.971,0.041210
46500,0.029,0.000,0.971,0.041210
47000,0.029,0.000,0.971,0.041210
47500,0.029,0.000,0.971,0.041210
48000,0.029,0.000,0.971,0.041210
48500,0.029,0.000,0.971,0.041210
49000,0.029,0.000,0.971,0.041210
49500,0.029,0.000,0.971,0.041210
50000,0.029,0.000,0.971,0.041210
50500,0.029,0.000,0.971,0.041210
51000,0.029,0.000,0.971,0.041210
51500,0.029,0.000,0.971,0.041210
52000,0.029,0.000,0.971,0.041210
52500,0.029,0.000,0.971,0.041210
53000,0.029,0.000,0.971,0.041210
53500,0.029,0.000,0.971,0.041210
54000,0.029,0.000,0.971,0.041210
54500,0.029,0.000,0.971,0.041210
55000,0.029,0.000,0.971,0.041210
55500,0.029,0.000,0.971,0.041210
56000,0.029,0.000,0.971,0.041210
56500,0.029,0.000,0.971,0.041210
57000,0.029,0.000,0.971,0.041210
57500,0.029,0.000,0.971,0.041210
58000,0.029,0.000,0.971,0.041210
58500,0.029,0.000,0.971,0.041210
59000,0.029,0.000,0.971,0.041210
59500,0.029,0.000,0.971,0.041210
60000,0.029,0.000,0.971,0.041210
60500,0.029,0.000,0.971,0.041210
61000,0.029,0.000,0.971,0.041210
61500,0.029,0.000,0.971,0.041210
62000,0.029,0.000,0.971,0.041210
62500,0.029,0.000,0.971,0.041210
63000,0.029,0.000,0.971,0.041210
63500,0.029,0.000,0.971,0.041210
64000,0.029,0.000,0.971,0.041210
64500,0.029,0.000,0.971,0.041210
65000,0.029,0.000,0.971,0.041210
65500,0.029,0.000,0.971,0.041210
66000,0.029,0.000,0.971,0.041210
66500,0.029,0.000,0.971,0.041210
67000,0.029,0.000,0.971,0.041210
67500,0.029,0.000,0.971,0.041210
68000,0.029,0.000,0.971,0.041210
68500,0.029,0.000,0.971,0.041210
69000,0.029,0.000,0.971,0.041210
69500,0.029,0.000,0.971,0.041210
70000,0.029,0.000,0.971,0.041210
70500,0.029,0.000,0.971,0.041210
71000,0.029,0.000,0.971,0.041210
71500,0.029,0.000,0.971,0.041210
72000,0.029,0.000,0.971,0.041210
72500,0.029,0.000,0.971,0.041210
73000,0.029,0.000,0.971,0.041210
73500,0.029,0.000,0.971,0.041210
74000,0.029,0.000,0.971,0.041210
74500,0.029,0.000,0.971,0.041210
75000,0.029,0.000,0.971,0.041210
75500,0.029,0.000,0.971,0.041210
76000,0.029,0.000,0.971,0.041210
76500,0.029,0.000,0.971,0.041210
77000,0.029,0.000,0.971,0.041210
77500,0.029,0.000,0.971,0.041210
78000,0.029,0.000,0.971,0.041210
78500,0.029,0.000,0.971,0.041210
79000,0.029,0.000,0.971,0.041210
79500,0.029,0.000,0.971,0.041210
80000,0.029,0.000,0.971,0.041210
80500,0.029,0.000,0.971,0.041210
81000,0.029,0.000,0.971,0.041210
81500,0.029,0.000,0.971,0.041210
82000,0.029,0.000,0.971,0.041210
82500,0.029,0.000,0.971,0.041210
83000,0.029,0.000,0.971,0.041210
83500,0.029,0.000,0.971,0.041210
84000,0.029,0.000,0.971,0.041210
84500,0.029,0.000,0.971,0.041210
85000,0.029,0.000,0.971,0.041210
85500,0.029,0.000,0.971,0.041210
86000,0.029,0.000,0.971,0.041210
