time,n_A+p,n_B,n_AB
100,0.030,0.961,0.009
200,0.030,0.954,0.016
300,0.030,0.951,0.019
400,0.030,0.944,0.026
500,0.030,0.939,0.031
600,0.030,0.939,0.031
700,0.030,0.934,0.036
800,0.030,0.926,0.044
900,0.030,0.923,0.047
1000,0.030,0.918,0.052
1100,0.030,0.920,0.050
1200,0.030,0.921,0.049
1300,0.030,0.916,0.054
1400,0.030,0.915,0.055
1500,0.030,0.916,0.054
1600,0.030,0.910,0.060
1700,0.030,0.909,0.061
1800,0.034,0.899,0.067
1900,0.034,0.901,0.065
2000,0.036,0.902,0.062
2100,0.040,0.900,0.060
2200,0.041,0.895,0.064
2300,0.041,0.892,0.067
2400,0.046,0.882,0.072
2500,0.049,0.876,0.075
2600,0.051,0.868,0.081
2700,0.048,0.855,0.097
2800,0.050,0.852,0.098
2900,0.048,0.843,0.109
3000,0.051,0.828,0.121
3100,0.046,0.827,0.127
3200,0.048,0.840,0.112
3300,0.045,0.838,0.117
3400,0.044,0.840,0.116
3500,0.044,0.842,0.114
3600,0.042,0.854,0.104
3700,0.042,0.843,0.115
3800,0.040,0.844,0.116
3900,0.040,0.826,0.134
4000,0.044,0.821,0.135
4100,0.055,0.814,0.131
4200,0.055,0.804,0.141
4300,0.051,0.810,0.139
4400,0.050,0.804,0.146
4500,0.047,0.810,0.143
4600,0.047,0.801,0.152
4700,0.047,0.793,0.160
4800,0.047,0.785,0.168
4900,0.046,0.788,0.166
5000,0.051,0.795,0.154
5100,0.054,0.790,0.156
5200,0.054,0.785,0.161
5300,0.054,0.786,0.160
5400,0.056,0.789,0.155
5500,0.053,0.789,0.158
5600,0.051,0.786,0.163
5700,0.049,0.786,0.165
5800,0.050,0.787,0.163
5900,0.054,0.780,0.166
6000,0.056,0.788,0.156
6100,0.057,0.793,0.150
6200,0.058,0.788,0.154
6300,0.060,0.789,0.151
6400,0.058,0.790,0.152
6500,0.060,0.795,0.145
6600,0.056,0.791,0.153
6700,0.059,0.792,0.149
6800,0.053,0.797,0.150
6900,0.059,0.784,0.157
7000,0.062,0.789,0.149
7100,0.068,0.787,0.145
7200,0.064,0.786,0.150
7300,0.064,0.789,0.147
7400,0.069,0.776,0.155
7500,0.063,0.767,0.170
7600,0.067,0.755,0.178
7700,0.063,0.756,0.181
7800,0.068,0.764,0.168
7900,0.065,0.758,0.177
8000,0.065,0.764,0.171
8100,0.064,0.763,0.173
8200,0.066,0.763,0.171
8300,0.068,0.767,0.165
8400,0.062,0.762,0.176
8500,0.061,0.762,0.177
8600,0.062,0.760,0.178
8700,0.062,0.766,0.172
8800,0.061,0.775,0.164
8900,0.063,0.765,0.172
9000,0.063,0.766,0.171
9100,0.061,0.768,0.171
9200,0.061,0.779,0.160
9300,0.073,0.767,0.160
9400,0.071,0.764,0.165
9500,0.066,0.775,0.159
9600,0.066,0.767,0.167
9700,0.070,0.759,0.171
9800,0.071,0.754,0.175
9900,0.078,0.733,0.189
10000,0.074,0.728,0.198
10100,0.079,0.721,0.200
10200,0.077,0.722,0.201
10300,0.079,0.722,0.199
10400,0.084,0.717,0.199
10500,0.079,0.727,0.194
10600,0.075,0.715,0.210
10700,0.075,0.711,0.214
10800,0.076,0.713,0.211
10900,0.073,0.714,0.213
11000,0.077,0.714,0.209
11100,0.078,0.719,0.203
11200,0.077,0.722,0.201
11300,0.091,0.716,0.193
11400,0.089,0.711,0.200
11500,0.085,0.712,0.203
11600,0.087,0.708,0.205
11700,0.083,0.716,0.201
11800,0.086,0.713,0.201
11900,0.087,0.717,0.196
12000,0.088,0.725,0.187
12100,0.084,0.730,0.186
12200,0.076,0.734,0.190
12300,0.077,0.728,0.195
12400,0.079,0.722,0.199
12500,0.086,0.723,0.191
12600,0.085,0.714,0.201
12700,0.085,0.713,0.202
12800,0.093,0.707,0.200
12900,0.087,0.709,0.204
13000,0.086,0.706,0.208
13100,0.085,0.698,0.217
13200,0.087,0.701,0.212
13300,0.091,0.693,0.216
13400,0.087,0.697,0.216
13500,0.085,0.691,0.224
13600,0.093,0.687,0.220
13700,0.099,0.690,0.211
13800,0.088,0.699,0.213
13900,0.091,0.707,0.202
14000,0.087,0.696,0.217
14100,0.089,0.710,0.201
14200,0.087,0.725,0.188
14300,0.092,0.727,0.181
14400,0.090,0.731,0.179
14500,0.083,0.722,0.195
14600,0.080,0.719,0.201
14700,0.081,0.719,0.200
14800,0.083,0.718,0.199
14900,0.078,0.715,0.207
15000,0.076,0.715,0.209
15100,0.076,0.720,0.204
15200,0.071,0.722,0.207
15300,0.072,0.714,0.214
15400,0.068,0.716,0.216
15500,0.071,0.725,0.204
15600,0.068,0.731,0.201
15700,0.070,0.739,0.191
15800,0.069,0.742,0.189
15900,0.069,0.745,0.186
16000,0.065,0.744,0.191
16100,0.063,0.743,0.194
16200,0.061,0.753,0.186
16300,0.064,0.752,0.184
16400,0.070,0.738,0.192
16500,0.073,0.723,0.204
16600,0.073,0.729,0.198
16700,0.073,0.720,0.207
16800,0.065,0.715,0.220
16900,0.061,0.715,0.224
17000,0.072,0.697,0.231
17100,0.069,0.710,0.221
17200,0.061,0.722,0.217
17300,0.065,0.720,0.215
17400,0.064,0.711,0.225
17500,0.063,0.720,0.217
17600,0.064,0.723,0.213
17700,0.071,0.710,0.219
17800,0.073,0.711,0.216
17900,0.067,0.703,0.230
18000,0.064,0.703,0.233
18100,0.069,0.711,0.220
18200,0.075,0.704,0.221
18300,0.075,0.710,0.215
18400,0.074,0.707,0.219
18500,0.078,0.698,0.224
18600,0.089,0.697,0.214
18700,0.085,0.695,0.220
18800,0.087,0.686,0.227
18900,0.095,0.696,0.209
19000,0.094,0.698,0.208
19100,0.096,0.695,0.209
19200,0.100,0.685,0.215
19300,0.091,0.690,0.219
19400,0.090,0.681,0.229
19500,0.089,0.672,0.239
19600,0.088,0.674,0.238
19700,0.091,0.668,0.241
19800,0.091,0.661,0.248
19900,0.093,0.664,0.243
20000,0.086,0.669,0.245
20100,0.094,0.668,0.238
20200,0.102,0.647,0.251
20300,0.103,0.649,0.248
20400,0.104,0.639,0.257
20500,0.109,0.639,0.252
20600,0.108,0.631,0.261
20700,0.109,0.630,0.261
20800,0.102,0.630,0.268
20900,0.120,0.618,0.262
21000,0.113,0.620,0.267
21100,0.110,0.620,0.270
21200,0.119,0.601,0.280
21300,0.114,0.604,0.282
21400,0.119,0.609,0.272
21500,0.130,0.606,0.264
21600,0.126,0.627,0.247
21700,0.126,0.627,0.247
21800,0.125,0.627,0.248
21900,0.127,0.629,0.244
22000,0.130,0.621,0.249
22100,0.122,0.616,0.262
22200,0.130,0.610,0.260
22300,0.136,0.610,0.254
22400,0.135,0.617,0.248
22500,0.135,0.622,0.243
22600,0.128,0.621,0.251
22700,0.126,0.612,0.262
22800,0.123,0.608,0.269
22900,0.131,0.598,0.271
23000,0.135,0.593,0.272
23100,0.144,0.592,0.264
23200,0.158,0.584,0.258
23300,0.157,0.578,0.265
23400,0.153,0.564,0.283
23500,0.151,0.570,0.279
23600,0.150,0.582,0.268
23700,0.160,0.575,0.265
23800,0.156,0.565,0.279
23900,0.165,0.569,0.266
24000,0.175,0.560,0.265
24100,0.173,0.552,0.275
24200,0.166,0.557,0.277
24300,0.167,0.544,0.289
24400,0.161,0.555,0.284
24500,0.174,0.550,0.276
24600,0.174,0.564,0.262
24700,0.158,0.578,0.264
24800,0.165,0.574,0.261
24900,0.154,0.563,0.283
25000,0.153,0.556,0.291
25100,0.153,0.562,0.285
25200,0.157,0.576,0.267
25300,0.159,0.578,0.263
25400,0.150,0.570,0.280
25500,0.149,0.577,0.274
25600,0.147,0.577,0.276
25700,0.140,0.575,0.285
25800,0.135,0.573,0.292
25900,0.136,0.572,0.292
26000,0.132,0.590,0.278
26100,0.138,0.586,0.276
26200,0.123,0.591,0.286
26300,0.111,0.609,0.280
26400,0.121,0.607,0.272
26500,0.124,0.601,0.275
26600,0.125,0.612,0.263
26700,0.125,0.606,0.269
26800,0.130,0.614,0.256
26900,0.128,0.603,0.269
27000,0.142,0.581,0.277
27100,0.136,0.577,0.287
27200,0.149,0.569,0.282
27300,0.141,0.578,0.281
27400,0.142,0.575,0.283
27500,0.138,0.583,0.279
27600,0.144,0.582,0.274
27700,0.145,0.563,0.292
27800,0.140,0.561,0.299
27900,0.142,0.576,0.282
28000,0.148,0.580,0.272
28100,0.158,0.571,0.271
28200,0.153,0.567,0.280
28300,0.153,0.568,0.279
28400,0.159,0.578,0.263
28500,0.159,0.577,0.264
28600,0.155,0.580,0.265
28700,0.158,0.580,0.262
28800,0.168,0.568,0.264
28900,0.175,0.564,0.261
29000,0.189,0.555,0.256
29100,0.199,0.550,0.251
29200,0.195,0.545,0.260
29300,0.190,0.547,0.263
29400,0.191,0.554,0.255
29500,0.190,0.540,0.270
29600,0.180,0.526,0.294
29700,0.171,0.520,0.309
29800,0.168,0.537,0.295
29900,0.168,0.529,0.303
30000,0.188,0.515,0.297
30100,0.191,0.518,0.291
30200,0.179,0.543,0.278
30300,0.184,0.534,0.282
30400,0.172,0.523,0.305
30500,0.173,0.506,0.321
30600,0.184,0.499,0.317
30700,0.192,0.489,0.319
30800,0.193,0.498,0.309
30900,0.208,0.497,0.295
31000,0.206,0.499,0.295
31100,0.208,0.503,0.289
31200,0.203,0.505,0.292
31300,0.196,0.513,0.291
31400,0.188,0.507,0.305
31500,0.182,0.500,0.318
31600,0.194,0.501,0.305
31700,0.177,0.494,0.329
31800,0.187,0.503,0.310
31900,0.195,0.503,0.302
32000,0.205,0.488,0.307
32100,0.219,0.478,0.303
32200,0.217,0.491,0.292
32300,0.205,0.486,0.309
32400,0.203,0.496,0.301
32500,0.194,0.498,0.308
32600,0.197,0.483,0.320
32700,0.207,0.494,0.299
32800,0.208,0.487,0.305
32900,0.200,0.499,0.301
33000,0.189,0.509,0.302
33100,0.181,0.508,0.311
33200,0.173,0.514,0.313
33300,0.172,0.507,0.321
33400,0.169,0.513,0.318
33500,0.177,0.522,0.301
33600,0.178,0.517,0.305
33700,0.175,0.504,0.321
33800,0.172,0.502,0.326
33900,0.187,0.493,0.320
34000,0.199,0.494,0.307
34100,0.208,0.488,0.304
34200,0.204,0.484,0.312
34300,0.208,0.481,0.311
34400,0.207,0.474,0.319
34500,0.212,0.468,0.320
34600,0.205,0.479,0.316
34700,0.207,0.477,0.316
34800,0.210,0.474,0.316
34900,0.221,0.471,0.308
35000,0.224,0.472,0.304
35100,0.223,0.451,0.326
35200,0.226,0.450,0.324
35300,0.216,0.474,0.310
35400,0.198,0.467,0.335
35500,0.198,0.473,0.329
35600,0.200,0.488,0.312
35700,0.196,0.479,0.325
35800,0.206,0.471,0.323
35900,0.207,0.471,0.322
36000,0.210,0.471,0.319
36100,0.219,0.477,0.304
36200,0.209,0.478,0.313
36300,0.219,0.462,0.319
36400,0.238,0.462,0.300
36500,0.246,0.457,0.297
36600,0.243,0.450,0.307
36700,0.233,0.459,0.308
36800,0.227,0.472,0.301
36900,0.233,0.462,0.305
37000,0.229,0.469,0.302
37100,0.235,0.458,0.307
37200,0.234,0.450,0.316
37300,0.226,0.450,0.324
37400,0.236,0.447,0.317
37500,0.238,0.453,0.309
37600,0.245,0.457,0.298
37700,0.231,0.447,0.322
37800,0.239,0.453,0.308
37900,0.237,0.425,0.338
38000,0.236,0.429,0.335
38100,0.236,0.433,0.331
38200,0.264,0.424,0.312
38300,0.255,0.418,0.327
38400,0.247,0.429,0.324
38500,0.239,0.424,0.337
38600,0.237,0.406,0.357
38700,0.234,0.420,0.346
38800,0.232,0.411,0.357
38900,0.233,0.420,0.347
39000,0.241,0.428,0.331
39100,0.248,0.423,0.329
39200,0.235,0.446,0.319
