time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.031,0.914,0.055,0.124714
1000,0.028,0.911,0.061,0.131175
1500,0.031,0.942,0.028,0.074915
2000,0.031,0.887,0.083,0.148392
2500,0.034,0.936,0.031,0.108287
3000,0.037,0.927,0.037,0.104773
3500,0.028,0.933,0.040,0.095926
4000,0.031,0.914,0.055,0.131811
4500,0.040,0.884,0.076,0.163484
5000,0.037,0.917,0.046,0.113104
5500,0.031,0.911,0.058,0.127579
6000,0.043,0.902,0.055,0.133053
6500,0.040,0.896,0.064,0.129975
7000,0.034,0.908,0.058,0.118042
7500,0.037,0.911,0.052,0.109214
8000,0.031,0.951,0.018,0.067351
8500,0.031,0.945,0.024,0.084617
9000,0.034,0.930,0.037,0.092071
9500,0.028,0.930,0.043,0.098718
10000,0.037,0.927,0.037,0.108623
10500,0.028,0.896,0.076,0.144096
11000,0.034,0.914,0.052,0.122791
11500,0.028,0.911,0.061,0.123096
12000,0.031,0.911,0.058,0.129990
12500,0.028,0.908,0.064,0.136896
13000,0.028,0.917,0.055,0.112934
13500,0.031,0.920,0.049,0.104764
14000,0.031,0.911,0.058,0.114743
14500,0.037,0.914,0.049,0.114220
15000,0.034,0.914,0.052,0.115824
15500,0.034,0.917,0.049,0.115919
16000,0.037,0.936,0.028,0.088267
16500,0.034,0.927,0.040,0.103860
17000,0.034,0.942,0.024,0.084332
17500,0.034,0.920,0.046,0.119850
18000,0.034,0.930,0.037,0.104383
18500,0.031,0.927,0.043,0.111156
19000,0.034,0.942,0.024,0.090167
19500,0.031,0.936,0.034,0.095029
20000,0.037,0.878,0.086,0.165410
20500,0.037,0.905,0.058,0.127250
21000,0.034,0.920,0.046,0.104281
21500,0.031,0.924,0.046,0.101845
22000,0.037,0.896,0.067,0.142202
22500,0.031,0.927,0.043,0.091265
23000,0.034,0.920,0.046,0.110879
23500,0.037,0.942,0.021,0.080359
24000,0.043,0.927,0.031,0.093911
24500,0.037,0.881,0.083,0.167807
25000,0.034,0.914,0.052,0.119142
25500,0.031,0.927,0.043,0.109622
26000,0.040,0.911,0.049,0.138752
26500,0.034,0.927,0.040,0.096501
27000,0.034,0.914,0.052,0.125495
27500,0.043,0.869,0.089,0.172882
28000,0.046,0.878,0.076,0.160635
28500,0.058,0.838,0.104,0.206271
29000,0.049,0.881,0.070,0.157764
29500,0.043,0.896,0.061,0.142047
30000,0.034,0.933,0.034,0.094013
30500,0.040,0.911,0.049,0.121441
31000,0.034,0.896,0.070,0.143227
31500,0.028,0.878,0.095,0.175979
32000,0.031,0.933,0.037,0.102153
32500,0.031,0.942,0.028,0.076565
33000,0.028,0.942,0.031,0.071667
33500,0.034,0.942,0.024,0.075690
34000,0.031,0.914,0.055,0.132660
34500,0.040,0.887,0.073,0.171579
35000,0.037,0.872,0.092,0.186360
35500,0.034,0.905,0.061,0.140069
36000,0.031,0.911,0.058,0.145003
36500,0.040,0.902,0.058,0.147128
37000,0.034,0.924,0.043,0.122940
37500,0.031,0.905,0.064,0.147094
38000,0.034,0.924,0.043,0.111031
38500,0.031,0.942,0.028,0.075775
39000,0.031,0.924,0.046,0.112050
39500,0.037,0.917,0.046,0.118679
40000,0.040,0.930,0.031,0.106821
40500,0.028,0.917,0.055,0.124977
41000,0.028,0.948,0.024,0.071765
41500,0.028,0.945,0.028,0.072874
42000,0.031,0.908,0.061,0.134807
42500,0.034,0.942,0.024,0.088474
43000,0.031,0.920,0.049,0.129541
43500,0.031,0.930,0.040,0.092009
44000,0.028,0.936,0.037,0.082127
44500,0.034,0.905,0.061,0.124107
45000,0.031,0.948,0.021,0.067186
45500,0.031,0.930,0.040,0.094371
46000,0.037,0.908,0.055,0.122352
46500,0.040,0.875,0.086,0.175018
47000,0.043,0.884,0.073,0.172207
47500,0.028,0.917,0.055,0.122682
48000,0.028,0.927,0.046,0.121669
48500,0.028,0.930,0.043,0.110894
49000,0.034,0.917,0.049,0.117315
49500,0.046,0.890,0.064,0.154199
50000,0.031,0.917,0.052,0.107997
50500,0.034,0.917,0.049,0.108775
51000,0.028,0.945,0.028,0.075182
51500,0.028,0.939,0.034,0.077804
52000,0.031,0.939,0.031,0.086930
52500,0.031,0.927,0.043,0.101655
53000,0.028,0.911,0.061,0.129412
53500,0.028,0.930,0.043,0.095826
54000,0.028,0.942,0.031,0.093801
54500,0.028,0.960,0.012,0.058968
55000,0.037,0.936,0.028,0.097685
55500,0.040,0.911,0.049,0.128163
56000,0.028,0.954,0.018,0.070938
56500,0.031,0.933,0.037,0.089510
57000,0.028,0.930,0.043,0.109331
57500,0.034,0.914,0.052,0.128278
58000,0.028,0.942,0.031,0.086169
58500,0.028,0.945,0.028,0.087050
59000,0.034,0.896,0.070,0.147808
59500,0.037,0.911,0.052,0.119871
60000,0.031,0.936,0.034,0.088008
60500,0.034,0.933,0.034,0.091981
61000,0.034,0.930,0.037,0.107934
