time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.872,0.101,0.189865
1000,0.028,0.813,0.159,0.234682
1500,0.037,0.664,0.300,0.343855
2000,0.076,0.554,0.370,0.427241
2500,0.055,0.450,0.495,0.412179
3000,0.055,0.394,0.550,0.390396
3500,0.064,0.278,0.657,0.363284
4000,0.165,0.242,0.593,0.436372
4500,0.257,0.144,0.599,0.426518
5000,0.202,0.147,0.651,0.414611
5500,0.205,0.128,0.667,0.382255
6000,0.284,0.162,0.554,0.447377
6500,0.226,0.168,0.606,0.415191
7000,0.251,0.144,0.606,0.428051
7500,0.183,0.153,0.664,0.368182
8000,0.217,0.183,0.599,0.438800
8500,0.202,0.196,0.602,0.435280
9000,0.202,0.159,0.639,0.417500
9500,0.183,0.165,0.651,0.402161
10000,0.174,0.190,0.636,0.427772
10500,0.156,0.202,0.642,0.426739
11000,0.165,0.211,0.624,0.430434
11500,0.153,0.214,0.633,0.420316
12000,0.208,0.171,0.621,0.440192
12500,0.223,0.177,0.599,0.447542
13000,0.180,0.199,0.621,0.437919
13500,0.177,0.165,0.657,0.391373
14000,0.229,0.171,0.599,0.443105
14500,0.229,0.180,0.590,0.442489
15000,0.193,0.208,0.599,0.425337
15500,0.202,0.187,0.612,0.411324
16000,0.211,0.196,0.593,0.421886
16500,0.239,0.144,0.618,0.411941
17000,0.251,0.174,0.575,0.433526
17500,0.232,0.205,0.563,0.444753
18000,0.180,0.156,0.664,0.383213
18500,0.165,0.226,0.609,0.449993
19000,0.177,0.242,0.581,0.446250
19500,0.205,0.193,0.602,0.423477
20000,0.174,0.220,0.606,0.439347
20500,0.220,0.168,0.612,0.444835
21000,0.251,0.128,0.621,0.405070
21500,0.214,0.168,0.618,0.411733
22000,0.248,0.128,0.624,0.408240
22500,0.294,0.119,0.587,0.429039
23000,0.336,0.098,0.566,0.414522
23500,0.287,0.073,0.639,0.384137
24000,0.260,0.113,0.627,0.394278
24500,0.205,0.177,0.618,0.409733
25000,0.199,0.168,0.633,0.405342
25500,0.190,0.165,0.645,0.399436
26000,0.193,0.119,0.688,0.347352
26500,0.266,0.122,0.612,0.420299
27000,0.266,0.095,0.639,0.387504
27500,0.294,0.135,0.572,0.444811
28000,0.245,0.147,0.609,0.442440
28500,0.208,0.174,0.618,0.443735
29000,0.153,0.153,0.694,0.362507
29500,0.220,0.187,0.593,0.439086
30000,0.202,0.147,0.651,0.400431
30500,0.223,0.138,0.639,0.391091
31000,0.287,0.119,0.593,0.440570
31500,0.242,0.095,0.664,0.391640
32000,0.321,0.089,0.590,0.433029
32500,0.291,0.083,0.627,0.417127
33000,0.229,0.089,0.682,0.380503
33500,0.242,0.098,0.661,0.392752
34000,0.278,0.110,0.612,0.411194
34500,0.281,0.101,0.618,0.402899
35000,0.287,0.083,0.630,0.387690
35500,0.269,0.101,0.630,0.403865
36000,0.245,0.125,0.630,0.413288
36500,0.294,0.128,0.578,0.447410
37000,0.257,0.122,0.621,0.402181
37500,0.248,0.180,0.572,0.430568
38000,0.263,0.125,0.612,0.408125
38500,0.324,0.107,0.569,0.421867
39000,0.272,0.128,0.599,0.435149
39500,0.303,0.098,0.599,0.400638
40000,0.324,0.083,0.593,0.399417
40500,0.266,0.125,0.609,0.420215
41000,0.260,0.144,0.596,0.439257
41500,0.336,0.092,0.572,0.430223
42000,0.321,0.086,0.593,0.413697
42500,0.333,0.110,0.557,0.427035
43000,0.330,0.095,0.575,0.427237
43500,0.275,0.147,0.578,0.446295
44000,0.232,0.144,0.624,0.416657
44500,0.220,0.190,0.590,0.444976
45000,0.217,0.153,0.630,0.426621
45500,0.217,0.144,0.639,0.405875
46000,0.223,0.128,0.648,0.403422
46500,0.229,0.128,0.642,0.410730
47000,0.248,0.150,0.602,0.442491
47500,0.257,0.144,0.599,0.434417
48000,0.232,0.171,0.596,0.448567
48500,0.190,0.128,0.682,0.383492
49000,0.208,0.101,0.691,0.376467
49500,0.187,0.162,0.651,0.403879
50000,0.208,0.171,0.621,0.428385
50500,0.235,0.153,0.612,0.425401
51000,0.159,0.147,0.694,0.374474
51500,0.205,0.156,0.639,0.410164
52000,0.287,0.089,0.624,0.397772
52500,0.275,0.092,0.633,0.398051
53000,0.257,0.092,0.651,0.395869
53500,0.272,0.116,0.612,0.432636
54000,0.257,0.113,0.630,0.418583
54500,0.248,0.113,0.639,0.415943
55000,0.245,0.092,0.664,0.386462
55500,0.263,0.122,0.615,0.425129
56000,0.294,0.092,0.615,0.387845
56500,0.287,0.107,0.606,0.418699
57000,0.312,0.073,0.615,0.405488
57500,0.245,0.107,0.648,0.399828
58000,0.223,0.141,0.636,0.424328
58500,0.205,0.190,0.606,0.432362
59000,0.220,0.144,0.636,0.401997
59500,0.284,0.076,0.639,0.382983
60000,0.343,0.083,0.575,0.436104
60500,0.306,0.101,0.593,0.431889
61000,0.287,0.113,0.599,0.443901
61500,0.312,0.110,0.578,0.438561
62000,0.269,0.122,0.609,0.432000
62500,0.245,0.119,0.636,0.403734
63000,0.260,0.183,0.557,0.459606
63500,0.183,0.156,0.661,0.394419
64000,0.202,0.138,0.661,0.385941
64500,0.226,0.177,0.596,0.444695
65000,0.190,0.159,0.651,0.404750
65500,0.266,0.128,0.606,0.439741
66000,0.266,0.107,0.627,0.412294
66500,0.287,0.101,0.612,0.432481
67000,0.272,0.135,0.593,0.431772
67500,0.284,0.131,0.584,0.445646
68000,0.220,0.141,0.639,0.412850
68500,0.217,0.122,0.661,0.387228
69000,0.180,0.171,0.648,0.408414
69500,0.156,0.214,0.630,0.441378
70000,0.177,0.144,0.679,0.383715
70500,0.242,0.113,0.645,0.408860
71000,0.291,0.116,0.593,0.420575
71500,0.232,0.153,0.615,0.431759
72000,0.211,0.125,0.664,0.369925
72500,0.220,0.141,0.639,0.389564
73000,0.281,0.128,0.590,0.418532
73500,0.260,0.113,0.627,0.406567
74000,0.220,0.119,0.661,0.373753
74500,0.266,0.107,0.627,0.389423
75000,0.223,0.156,0.621,0.417213
75500,0.171,0.193,0.636,0.401773
76000,0.211,0.141,0.648,0.394626
76500,0.284,0.113,0.602,0.421410
77000,0.254,0.098,0.648,0.395586
77500,0.263,0.098,0.639,0.391452
78000,0.235,0.150,0.615,0.425485
78500,0.208,0.190,0.602,0.428698
79000,0.199,0.208,0.593,0.442821
79500,0.220,0.202,0.578,0.427420
80000,0.217,0.153,0.630,0.415411
80500,0.257,0.156,0.587,0.457156
81000,0.260,0.153,0.587,0.448720
81500,0.266,0.113,0.621,0.394363
82000,0.257,0.135,0.609,0.391841
82500,0.248,0.083,0.670,0.343785
83000,0.214,0.138,0.648,0.393749
83500,0.239,0.128,0.633,0.417448
84000,0.208,0.110,0.682,0.363774
