time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.911,0.060,0.141888
1000,0.030,0.883,0.087,0.177636
1500,0.045,0.821,0.134,0.239050
2000,0.042,0.737,0.221,0.314647
2500,0.040,0.692,0.268,0.359405
3000,0.055,0.628,0.318,0.394768
3500,0.082,0.558,0.360,0.428288
4000,0.104,0.531,0.365,0.440861
4500,0.134,0.434,0.432,0.463976
5000,0.159,0.419,0.422,0.473325
5500,0.166,0.382,0.452,0.480078
6000,0.146,0.328,0.526,0.431505
6500,0.144,0.355,0.501,0.446919
7000,0.154,0.352,0.494,0.442015
7500,0.186,0.300,0.514,0.452630
8000,0.191,0.305,0.504,0.463067
8500,0.203,0.328,0.469,0.475821
9000,0.176,0.308,0.516,0.461618
9500,0.201,0.261,0.538,0.451514
10000,0.231,0.258,0.511,0.460657
10500,0.258,0.278,0.464,0.483771
11000,0.221,0.253,0.526,0.457720
11500,0.283,0.221,0.496,0.468576
12000,0.293,0.186,0.521,0.448642
12500,0.387,0.171,0.442,0.468764
13000,0.402,0.166,0.432,0.463284
13500,0.400,0.136,0.464,0.444973
14000,0.370,0.139,0.491,0.452381
14500,0.342,0.181,0.476,0.470335
15000,0.328,0.154,0.519,0.456060
15500,0.360,0.144,0.496,0.450467
16000,0.333,0.174,0.494,0.473579
16500,0.275,0.201,0.524,0.457000
17000,0.248,0.226,0.526,0.470102
17500,0.238,0.228,0.533,0.477204
18000,0.213,0.248,0.538,0.452484
18500,0.216,0.243,0.541,0.446560
19000,0.251,0.251,0.499,0.480080
19500,0.194,0.263,0.543,0.460395
20000,0.213,0.268,0.519,0.465814
20500,0.275,0.256,0.469,0.482178
21000,0.285,0.236,0.479,0.481438
21500,0.308,0.213,0.479,0.479702
22000,0.330,0.166,0.504,0.452681
22500,0.318,0.151,0.531,0.428059
23000,0.323,0.196,0.481,0.473995
23500,0.290,0.199,0.511,0.463843
24000,0.288,0.191,0.521,0.448615
24500,0.295,0.256,0.449,0.484177
25000,0.226,0.238,0.536,0.459139
25500,0.246,0.216,0.538,0.468155
26000,0.243,0.211,0.546,0.449023
26500,0.298,0.236,0.467,0.475707
27000,0.266,0.243,0.491,0.476521
27500,0.213,0.270,0.516,0.459044
28000,0.203,0.280,0.516,0.450507
28500,0.181,0.318,0.501,0.461409
29000,0.186,0.305,0.509,0.452761
29500,0.206,0.263,0.531,0.448876
30000,0.248,0.251,0.501,0.473972
30500,0.288,0.223,0.489,0.459326
31000,0.293,0.221,0.486,0.476196
31500,0.323,0.189,0.489,0.449053
32000,0.325,0.184,0.491,0.464334
32500,0.290,0.171,0.538,0.432505
33000,0.268,0.186,0.546,0.436039
33500,0.318,0.203,0.479,0.473989
34000,0.325,0.139,0.536,0.422266
34500,0.352,0.156,0.491,0.454581
35000,0.288,0.141,0.571,0.438319
35500,0.308,0.161,0.531,0.459923
36000,0.308,0.141,0.551,0.438308
36500,0.407,0.146,0.447,0.460952
37000,0.417,0.141,0.442,0.458029
37500,0.439,0.132,0.429,0.452051
38000,0.375,0.149,0.476,0.448661
38500,0.402,0.119,0.479,0.440963
39000,0.422,0.092,0.486,0.429805
39500,0.370,0.124,0.506,0.431792
40000,0.380,0.112,0.509,0.429315
40500,0.375,0.149,0.476,0.453287
41000,0.362,0.146,0.491,0.454978
41500,0.352,0.171,0.476,0.471073
42000,0.345,0.139,0.516,0.452926
42500,0.323,0.159,0.519,0.445780
43000,0.362,0.109,0.529,0.428043
43500,0.330,0.146,0.524,0.449938
44000,0.313,0.194,0.494,0.473026
44500,0.285,0.208,0.506,0.481354
45000,0.330,0.174,0.496,0.464372
45500,0.328,0.166,0.506,0.445386
46000,0.320,0.181,0.499,0.457122
46500,0.303,0.203,0.494,0.452934
47000,0.273,0.233,0.494,0.463375
47500,0.310,0.231,0.459,0.489261
48000,0.300,0.253,0.447,0.475829
48500,0.288,0.231,0.481,0.474915
49000,0.308,0.218,0.474,0.462212
49500,0.308,0.184,0.509,0.474532
50000,0.313,0.159,0.529,0.452415
50500,0.325,0.174,0.501,0.460328
51000,0.300,0.169,0.531,0.456779
51500,0.310,0.169,0.521,0.467811
52000,0.315,0.166,0.519,0.460820
52500,0.251,0.196,0.553,0.438641
53000,0.231,0.243,0.526,0.464102
53500,0.283,0.223,0.494,0.473494
54000,0.295,0.211,0.494,0.468605
54500,0.278,0.179,0.543,0.443044
55000,0.288,0.176,0.536,0.439608
55500,0.256,0.199,0.546,0.448898
56000,0.278,0.181,0.541,0.442282
56500,0.275,0.169,0.556,0.427801
57000,0.318,0.176,0.506,0.454139
57500,0.333,0.186,0.481,0.467470
58000,0.360,0.194,0.447,0.464370
58500,0.337,0.174,0.489,0.455920
59000,0.340,0.203,0.457,0.486328
59500,0.315,0.186,0.499,0.456609
60000,0.280,0.223,0.496,0.480062
60500,0.318,0.154,0.529,0.451021
61000,0.390,0.149,0.462,0.452362
61500,0.367,0.154,0.479,0.456120
62000,0.362,0.122,0.516,0.436806
62500,0.330,0.174,0.496,0.466272
63000,0.328,0.151,0.521,0.445776
63500,0.310,0.164,0.526,0.448309
64000,0.298,0.181,0.521,0.466237
64500,0.303,0.141,0.556,0.445174
65000,0.350,0.189,0.462,0.482852
65500,0.380,0.136,0.484,0.459039
66000,0.352,0.114,0.533,0.441312
66500,0.320,0.122,0.558,0.435450
67000,0.370,0.146,0.484,0.467600
67500,0.340,0.169,0.491,0.466944
68000,0.382,0.139,0.479,0.457347
68500,0.402,0.134,0.464,0.444666
69000,0.442,0.112,0.447,0.443519
69500,0.432,0.104,0.464,0.440456
70000,0.372,0.139,0.489,0.450144
70500,0.437,0.124,0.439,0.444784
71000,0.360,0.156,0.484,0.459409
71500,0.330,0.179,0.491,0.465902
72000,0.243,0.248,0.509,0.468412
72500,0.270,0.228,0.501,0.474500
73000,0.266,0.243,0.491,0.473876
73500,0.236,0.290,0.474,0.477695
74000,0.290,0.206,0.504,0.448688
74500,0.323,0.203,0.474,0.475096
75000,0.352,0.181,0.467,0.472167
75500,0.305,0.164,0.531,0.451348
76000,0.315,0.181,0.504,0.461527
76500,0.290,0.189,0.521,0.452042
77000,0.290,0.216,0.494,0.460641
77500,0.310,0.201,0.489,0.472149
78000,0.323,0.184,0.494,0.458866
78500,0.290,0.196,0.514,0.446807
79000,0.305,0.181,0.514,0.453044
79500,0.347,0.154,0.499,0.454132
80000,0.337,0.184,0.479,0.470547
80500,0.340,0.161,0.499,0.446755
81000,0.360,0.129,0.511,0.437014
81500,0.290,0.141,0.568,0.417806
82000,0.308,0.156,0.536,0.429372
82500,0.350,0.141,0.509,0.443552
83000,0.365,0.154,0.481,0.460648
83500,0.427,0.139,0.434,0.450899
84000,0.397,0.144,0.459,0.456604
84500,0.315,0.208,0.476,0.475920
85000,0.352,0.174,0.474,0.473730
85500,0.300,0.203,0.496,0.467449
86000,0.352,0.151,0.496,0.441571
86500,0.325,0.151,0.524,0.441968
87000,0.385,0.144,0.471,0.463177
87500,0.342,0.144,0.514,0.447683
88000,0.290,0.196,0.514,0.467928
88500,0.333,0.199,0.469,0.471170
89000,0.313,0.194,0.494,0.471412
89500,0.313,0.186,0.501,0.471353
90000,0.288,0.166,0.546,0.443044
90500,0.275,0.201,0.524,0.472378
91000,0.298,0.189,0.514,0.458524
91500,0.290,0.169,0.541,0.441249
92000,0.380,0.151,0.469,0.459548
92500,0.337,0.119,0.543,0.420071
93000,0.333,0.223,0.444,0.494579
93500,0.367,0.191,0.442,0.476997
94000,0.313,0.166,0.521,0.455296
94500,0.268,0.194,0.538,0.449226
95000,0.270,0.203,0.526,0.454758
95500,0.323,0.166,0.511,0.459806
96000,0.352,0.166,0.481,0.458794
96500,0.345,0.189,0.467,0.475010
97000,0.357,0.189,0.454,0.473734
97500,0.350,0.194,0.457,0.475336
98000,0.340,0.169,0.491,0.467911
98500,0.387,0.122,0.491,0.448439
99000,0.367,0.159,0.474,0.464243
99500,0.362,0.146,0.491,0.454742
100000,0.347,0.194,0.459,0.476851
