time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.031,0.930,0.040,0.106290
1000,0.046,0.850,0.104,0.204889
1500,0.043,0.795,0.162,0.261524
2000,0.055,0.713,0.232,0.344432
2500,0.080,0.636,0.284,0.387957
3000,0.070,0.547,0.382,0.422621
3500,0.089,0.544,0.367,0.447676
4000,0.101,0.483,0.416,0.462446
4500,0.147,0.352,0.502,0.452149
5000,0.156,0.394,0.450,0.494851
5500,0.165,0.330,0.505,0.462339
6000,0.177,0.272,0.550,0.451695
6500,0.187,0.300,0.514,0.463889
7000,0.226,0.254,0.520,0.475024
7500,0.196,0.284,0.520,0.465296
8000,0.208,0.223,0.569,0.443250
8500,0.223,0.205,0.572,0.432989
9000,0.199,0.180,0.621,0.411694
9500,0.223,0.223,0.554,0.466862
10000,0.205,0.260,0.535,0.475383
10500,0.190,0.214,0.596,0.441479
11000,0.116,0.257,0.627,0.417739
11500,0.174,0.229,0.596,0.420701
12000,0.217,0.214,0.569,0.463660
12500,0.217,0.217,0.566,0.460497
13000,0.251,0.174,0.575,0.435044
13500,0.269,0.171,0.560,0.464215
14000,0.306,0.147,0.547,0.467760
14500,0.275,0.168,0.557,0.460523
15000,0.251,0.187,0.563,0.457035
15500,0.266,0.205,0.529,0.484668
16000,0.287,0.205,0.508,0.483036
16500,0.339,0.187,0.474,0.500877
17000,0.294,0.156,0.550,0.455374
17500,0.266,0.168,0.566,0.464679
18000,0.239,0.211,0.550,0.471649
18500,0.291,0.220,0.489,0.483359
19000,0.199,0.217,0.584,0.469148
19500,0.248,0.168,0.584,0.451234
20000,0.327,0.153,0.520,0.481847
20500,0.370,0.171,0.459,0.486384
21000,0.330,0.165,0.505,0.447350
21500,0.294,0.208,0.498,0.462701
22000,0.312,0.168,0.520,0.458733
22500,0.321,0.202,0.477,0.499862
23000,0.321,0.141,0.538,0.467231
23500,0.315,0.162,0.523,0.493986
24000,0.281,0.144,0.575,0.432118
24500,0.294,0.122,0.584,0.422577
25000,0.349,0.138,0.514,0.465792
25500,0.281,0.153,0.566,0.460485
26000,0.254,0.153,0.593,0.401546
26500,0.278,0.165,0.557,0.465329
27000,0.245,0.190,0.566,0.453701
27500,0.239,0.220,0.541,0.478548
28000,0.217,0.242,0.541,0.486591
28500,0.187,0.232,0.581,0.458910
29000,0.214,0.193,0.593,0.437005
29500,0.193,0.202,0.606,0.430913
30000,0.205,0.251,0.544,0.476301
30500,0.153,0.306,0.541,0.453433
31000,0.159,0.300,0.541,0.463806
31500,0.248,0.220,0.532,0.487588
32000,0.251,0.193,0.557,0.459993
32500,0.291,0.254,0.456,0.514230
33000,0.306,0.242,0.453,0.488711
33500,0.306,0.159,0.535,0.469440
34000,0.248,0.183,0.569,0.444789
34500,0.183,0.193,0.624,0.411753
35000,0.245,0.165,0.590,0.434123
35500,0.315,0.156,0.529,0.439174
36000,0.321,0.171,0.508,0.467435
36500,0.373,0.171,0.456,0.481721
37000,0.336,0.174,0.489,0.476780
37500,0.355,0.168,0.477,0.467720
38000,0.303,0.183,0.514,0.468351
38500,0.294,0.202,0.505,0.470043
39000,0.315,0.208,0.477,0.496376
39500,0.352,0.138,0.511,0.478563
40000,0.309,0.138,0.554,0.452509
40500,0.333,0.147,0.520,0.476100
41000,0.312,0.162,0.526,0.480977
41500,0.315,0.116,0.569,0.424652
42000,0.330,0.125,0.544,0.447809
42500,0.248,0.183,0.569,0.450252
43000,0.269,0.171,0.560,0.453497
43500,0.239,0.183,0.578,0.436988
44000,0.248,0.199,0.554,0.462131
44500,0.297,0.202,0.502,0.479077
45000,0.312,0.171,0.517,0.468730
45500,0.263,0.165,0.572,0.441727
46000,0.303,0.190,0.508,0.481276
46500,0.343,0.144,0.514,0.447041
47000,0.327,0.156,0.517,0.458123
47500,0.284,0.232,0.483,0.495343
48000,0.266,0.205,0.529,0.476434
48500,0.275,0.226,0.498,0.498978
49000,0.272,0.220,0.508,0.505370
49500,0.294,0.135,0.572,0.437105
50000,0.297,0.141,0.563,0.459642
50500,0.330,0.150,0.520,0.475647
51000,0.315,0.168,0.517,0.477070
51500,0.287,0.245,0.468,0.471047
52000,0.232,0.232,0.535,0.441562
52500,0.226,0.257,0.517,0.468656
53000,0.232,0.202,0.566,0.461638
53500,0.284,0.177,0.538,0.476151
54000,0.306,0.131,0.563,0.443003
54500,0.352,0.104,0.544,0.432121
55000,0.346,0.119,0.535,0.444145
55500,0.278,0.122,0.599,0.423822
56000,0.284,0.168,0.547,0.460337
56500,0.297,0.144,0.560,0.430238
57000,0.309,0.135,0.557,0.433757
57500,0.263,0.125,0.612,0.418739
58000,0.278,0.135,0.587,0.447578
58500,0.294,0.131,0.575,0.431478
59000,0.266,0.135,0.599,0.431453
59500,0.321,0.110,0.569,0.434452
60000,0.242,0.199,0.560,0.455798
60500,0.239,0.183,0.578,0.429408
61000,0.226,0.251,0.523,0.476405
61500,0.223,0.232,0.544,0.457187
62000,0.235,0.263,0.502,0.479255
62500,0.251,0.183,0.566,0.432988
63000,0.248,0.229,0.523,0.494714
63500,0.223,0.242,0.535,0.458846
64000,0.239,0.297,0.465,0.494006
64500,0.171,0.287,0.541,0.456850
65000,0.229,0.229,0.541,0.465603
65500,0.239,0.159,0.602,0.422619
66000,0.318,0.131,0.550,0.448563
66500,0.284,0.144,0.572,0.442556
67000,0.394,0.113,0.492,0.472139
67500,0.431,0.113,0.456,0.469130
68000,0.398,0.092,0.511,0.442562
68500,0.364,0.147,0.489,0.492792
69000,0.343,0.162,0.495,0.481265
69500,0.330,0.135,0.535,0.456108
70000,0.349,0.131,0.520,0.447182
70500,0.364,0.116,0.520,0.451590
71000,0.355,0.144,0.502,0.475159
71500,0.376,0.125,0.498,0.476126
72000,0.300,0.193,0.508,0.473180
72500,0.284,0.171,0.544,0.467608
73000,0.327,0.144,0.529,0.460748
73500,0.373,0.113,0.514,0.434921
74000,0.358,0.125,0.517,0.444576
74500,0.281,0.162,0.557,0.462706
75000,0.297,0.144,0.560,0.446742
75500,0.275,0.113,0.612,0.424626
76000,0.229,0.162,0.609,0.433845
76500,0.291,0.171,0.538,0.464382
