time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.931,0.040,0.115146
1000,0.032,0.868,0.099,0.185337
1500,0.030,0.849,0.122,0.224750
2000,0.032,0.806,0.161,0.272683
2500,0.042,0.804,0.154,0.266400
3000,0.052,0.777,0.171,0.292020
3500,0.055,0.725,0.221,0.335628
4000,0.069,0.667,0.263,0.393202
4500,0.082,0.645,0.273,0.399280
5000,0.082,0.635,0.283,0.397115
5500,0.042,0.640,0.318,0.376511
6000,0.074,0.630,0.295,0.386601
6500,0.069,0.588,0.342,0.403454
7000,0.079,0.588,0.333,0.393653
7500,0.087,0.548,0.365,0.424106
8000,0.084,0.568,0.347,0.401832
8500,0.089,0.546,0.365,0.394618
9000,0.089,0.553,0.357,0.423567
9500,0.094,0.479,0.427,0.423265
10000,0.151,0.449,0.400,0.469834
10500,0.141,0.454,0.404,0.451955
11000,0.109,0.506,0.385,0.438706
11500,0.112,0.479,0.409,0.451351
12000,0.114,0.417,0.469,0.442143
12500,0.171,0.347,0.481,0.470612
13000,0.164,0.375,0.462,0.472880
13500,0.213,0.320,0.467,0.474302
14000,0.283,0.288,0.429,0.489609
14500,0.323,0.233,0.444,0.481368
15000,0.283,0.268,0.449,0.488619
15500,0.246,0.243,0.511,0.470136
16000,0.288,0.216,0.496,0.466619
16500,0.285,0.216,0.499,0.463060
17000,0.290,0.186,0.524,0.437629
17500,0.300,0.186,0.514,0.449529
18000,0.278,0.218,0.504,0.466237
18500,0.243,0.248,0.509,0.463447
19000,0.288,0.208,0.504,0.483068
19500,0.308,0.246,0.447,0.487512
20000,0.315,0.181,0.504,0.457748
20500,0.273,0.213,0.514,0.459784
21000,0.305,0.203,0.491,0.466216
21500,0.340,0.186,0.474,0.472557
22000,0.365,0.117,0.519,0.439891
22500,0.397,0.149,0.454,0.467534
23000,0.444,0.107,0.449,0.430300
23500,0.474,0.104,0.422,0.422411
24000,0.479,0.094,0.427,0.427878
24500,0.464,0.107,0.429,0.439910
25000,0.419,0.114,0.467,0.445775
25500,0.417,0.109,0.474,0.447345
26000,0.419,0.094,0.486,0.439702
26500,0.447,0.084,0.469,0.411527
27000,0.424,0.104,0.471,0.441194
27500,0.474,0.112,0.414,0.428519
28000,0.486,0.139,0.375,0.446904
28500,0.514,0.087,0.400,0.404377
29000,0.613,0.079,0.308,0.365269
29500,0.583,0.062,0.355,0.373004
30000,0.566,0.072,0.362,0.402782
30500,0.543,0.077,0.380,0.417458
31000,0.541,0.072,0.387,0.398932
31500,0.541,0.067,0.392,0.402166
32000,0.479,0.087,0.434,0.434396
32500,0.504,0.084,0.412,0.428870
33000,0.506,0.079,0.414,0.417535
33500,0.516,0.084,0.400,0.439030
34000,0.524,0.069,0.407,0.417106
34500,0.511,0.065,0.424,0.411281
35000,0.531,0.092,0.377,0.420818
35500,0.551,0.089,0.360,0.398188
36000,0.543,0.077,0.380,0.400046
36500,0.563,0.065,0.372,0.399792
37000,0.514,0.062,0.424,0.411042
37500,0.499,0.057,0.444,0.406111
38000,0.529,0.055,0.417,0.391050
38500,0.561,0.060,0.380,0.393376
39000,0.576,0.074,0.350,0.387470
39500,0.573,0.057,0.370,0.396105
40000,0.633,0.055,0.313,0.357958
40500,0.645,0.055,0.300,0.354792
41000,0.663,0.040,0.298,0.336990
41500,0.623,0.089,0.288,0.397114
42000,0.581,0.065,0.355,0.390050
42500,0.566,0.057,0.377,0.394581
43000,0.546,0.050,0.404,0.396842
43500,0.509,0.047,0.444,0.412688
44000,0.548,0.042,0.409,0.383723
44500,0.543,0.055,0.402,0.407593
45000,0.496,0.069,0.434,0.429296
45500,0.504,0.079,0.417,0.430621
46000,0.471,0.087,0.442,0.435750
46500,0.447,0.112,0.442,0.451604
47000,0.422,0.112,0.467,0.447226
47500,0.444,0.109,0.447,0.453234
48000,0.449,0.099,0.452,0.439148
48500,0.427,0.144,0.429,0.468540
49000,0.437,0.112,0.452,0.448644
49500,0.459,0.074,0.467,0.423272
50000,0.462,0.079,0.459,0.423657
50500,0.454,0.112,0.434,0.429239
51000,0.533,0.089,0.377,0.422508
51500,0.524,0.092,0.385,0.428513
52000,0.536,0.074,0.390,0.409072
52500,0.556,0.057,0.387,0.402083
53000,0.551,0.052,0.397,0.394535
53500,0.533,0.067,0.400,0.416203
54000,0.486,0.069,0.444,0.413739
54500,0.536,0.072,0.392,0.420197
55000,0.558,0.062,0.380,0.402230
55500,0.526,0.084,0.390,0.420959
56000,0.531,0.072,0.397,0.424407
56500,0.499,0.072,0.429,0.422405
57000,0.516,0.079,0.404,0.431038
57500,0.494,0.072,0.434,0.427569
58000,0.464,0.102,0.434,0.440180
58500,0.464,0.102,0.434,0.435864
59000,0.424,0.104,0.471,0.436567
59500,0.417,0.117,0.467,0.438329
60000,0.437,0.099,0.464,0.454306
60500,0.464,0.062,0.474,0.407483
61000,0.422,0.107,0.471,0.440273
61500,0.427,0.124,0.449,0.447245
62000,0.474,0.132,0.395,0.453133
62500,0.529,0.084,0.387,0.425288
63000,0.578,0.072,0.350,0.396826
63500,0.571,0.082,0.347,0.414056
64000,0.581,0.045,0.375,0.379538
64500,0.613,0.037,0.350,0.364295
65000,0.628,0.060,0.313,0.373879
65500,0.556,0.052,0.392,0.409319
66000,0.561,0.067,0.372,0.412848
66500,0.561,0.060,0.380,0.408498
67000,0.586,0.037,0.377,0.385880
67500,0.546,0.065,0.390,0.422591
68000,0.516,0.074,0.409,0.422250
68500,0.491,0.099,0.409,0.432903
69000,0.494,0.102,0.404,0.430473
69500,0.509,0.062,0.429,0.413100
70000,0.548,0.089,0.362,0.426359
70500,0.541,0.089,0.370,0.427993
71000,0.566,0.072,0.362,0.410161
71500,0.543,0.062,0.395,0.407868
72000,0.556,0.060,0.385,0.414626
72500,0.608,0.042,0.350,0.369337
73000,0.625,0.050,0.325,0.367217
73500,0.620,0.047,0.333,0.383504
74000,0.591,0.035,0.375,0.374759
74500,0.613,0.055,0.333,0.382076
75000,0.675,0.042,0.283,0.321150
75500,0.623,0.062,0.315,0.386261
76000,0.573,0.042,0.385,0.399867
76500,0.586,0.062,0.352,0.401938
77000,0.581,0.062,0.357,0.388506
77500,0.623,0.069,0.308,0.398640
78000,0.648,0.057,0.295,0.360609
78500,0.650,0.065,0.285,0.356210
79000,0.618,0.067,0.315,0.380500
79500,0.593,0.065,0.342,0.400523
80000,0.638,0.062,0.300,0.391872
80500,0.655,0.047,0.298,0.359039
81000,0.600,0.052,0.347,0.381290
81500,0.615,0.047,0.337,0.365513
82000,0.591,0.052,0.357,0.380552
82500,0.588,0.050,0.362,0.371364
83000,0.586,0.057,0.357,0.381102
83500,0.568,0.050,0.382,0.394035
84000,0.519,0.052,0.429,0.409792
84500,0.546,0.069,0.385,0.405761
85000,0.471,0.072,0.457,0.432802
85500,0.462,0.077,0.462,0.417814
86000,0.499,0.067,0.434,0.407311
86500,0.457,0.117,0.427,0.446333
87000,0.437,0.134,0.429,0.467545
87500,0.457,0.132,0.412,0.457830
88000,0.424,0.156,0.419,0.473608
88500,0.419,0.139,0.442,0.465271
89000,0.387,0.154,0.459,0.466238
89500,0.365,0.134,0.501,0.442664
90000,0.362,0.146,0.491,0.463111
90500,0.333,0.174,0.494,0.466495
91000,0.345,0.206,0.449,0.485866
91500,0.330,0.181,0.489,0.443480
92000,0.315,0.208,0.476,0.479754
92500,0.290,0.211,0.499,0.466757
93000,0.318,0.196,0.486,0.467825
93500,0.342,0.189,0.469,0.470830
94000,0.340,0.181,0.479,0.466166
94500,0.323,0.176,0.501,0.459770
95000,0.310,0.166,0.524,0.456162
95500,0.320,0.151,0.529,0.455643
96000,0.285,0.164,0.551,0.435080
96500,0.263,0.194,0.543,0.444680
97000,0.298,0.213,0.489,0.459938
97500,0.280,0.221,0.499,0.468258
98000,0.308,0.181,0.511,0.447629
98500,0.275,0.231,0.494,0.465401
99000,0.323,0.218,0.459,0.478520
99500,0.337,0.186,0.476,0.467275
100000,0.390,0.171,0.439,0.473405
