time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.040,0.953,0.008,0.173621
1000,0.070,0.908,0.022,0.254183
1500,0.105,0.837,0.058,0.433757
2000,0.114,0.839,0.047,0.372058
2500,0.108,0.832,0.061,0.386781
3000,0.176,0.739,0.085,0.584002
3500,0.215,0.715,0.069,0.554089
4000,0.205,0.717,0.077,0.583400
4500,0.204,0.701,0.095,0.569684
5000,0.207,0.714,0.079,0.552205
5500,0.212,0.698,0.090,0.605675
6000,0.306,0.598,0.097,0.609238
6500,0.338,0.572,0.090,0.656192
7000,0.364,0.506,0.130,0.670235
7500,0.445,0.452,0.103,0.542820
8000,0.448,0.441,0.112,0.544739
8500,0.363,0.533,0.104,0.627259
9000,0.320,0.548,0.133,0.647878
9500,0.339,0.552,0.109,0.612015
10000,0.340,0.551,0.109,0.631819
10500,0.327,0.586,0.087,0.587275
11000,0.359,0.544,0.097,0.620529
11500,0.428,0.469,0.102,0.563998
12000,0.477,0.406,0.116,0.541411
12500,0.502,0.377,0.121,0.463283
13000,0.586,0.304,0.111,0.374499
13500,0.603,0.293,0.104,0.366344
14000,0.605,0.292,0.104,0.393804
14500,0.656,0.250,0.094,0.385890
15000,0.692,0.231,0.077,0.312669
15500,0.745,0.171,0.084,0.274636
16000,0.729,0.173,0.098,0.316145
16500,0.811,0.111,0.077,0.262053
17000,0.843,0.093,0.064,0.151797
17500,0.854,0.093,0.052,0.155680
18000,0.882,0.072,0.046,0.147421
18500,0.920,0.047,0.033,0.050601
19000,0.937,0.032,0.031,0.036450
19500,0.949,0.027,0.023,0.028125
20000,0.963,0.022,0.015,0.008515
20500,0.968,0.018,0.014,0.006796
21000,0.964,0.018,0.018,0.011907
21500,0.966,0.016,0.017,0.010831
22000,0.969,0.015,0.017,0.017227
22500,0.974,0.013,0.013,0.008696
23000,0.977,0.012,0.010,0.004701
23500,0.980,0.011,0.009,0.003581
24000,0.984,0.010,0.006,0.001995
24500,0.982,0.010,0.008,0.003543
25000,0.984,0.009,0.007,0.003941
25500,0.983,0.009,0.009,0.009833
26000,0.982,0.008,0.010,0.010175
26500,0.984,0.008,0.008,0.003855
27000,0.976,0.013,0.012,0.032647
27500,0.982,0.009,0.009,0.009536
28000,0.986,0.007,0.007,0.004940
28500,0.983,0.006,0.011,0.011221
29000,0.984,0.006,0.009,0.010510
29500,0.983,0.009,0.008,0.014024
30000,0.988,0.006,0.006,0.007983
30500,0.987,0.006,0.007,0.013735
31000,0.991,0.005,0.003,0.001853
31500,0.992,0.005,0.003,0.000938
32000,0.992,0.005,0.002,0.000496
32500,0.992,0.005,0.003,0.001377
33000,0.992,0.005,0.003,0.001326
33500,0.994,0.005,0.002,0.000365
34000,0.994,0.005,0.002,0.000365
34500,0.994,0.005,0.002,0.000365
35000,0.994,0.005,0.001,0.000306
35500,0.994,0.005,0.001,0.000306
36000,0.994,0.005,0.001,0.000306
36500,0.994,0.005,0.001,0.000306
37000,0.994,0.005,0.001,0.000306
37500,0.995,0.004,0.001,0.000159
38000,0.995,0.004,0.001,0.000159
38500,0.995,0.004,0.001,0.000159
39000,0.995,0.004,0.001,0.000159
39500,0.995,0.004,0.001,0.000159
40000,0.995,0.004,0.001,0.000159
40500,0.994,0.004,0.002,0.003177
41000,0.995,0.004,0.001,0.000159
41500,0.995,0.004,0.001,0.000159
42000,0.995,0.003,0.001,0.000119
42500,0.995,0.003,0.001,0.000119
43000,0.995,0.003,0.001,0.000119
43500,0.995,0.003,0.001,0.000119
44000,0.995,0.003,0.001,0.000119
44500,0.995,0.003,0.001,0.000119
45000,0.995,0.003,0.001,0.000119
45500,0.995,0.003,0.001,0.000119
46000,0.996,0.003,0.001,0.000090
46500,0.997,0.003,0.001,0.000084
47000,0.997,0.003,0.001,0.000084
47500,0.997,0.003,0.001,0.000084
48000,0.997,0.003,0.001,0.000084
48500,0.997,0.003,0.001,0.000084
49000,0.997,0.003,0.001,0.000084
49500,0.997,0.003,0.001,0.000084
50000,0.997,0.003,0.001,0.000084
50500,0.997,0.003,0.001,0.000084
51000,0.997,0.003,0.001,0.000084
51500,0.997,0.003,0.001,0.000084
52000,0.997,0.003,0.001,0.000084
52500,0.997,0.003,0.001,0.000084
53000,0.997,0.002,0.001,0.000070
