time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.034,0.927,0.040,0.131934
1000,0.037,0.862,0.101,0.213939
1500,0.043,0.774,0.183,0.297671
2000,0.046,0.716,0.239,0.345841
2500,0.058,0.667,0.275,0.381219
3000,0.055,0.746,0.199,0.312094
3500,0.070,0.703,0.226,0.364442
4000,0.055,0.703,0.242,0.349960
4500,0.070,0.645,0.284,0.385589
5000,0.089,0.606,0.306,0.407228
5500,0.101,0.541,0.358,0.414497
6000,0.119,0.526,0.355,0.443584
6500,0.119,0.547,0.333,0.449927
7000,0.116,0.520,0.364,0.413370
7500,0.128,0.532,0.339,0.443988
8000,0.205,0.471,0.324,0.508972
8500,0.205,0.407,0.388,0.493644
9000,0.199,0.367,0.434,0.465277
9500,0.242,0.358,0.401,0.486605
10000,0.297,0.355,0.349,0.478082
10500,0.339,0.251,0.410,0.486044
11000,0.422,0.205,0.373,0.467541
11500,0.440,0.174,0.385,0.457569
12000,0.508,0.168,0.324,0.460929
12500,0.459,0.141,0.401,0.465232
13000,0.511,0.125,0.364,0.454698
13500,0.517,0.144,0.339,0.443643
14000,0.557,0.095,0.349,0.424056
14500,0.480,0.092,0.428,0.459232
15000,0.544,0.086,0.370,0.431179
15500,0.621,0.049,0.330,0.380681
16000,0.667,0.028,0.306,0.340672
16500,0.713,0.034,0.254,0.301492
17000,0.752,0.021,0.226,0.257822
17500,0.829,0.021,0.150,0.205091
18000,0.838,0.012,0.150,0.193622
18500,0.869,0.018,0.113,0.168721
19000,0.893,0.015,0.092,0.140403
19500,0.875,0.012,0.113,0.153741
20000,0.887,0.003,0.110,0.126124
20500,0.920,0.003,0.076,0.091049
21000,0.942,0.003,0.055,0.066877
21500,0.963,0.006,0.031,0.026702
22000,0.951,0.006,0.043,0.051187
22500,0.957,0.003,0.040,0.050206
23000,0.969,0.003,0.028,0.038472
23500,0.982,0.003,0.015,0.017174
24000,0.985,0.003,0.012,0.013560
24500,0.982,0.003,0.015,0.020124
25000,0.972,0.000,0.028,0.028909
25500,0.960,0.000,0.040,0.058308
26000,0.969,0.000,0.031,0.031851
26500,0.979,0.000,0.021,0.021395
27000,0.972,0.000,0.028,0.031193
27500,0.982,0.000,0.018,0.016633
28000,0.988,0.000,0.012,0.007866
28500,0.988,0.000,0.012,0.007866
29000,0.994,0.000,0.006,0.001830
29500,0.994,0.000,0.006,0.001830
30000,0.994,0.000,0.006,0.001830
30500,0.994,0.000,0.006,0.001830
31000,0.997,0.000,0.003,0.001545
31500,1.000,0.000,0.000,0.000000
