time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.939,0.034,0.098182
1000,0.028,0.936,0.037,0.088595
1500,0.028,0.942,0.031,0.084180
2000,0.031,0.930,0.040,0.101723
2500,0.031,0.939,0.031,0.087413
3000,0.031,0.917,0.052,0.123541
3500,0.034,0.899,0.067,0.142999
4000,0.034,0.893,0.073,0.153383
4500,0.037,0.936,0.028,0.090828
5000,0.040,0.924,0.037,0.119491
5500,0.046,0.902,0.052,0.138363
6000,0.034,0.927,0.040,0.099117
6500,0.031,0.881,0.089,0.184733
7000,0.037,0.908,0.055,0.134011
7500,0.034,0.933,0.034,0.084317
8000,0.031,0.936,0.034,0.094752
8500,0.037,0.927,0.037,0.114484
9000,0.028,0.939,0.034,0.095763
9500,0.028,0.936,0.037,0.102919
10000,0.028,0.933,0.040,0.108752
10500,0.028,0.954,0.018,0.066912
11000,0.028,0.945,0.028,0.089842
11500,0.028,0.948,0.024,0.081943
12000,0.028,0.960,0.012,0.056513
12500,0.028,0.933,0.040,0.110243
13000,0.031,0.927,0.043,0.100823
13500,0.043,0.908,0.049,0.139731
14000,0.031,0.924,0.046,0.112261
14500,0.028,0.908,0.064,0.131719
15000,0.043,0.908,0.049,0.126094
15500,0.028,0.914,0.058,0.125531
16000,0.037,0.914,0.049,0.120306
16500,0.037,0.917,0.046,0.116109
17000,0.031,0.914,0.055,0.114532
17500,0.049,0.917,0.034,0.113538
18000,0.043,0.908,0.049,0.121874
18500,0.037,0.920,0.043,0.110103
19000,0.034,0.905,0.061,0.139796
19500,0.031,0.902,0.067,0.156795
20000,0.040,0.899,0.061,0.135342
20500,0.040,0.893,0.067,0.163457
21000,0.037,0.917,0.046,0.128053
21500,0.043,0.869,0.089,0.193567
22000,0.043,0.878,0.080,0.179409
22500,0.028,0.920,0.052,0.118591
23000,0.028,0.960,0.012,0.066014
23500,0.028,0.942,0.031,0.093745
24000,0.028,0.954,0.018,0.068514
24500,0.028,0.951,0.021,0.077875
25000,0.028,0.936,0.037,0.097500
25500,0.028,0.936,0.037,0.095038
26000,0.043,0.896,0.061,0.162808
26500,0.028,0.939,0.034,0.103924
27000,0.031,0.951,0.018,0.071035
27500,0.037,0.917,0.046,0.108352
28000,0.031,0.917,0.052,0.124330
28500,0.037,0.936,0.028,0.106528
29000,0.034,0.911,0.055,0.135366
29500,0.031,0.927,0.043,0.098330
30000,0.031,0.930,0.040,0.094710
30500,0.031,0.899,0.070,0.144663
31000,0.031,0.945,0.024,0.075617
31500,0.034,0.920,0.046,0.112512
32000,0.037,0.908,0.055,0.138529
32500,0.034,0.917,0.049,0.123924
33000,0.028,0.936,0.037,0.095356
