time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.922,0.051,0.099681
1000,0.041,0.834,0.124,0.216849
1500,0.032,0.876,0.092,0.148326
2000,0.041,0.862,0.097,0.177528
2500,0.041,0.857,0.101,0.180029
3000,0.041,0.853,0.106,0.189094
3500,0.041,0.839,0.120,0.212182
4000,0.037,0.829,0.134,0.234258
4500,0.046,0.834,0.120,0.207945
5000,0.037,0.843,0.120,0.198156
5500,0.028,0.894,0.078,0.143563
6000,0.028,0.862,0.111,0.162432
6500,0.028,0.917,0.055,0.105764
7000,0.028,0.889,0.083,0.136507
7500,0.032,0.862,0.106,0.182583
8000,0.037,0.912,0.051,0.086297
8500,0.028,0.912,0.060,0.109903
9000,0.028,0.903,0.069,0.130242
9500,0.032,0.876,0.092,0.169922
10000,0.032,0.862,0.106,0.169643
10500,0.032,0.889,0.078,0.145544
11000,0.037,0.912,0.051,0.107197
11500,0.037,0.848,0.115,0.202611
12000,0.037,0.885,0.078,0.142574
12500,0.032,0.903,0.065,0.119760
13000,0.046,0.848,0.106,0.195900
13500,0.032,0.899,0.069,0.131357
14000,0.032,0.889,0.078,0.137319
14500,0.028,0.857,0.115,0.197381
15000,0.032,0.862,0.106,0.183877
15500,0.032,0.853,0.115,0.192057
16000,0.055,0.756,0.189,0.307138
16500,0.037,0.843,0.120,0.206202
17000,0.028,0.885,0.088,0.145742
17500,0.028,0.899,0.074,0.114949
18000,0.028,0.931,0.041,0.079665
18500,0.028,0.903,0.069,0.118798
19000,0.028,0.922,0.051,0.096021
19500,0.028,0.885,0.088,0.162638
20000,0.032,0.857,0.111,0.199009
20500,0.041,0.811,0.147,0.235619
21000,0.037,0.885,0.078,0.126989
21500,0.032,0.889,0.078,0.122402
22000,0.037,0.894,0.069,0.130594
22500,0.051,0.806,0.143,0.237189
23000,0.032,0.857,0.111,0.182259
23500,0.037,0.848,0.115,0.188636
24000,0.037,0.857,0.106,0.179425
24500,0.032,0.899,0.069,0.131514
25000,0.037,0.848,0.115,0.209532
25500,0.041,0.802,0.157,0.247846
26000,0.037,0.876,0.088,0.159315
26500,0.046,0.871,0.083,0.157761
27000,0.028,0.912,0.060,0.116152
27500,0.028,0.899,0.074,0.150955
28000,0.032,0.894,0.074,0.143621
28500,0.028,0.899,0.074,0.143550
29000,0.028,0.931,0.041,0.085032
29500,0.032,0.940,0.028,0.074296
30000,0.028,0.931,0.041,0.103146
30500,0.028,0.889,0.083,0.160808
31000,0.041,0.857,0.101,0.188119
31500,0.032,0.793,0.175,0.247843
32000,0.037,0.843,0.120,0.199199
32500,0.028,0.866,0.106,0.171573
33000,0.032,0.857,0.111,0.174735
33500,0.032,0.843,0.124,0.191707
34000,0.032,0.853,0.115,0.186891
34500,0.028,0.876,0.097,0.163648
35000,0.032,0.857,0.111,0.171548
35500,0.037,0.876,0.088,0.162746
36000,0.032,0.811,0.157,0.232524
36500,0.037,0.857,0.106,0.179937
37000,0.032,0.853,0.115,0.193781
37500,0.055,0.802,0.143,0.245682
38000,0.032,0.820,0.147,0.215812
38500,0.041,0.848,0.111,0.187861
39000,0.028,0.926,0.046,0.086592
39500,0.028,0.908,0.065,0.117501
40000,0.032,0.853,0.115,0.175563
40500,0.041,0.880,0.078,0.142848
41000,0.032,0.853,0.115,0.181979
41500,0.037,0.885,0.078,0.130629
42000,0.041,0.816,0.143,0.231737
42500,0.046,0.829,0.124,0.213363
43000,0.046,0.843,0.111,0.201060
43500,0.028,0.834,0.138,0.191376
44000,0.065,0.848,0.088,0.176151
44500,0.046,0.714,0.240,0.291598
45000,0.060,0.733,0.207,0.312177
45500,0.051,0.793,0.157,0.249463
46000,0.032,0.843,0.124,0.204319
46500,0.046,0.825,0.129,0.239936
47000,0.028,0.825,0.147,0.189297
47500,0.046,0.806,0.147,0.204154
48000,0.046,0.820,0.134,0.220466
48500,0.051,0.839,0.111,0.197632
49000,0.028,0.876,0.097,0.166748
49500,0.028,0.889,0.083,0.131087
50000,0.037,0.843,0.120,0.185983
50500,0.041,0.839,0.120,0.196236
51000,0.037,0.829,0.134,0.204914
51500,0.041,0.825,0.134,0.209140
52000,0.032,0.894,0.074,0.127285
52500,0.032,0.866,0.101,0.159097
53000,0.041,0.853,0.106,0.175728
53500,0.046,0.853,0.101,0.189688
54000,0.041,0.889,0.069,0.145856
54500,0.032,0.912,0.055,0.109775
55000,0.037,0.912,0.051,0.121587
55500,0.028,0.857,0.115,0.187152
56000,0.046,0.825,0.129,0.215053
56500,0.041,0.825,0.134,0.235438
57000,0.055,0.825,0.120,0.186607
57500,0.028,0.853,0.120,0.175416
58000,0.028,0.866,0.106,0.139803
58500,0.032,0.880,0.088,0.149990
59000,0.028,0.811,0.161,0.209972
59500,0.037,0.839,0.124,0.167920
60000,0.046,0.816,0.138,0.203695
60500,0.041,0.834,0.124,0.184188
61000,0.055,0.816,0.129,0.214427
61500,0.037,0.843,0.120,0.186191
62000,0.032,0.894,0.074,0.117619
62500,0.069,0.714,0.217,0.316868
63000,0.074,0.700,0.226,0.313917
63500,0.060,0.783,0.157,0.234760
64000,0.055,0.779,0.166,0.264529
64500,0.055,0.687,0.258,0.327184
65000,0.032,0.806,0.161,0.227102
65500,0.065,0.760,0.175,0.265579
66000,0.055,0.839,0.106,0.184631
66500,0.046,0.862,0.092,0.159339
67000,0.037,0.885,0.078,0.148858
67500,0.041,0.862,0.097,0.167030
68000,0.032,0.857,0.111,0.197410
68500,0.065,0.793,0.143,0.254278
69000,0.046,0.853,0.101,0.181379
69500,0.028,0.820,0.152,0.224868
70000,0.051,0.862,0.088,0.176477
70500,0.065,0.806,0.129,0.255964
71000,0.046,0.839,0.115,0.219122
71500,0.028,0.862,0.111,0.174074
72000,0.032,0.889,0.078,0.142103
72500,0.028,0.876,0.097,0.156733
73000,0.028,0.935,0.037,0.084001
73500,0.028,0.922,0.051,0.112139
74000,0.028,0.945,0.028,0.084589
74500,0.032,0.903,0.065,0.129070
75000,0.028,0.866,0.106,0.192493
75500,0.037,0.820,0.143,0.233711
76000,0.028,0.876,0.097,0.144923
76500,0.032,0.894,0.074,0.136384
77000,0.032,0.871,0.097,0.167718
77500,0.032,0.899,0.069,0.117903
78000,0.028,0.903,0.069,0.125342
78500,0.051,0.843,0.106,0.183864
79000,0.051,0.760,0.189,0.276163
79500,0.051,0.802,0.147,0.240122
80000,0.055,0.857,0.088,0.157310
80500,0.046,0.811,0.143,0.219594
