time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.960,0.010,0.072223
1000,0.030,0.932,0.039,0.137169
1500,0.032,0.900,0.068,0.196506
2000,0.033,0.870,0.097,0.255464
2500,0.036,0.848,0.116,0.277510
3000,0.040,0.782,0.178,0.301166
3500,0.079,0.702,0.220,0.392131
4000,0.063,0.672,0.265,0.368457
4500,0.052,0.651,0.297,0.326506
5000,0.078,0.618,0.304,0.339467
5500,0.097,0.577,0.326,0.354771
6000,0.105,0.552,0.343,0.355935
6500,0.131,0.528,0.341,0.373819
7000,0.114,0.488,0.397,0.352664
7500,0.096,0.503,0.401,0.348521
8000,0.096,0.475,0.429,0.317005
8500,0.086,0.467,0.447,0.295423
9000,0.080,0.489,0.431,0.312170
9500,0.084,0.475,0.441,0.333085
10000,0.091,0.477,0.432,0.345598
10500,0.080,0.480,0.440,0.339632
11000,0.086,0.449,0.465,0.292272
11500,0.095,0.415,0.490,0.262147
12000,0.117,0.390,0.492,0.311549
12500,0.110,0.382,0.508,0.317830
13000,0.132,0.377,0.491,0.298751
13500,0.126,0.392,0.482,0.346388
14000,0.125,0.384,0.491,0.325758
14500,0.123,0.379,0.498,0.308585
15000,0.127,0.381,0.492,0.313797
15500,0.114,0.387,0.498,0.333739
16000,0.121,0.372,0.508,0.318571
16500,0.115,0.368,0.517,0.328659
17000,0.124,0.365,0.512,0.324106
17500,0.111,0.350,0.538,0.302003
18000,0.101,0.358,0.541,0.273059
18500,0.132,0.368,0.501,0.331688
19000,0.106,0.348,0.545,0.288492
19500,0.110,0.314,0.576,0.231167
20000,0.128,0.332,0.540,0.346351
20500,0.117,0.329,0.554,0.300052
21000,0.121,0.344,0.535,0.312405
21500,0.129,0.334,0.537,0.265846
22000,0.131,0.348,0.521,0.294670
22500,0.162,0.335,0.503,0.300682
23000,0.160,0.351,0.488,0.371241
23500,0.131,0.350,0.519,0.335864
24000,0.128,0.358,0.515,0.313368
24500,0.127,0.341,0.532,0.332238
25000,0.124,0.332,0.544,0.319002
25500,0.131,0.321,0.549,0.331752
26000,0.130,0.319,0.552,0.269335
26500,0.146,0.325,0.529,0.315584
27000,0.138,0.317,0.545,0.307353
27500,0.132,0.329,0.539,0.334415
28000,0.133,0.327,0.540,0.309335
28500,0.133,0.335,0.532,0.341406
29000,0.137,0.304,0.559,0.299203
29500,0.138,0.313,0.550,0.328094
30000,0.140,0.305,0.555,0.362138
30500,0.134,0.301,0.565,0.307384
31000,0.144,0.302,0.554,0.339887
31500,0.148,0.288,0.564,0.291341
32000,0.162,0.280,0.558,0.334552
32500,0.137,0.270,0.593,0.265854
33000,0.120,0.282,0.599,0.307111
33500,0.123,0.280,0.598,0.296775
34000,0.126,0.309,0.565,0.309186
34500,0.144,0.290,0.566,0.271668
35000,0.143,0.312,0.545,0.345896
35500,0.143,0.307,0.550,0.349729
36000,0.118,0.285,0.597,0.289081
36500,0.113,0.294,0.592,0.298319
37000,0.115,0.301,0.583,0.318060
37500,0.130,0.281,0.589,0.335352
38000,0.127,0.283,0.590,0.340896
38500,0.116,0.274,0.610,0.296413
39000,0.112,0.299,0.588,0.293757
39500,0.107,0.318,0.575,0.316094
40000,0.104,0.315,0.581,0.319607
40500,0.116,0.293,0.590,0.289424
41000,0.113,0.319,0.568,0.281759
41500,0.095,0.321,0.584,0.243125
42000,0.132,0.317,0.552,0.292497
42500,0.138,0.301,0.561,0.332157
43000,0.118,0.340,0.541,0.303379
43500,0.113,0.327,0.560,0.291188
44000,0.106,0.325,0.569,0.294805
44500,0.106,0.309,0.584,0.283293
45000,0.132,0.297,0.571,0.339597
45500,0.139,0.296,0.565,0.337451
46000,0.138,0.280,0.582,0.328698
46500,0.128,0.269,0.604,0.280799
47000,0.149,0.261,0.589,0.293881
47500,0.157,0.271,0.572,0.315976
48000,0.162,0.279,0.559,0.314957
48500,0.162,0.287,0.551,0.362445
49000,0.150,0.278,0.572,0.303423
49500,0.145,0.278,0.577,0.321523
50000,0.149,0.265,0.586,0.307260
50500,0.144,0.279,0.577,0.341350
51000,0.145,0.272,0.583,0.296450
51500,0.153,0.277,0.570,0.349228
52000,0.150,0.271,0.579,0.336893
52500,0.166,0.274,0.560,0.329729
53000,0.162,0.272,0.566,0.318223
53500,0.172,0.261,0.567,0.305496
54000,0.161,0.276,0.563,0.365763
54500,0.136,0.285,0.579,0.290233
55000,0.137,0.297,0.566,0.383662
55500,0.158,0.269,0.573,0.293342
56000,0.139,0.295,0.566,0.316793
56500,0.138,0.313,0.550,0.334529
57000,0.131,0.302,0.567,0.337544
57500,0.150,0.309,0.540,0.357356
58000,0.124,0.296,0.580,0.313769
58500,0.150,0.277,0.573,0.305520
59000,0.142,0.269,0.589,0.291049
59500,0.152,0.272,0.576,0.341898
60000,0.137,0.261,0.602,0.255146
60500,0.145,0.271,0.584,0.299131
61000,0.175,0.256,0.569,0.319648
61500,0.172,0.254,0.574,0.335940
62000,0.135,0.254,0.611,0.284793
62500,0.141,0.264,0.596,0.305067
63000,0.139,0.268,0.593,0.306724
63500,0.157,0.254,0.588,0.345640
64000,0.144,0.251,0.605,0.303831
64500,0.143,0.246,0.611,0.317721
65000,0.132,0.260,0.608,0.309008
65500,0.134,0.267,0.600,0.323368
66000,0.139,0.252,0.609,0.307536
66500,0.147,0.239,0.614,0.299886
67000,0.151,0.250,0.599,0.294648
67500,0.190,0.250,0.560,0.306910
68000,0.186,0.239,0.575,0.311629
68500,0.171,0.250,0.579,0.255690
69000,0.169,0.235,0.597,0.314881
69500,0.174,0.253,0.573,0.336530
70000,0.160,0.237,0.603,0.297959
70500,0.171,0.249,0.580,0.348862
71000,0.149,0.258,0.592,0.332429
71500,0.137,0.263,0.601,0.299498
72000,0.146,0.261,0.592,0.348327
72500,0.123,0.256,0.621,0.303408
73000,0.118,0.264,0.618,0.291920
73500,0.133,0.266,0.602,0.325209
74000,0.149,0.253,0.598,0.305933
74500,0.145,0.256,0.599,0.312007
75000,0.131,0.247,0.622,0.299240
75500,0.134,0.255,0.611,0.321270
76000,0.153,0.259,0.587,0.331630
76500,0.177,0.255,0.568,0.308998
77000,0.166,0.250,0.583,0.335701
77500,0.150,0.237,0.613,0.304310
78000,0.150,0.229,0.621,0.268059
78500,0.179,0.233,0.588,0.293992
79000,0.165,0.246,0.588,0.285387
79500,0.161,0.249,0.589,0.333640
80000,0.162,0.232,0.606,0.267321
80500,0.147,0.253,0.600,0.299518
81000,0.138,0.269,0.593,0.333486
81500,0.134,0.263,0.604,0.308949
82000,0.147,0.243,0.610,0.307318
82500,0.140,0.243,0.617,0.300348
83000,0.157,0.239,0.604,0.332744
83500,0.173,0.231,0.597,0.337697
84000,0.151,0.247,0.602,0.332520
84500,0.135,0.246,0.619,0.316832
85000,0.130,0.258,0.612,0.308308
85500,0.134,0.254,0.612,0.331785
86000,0.145,0.248,0.607,0.292256
86500,0.140,0.244,0.616,0.311201
87000,0.160,0.234,0.606,0.343932
87500,0.137,0.229,0.634,0.280758
88000,0.144,0.230,0.626,0.290544
88500,0.136,0.253,0.611,0.311348
89000,0.118,0.251,0.630,0.261856
89500,0.144,0.245,0.611,0.311019
90000,0.157,0.268,0.575,0.309231
90500,0.163,0.249,0.587,0.347671
91000,0.162,0.244,0.593,0.347448
91500,0.173,0.246,0.581,0.354887
92000,0.150,0.245,0.605,0.315089
92500,0.136,0.242,0.622,0.311734
93000,0.156,0.252,0.591,0.363087
93500,0.134,0.270,0.597,0.338124
94000,0.132,0.242,0.626,0.296574
94500,0.134,0.232,0.634,0.297037
95000,0.117,0.254,0.628,0.316007
95500,0.138,0.241,0.621,0.321389
96000,0.133,0.236,0.631,0.295663
96500,0.164,0.231,0.605,0.316412
97000,0.162,0.232,0.606,0.321826
97500,0.156,0.248,0.596,0.337662
98000,0.163,0.241,0.596,0.317956
98500,0.159,0.240,0.601,0.341578
99000,0.147,0.251,0.602,0.325302
99500,0.151,0.252,0.597,0.382221
100000,0.153,0.245,0.602,0.333841
