time,n_A+p,n_B,n_AB
100,0.331,0.467,0.202
200,0.306,0.376,0.318
300,0.269,0.339,0.393
400,0.260,0.318,0.421
500,0.260,0.306,0.434
600,0.273,0.269,0.459
700,0.248,0.248,0.504
800,0.198,0.326,0.475
900,0.190,0.318,0.492
1000,0.227,0.277,0.496
1100,0.178,0.269,0.554
1200,0.186,0.293,0.521
1300,0.186,0.306,0.508
1400,0.211,0.285,0.504
1500,0.207,0.256,0.537
1600,0.182,0.236,0.583
1700,0.194,0.260,0.545
1800,0.186,0.252,0.562
1900,0.190,0.318,0.492
2000,0.236,0.293,0.471
2100,0.174,0.298,0.529
2200,0.190,0.289,0.521
2300,0.169,0.318,0.512
2400,0.157,0.322,0.521
2500,0.149,0.343,0.508
2600,0.132,0.368,0.500
2700,0.182,0.368,0.450
2800,0.211,0.335,0.455
2900,0.248,0.335,0.417
3000,0.248,0.281,0.471
3100,0.219,0.285,0.496
3200,0.264,0.223,0.512
3300,0.194,0.306,0.500
3400,0.190,0.281,0.529
3500,0.186,0.343,0.471
3600,0.153,0.368,0.479
3700,0.169,0.364,0.467
3800,0.165,0.372,0.463
3900,0.186,0.335,0.479
4000,0.169,0.326,0.504
4100,0.198,0.310,0.492
4200,0.174,0.310,0.517
4300,0.174,0.351,0.475
4400,0.165,0.364,0.471
4500,0.124,0.388,0.488
4600,0.145,0.405,0.450
4700,0.107,0.430,0.463
4800,0.116,0.393,0.492
4900,0.099,0.409,0.492
5000,0.107,0.393,0.500
5100,0.120,0.384,0.496
5200,0.132,0.347,0.521
5300,0.128,0.322,0.550
5400,0.128,0.343,0.529
5500,0.124,0.339,0.537
5600,0.128,0.397,0.475
5700,0.079,0.421,0.500
5800,0.132,0.393,0.475
5900,0.112,0.417,0.471
6000,0.145,0.351,0.504
6100,0.132,0.343,0.525
6200,0.107,0.355,0.537
6300,0.116,0.397,0.488
6400,0.149,0.335,0.517
6500,0.169,0.318,0.512
6600,0.157,0.364,0.479
6700,0.140,0.388,0.471
6800,0.116,0.405,0.479
6900,0.140,0.492,0.368
7000,0.140,0.467,0.393
7100,0.140,0.409,0.450
7200,0.107,0.397,0.496
7300,0.132,0.380,0.488
7400,0.140,0.364,0.496
7500,0.128,0.388,0.483
7600,0.128,0.393,0.479
7700,0.136,0.368,0.496
7800,0.120,0.426,0.455
7900,0.079,0.401,0.521
8000,0.112,0.355,0.533
8100,0.128,0.380,0.492
8200,0.161,0.364,0.475
8300,0.165,0.351,0.483
8400,0.174,0.355,0.471
8500,0.178,0.339,0.483
8600,0.186,0.318,0.496
8700,0.240,0.281,0.479
8800,0.219,0.293,0.488
8900,0.223,0.269,0.508
9000,0.215,0.269,0.517
9100,0.219,0.306,0.475
9200,0.178,0.318,0.504
9300,0.211,0.306,0.483
9400,0.211,0.281,0.508
9500,0.198,0.285,0.517
9600,0.202,0.285,0.512
9700,0.227,0.256,0.517
9800,0.227,0.273,0.500
9900,0.223,0.252,0.525
10000,0.219,0.306,0.475
10100,0.207,0.293,0.500
10200,0.223,0.207,0.570
10300,0.202,0.231,0.566
10400,0.174,0.211,0.616
10500,0.178,0.219,0.603
10600,0.145,0.240,0.616
10700,0.186,0.207,0.607
10800,0.211,0.215,0.574
10900,0.219,0.236,0.545
11000,0.248,0.198,0.554
11100,0.207,0.231,0.562
11200,0.269,0.248,0.483
11300,0.256,0.256,0.488
11400,0.285,0.236,0.479
11500,0.248,0.207,0.545
11600,0.285,0.178,0.537
11700,0.310,0.174,0.517
11800,0.248,0.231,0.521
11900,0.198,0.248,0.554
12000,0.252,0.248,0.500
12100,0.264,0.269,0.467
12200,0.211,0.302,0.488
12300,0.215,0.298,0.488
12400,0.182,0.293,0.525
12500,0.215,0.207,0.579
12600,0.198,0.231,0.570
12700,0.211,0.227,0.562
12800,0.182,0.273,0.545
12900,0.231,0.231,0.537
13000,0.289,0.202,0.508
13100,0.240,0.227,0.533
13200,0.248,0.202,0.550
13300,0.260,0.190,0.550
13400,0.264,0.178,0.558
13500,0.285,0.202,0.512
13600,0.260,0.157,0.583
13700,0.306,0.178,0.517
13800,0.331,0.169,0.500
13900,0.302,0.145,0.554
14000,0.318,0.153,0.529
14100,0.326,0.120,0.554
14200,0.277,0.149,0.574
14300,0.269,0.116,0.616
14400,0.252,0.145,0.603
14500,0.302,0.124,0.574
14600,0.298,0.128,0.574
14700,0.322,0.145,0.533
14800,0.351,0.145,0.504
14900,0.397,0.153,0.450
15000,0.384,0.153,0.463
15100,0.384,0.165,0.450
15200,0.388,0.157,0.455
15300,0.326,0.149,0.525
15400,0.331,0.140,0.529
15500,0.351,0.182,0.467
15600,0.326,0.161,0.512
15700,0.351,0.140,0.508
15800,0.310,0.182,0.508
15900,0.277,0.198,0.525
16000,0.273,0.186,0.541
16100,0.306,0.211,0.483
16200,0.248,0.211,0.541
16300,0.273,0.190,0.537
16400,0.264,0.198,0.537
16500,0.248,0.178,0.574
16600,0.277,0.165,0.558
16700,0.335,0.169,0.496
16800,0.339,0.161,0.500
16900,0.306,0.132,0.562
17000,0.289,0.140,0.570
17100,0.318,0.178,0.504
17200,0.339,0.136,0.525
17300,0.326,0.140,0.533
17400,0.306,0.174,0.521
17500,0.322,0.161,0.517
17600,0.302,0.231,0.467
17700,0.298,0.277,0.426
17800,0.260,0.260,0.479
17900,0.244,0.285,0.471
18000,0.236,0.231,0.533
18100,0.248,0.178,0.574
18200,0.260,0.174,0.566
18300,0.244,0.136,0.620
18400,0.331,0.157,0.512
18500,0.343,0.136,0.521
18600,0.335,0.207,0.459
18700,0.285,0.194,0.521
18800,0.248,0.190,0.562
18900,0.260,0.190,0.550
19000,0.252,0.202,0.545
19100,0.269,0.157,0.574
