time,n_A+p,n_B,n_AB
100,0.184,0.382,0.434
200,0.132,0.408,0.461
300,0.092,0.447,0.461
400,0.092,0.408,0.500
500,0.145,0.237,0.618
600,0.224,0.184,0.592
700,0.118,0.342,0.539
800,0.132,0.184,0.684
900,0.197,0.171,0.632
1000,0.184,0.132,0.684
1100,0.079,0.197,0.724
1200,0.066,0.171,0.763
1300,0.171,0.145,0.684
1400,0.184,0.171,0.645
1500,0.197,0.158,0.645
1600,0.158,0.211,0.632
1700,0.276,0.132,0.592
1800,0.250,0.105,0.645
1900,0.355,0.053,0.592
2000,0.447,0.026,0.526
2100,0.342,0.053,0.605
2200,0.197,0.066,0.737
2300,0.197,0.105,0.697
2400,0.276,0.132,0.592
2500,0.197,0.145,0.658
2600,0.197,0.158,0.645
2700,0.237,0.184,0.579
2800,0.184,0.171,0.645
2900,0.197,0.237,0.566
3000,0.211,0.132,0.658
3100,0.158,0.263,0.579
3200,0.118,0.342,0.539
3300,0.118,0.355,0.526
3400,0.158,0.211,0.632
3500,0.184,0.237,0.579
3600,0.250,0.171,0.579
3700,0.158,0.171,0.671
3800,0.105,0.211,0.684
3900,0.197,0.224,0.579
4000,0.145,0.211,0.645
4100,0.092,0.289,0.618
4200,0.066,0.303,0.632
4300,0.158,0.211,0.632
4400,0.132,0.224,0.645
4500,0.158,0.145,0.697
4600,0.237,0.079,0.684
4700,0.289,0.066,0.645
4800,0.237,0.092,0.671
4900,0.276,0.105,0.618
5000,0.171,0.158,0.671
5100,0.118,0.276,0.605
5200,0.118,0.197,0.684
5300,0.079,0.105,0.816
5400,0.158,0.211,0.632
5500,0.316,0.171,0.513
5600,0.421,0.145,0.434
5700,0.395,0.053,0.553
5800,0.355,0.066,0.579
5900,0.421,0.066,0.513
6000,0.329,0.092,0.579
6100,0.382,0.066,0.553
6200,0.368,0.066,0.566
6300,0.276,0.158,0.566
6400,0.211,0.118,0.671
6500,0.158,0.342,0.500
6600,0.145,0.355,0.500
6700,0.092,0.395,0.513
6800,0.105,0.382,0.513
6900,0.066,0.421,0.513
7000,0.039,0.513,0.447
7100,0.092,0.263,0.645
7200,0.158,0.197,0.645
7300,0.171,0.197,0.632
7400,0.224,0.263,0.513
7500,0.184,0.132,0.684
7600,0.289,0.184,0.526
7700,0.184,0.118,0.697
7800,0.250,0.066,0.684
7900,0.224,0.092,0.684
8000,0.250,0.118,0.632
8100,0.145,0.197,0.658
8200,0.224,0.276,0.500
8300,0.224,0.224,0.553
8400,0.132,0.250,0.618
8500,0.158,0.250,0.592
8600,0.145,0.118,0.737
8700,0.092,0.197,0.711
8800,0.184,0.171,0.645
8900,0.250,0.237,0.513
9000,0.197,0.197,0.605
9100,0.211,0.132,0.658
9200,0.329,0.158,0.513
9300,0.211,0.184,0.605
9400,0.250,0.158,0.592
9500,0.368,0.079,0.553
9600,0.263,0.053,0.684
9700,0.224,0.132,0.645
9800,0.197,0.276,0.526
9900,0.132,0.382,0.487
10000,0.158,0.276,0.566
10100,0.224,0.132,0.645
10200,0.263,0.171,0.566
10300,0.342,0.158,0.500
10400,0.171,0.145,0.684
10500,0.224,0.224,0.553
10600,0.224,0.158,0.618
10700,0.276,0.079,0.645
10800,0.224,0.197,0.579
10900,0.211,0.197,0.592
11000,0.263,0.224,0.513
11100,0.342,0.171,0.487
11200,0.237,0.145,0.618
11300,0.158,0.263,0.579
11400,0.132,0.211,0.658
11500,0.132,0.303,0.566
11600,0.276,0.132,0.592
11700,0.250,0.079,0.671
11800,0.382,0.053,0.566
11900,0.276,0.105,0.618
12000,0.211,0.211,0.579
12100,0.145,0.171,0.684
12200,0.171,0.211,0.618
12300,0.237,0.132,0.632
