time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.949,0.023,0.073081
1000,0.028,0.940,0.032,0.093010
1500,0.028,0.931,0.041,0.106209
2000,0.028,0.949,0.023,0.067100
2500,0.028,0.917,0.055,0.112428
3000,0.032,0.931,0.037,0.109608
3500,0.028,0.931,0.041,0.102865
4000,0.032,0.926,0.041,0.104368
4500,0.028,0.931,0.041,0.117614
5000,0.028,0.899,0.074,0.146073
5500,0.032,0.922,0.046,0.117069
6000,0.037,0.922,0.041,0.116589
6500,0.032,0.894,0.074,0.159988
7000,0.041,0.908,0.051,0.137706
7500,0.037,0.885,0.078,0.161808
8000,0.032,0.899,0.069,0.134952
8500,0.032,0.876,0.092,0.172839
9000,0.028,0.963,0.009,0.059640
9500,0.032,0.949,0.018,0.071717
10000,0.028,0.912,0.060,0.126073
10500,0.028,0.940,0.032,0.088064
11000,0.037,0.912,0.051,0.148711
11500,0.028,0.926,0.046,0.106935
12000,0.028,0.926,0.046,0.087903
12500,0.037,0.871,0.092,0.179687
13000,0.037,0.862,0.101,0.204949
13500,0.037,0.903,0.060,0.145459
14000,0.037,0.922,0.041,0.106786
14500,0.028,0.940,0.032,0.085488
15000,0.037,0.945,0.018,0.071319
15500,0.028,0.922,0.051,0.108621
16000,0.028,0.963,0.009,0.051045
16500,0.028,0.949,0.023,0.068624
17000,0.028,0.954,0.018,0.070093
17500,0.028,0.931,0.041,0.092489
18000,0.032,0.917,0.051,0.105407
18500,0.032,0.926,0.041,0.097898
19000,0.028,0.945,0.028,0.088393
19500,0.032,0.926,0.041,0.122985
20000,0.028,0.949,0.023,0.069271
20500,0.032,0.912,0.055,0.130238
21000,0.028,0.954,0.018,0.080580
21500,0.032,0.949,0.018,0.081174
22000,0.032,0.931,0.037,0.105214
22500,0.032,0.922,0.046,0.112379
23000,0.028,0.940,0.032,0.088617
23500,0.028,0.912,0.060,0.137087
24000,0.032,0.889,0.078,0.165317
24500,0.032,0.917,0.051,0.115252
25000,0.028,0.968,0.005,0.051683
25500,0.028,0.963,0.009,0.050950
26000,0.028,0.954,0.018,0.064695
26500,0.028,0.922,0.051,0.122561
27000,0.028,0.954,0.018,0.068204
27500,0.037,0.912,0.051,0.129701
28000,0.028,0.940,0.032,0.092179
28500,0.028,0.949,0.023,0.077929
29000,0.028,0.945,0.028,0.088299
29500,0.037,0.908,0.055,0.130983
30000,0.028,0.903,0.069,0.137058
30500,0.041,0.880,0.078,0.163617
31000,0.032,0.899,0.069,0.141017
31500,0.028,0.935,0.037,0.077533
32000,0.046,0.899,0.055,0.139803
32500,0.037,0.885,0.078,0.130650
33000,0.028,0.931,0.041,0.105400
33500,0.028,0.954,0.018,0.067176
34000,0.028,0.940,0.032,0.082768
34500,0.028,0.894,0.078,0.155565
35000,0.028,0.917,0.055,0.105942
35500,0.028,0.931,0.041,0.104438
36000,0.028,0.940,0.032,0.088270
36500,0.028,0.908,0.065,0.125440
37000,0.037,0.912,0.051,0.132243
