time,n_A+p,n_B,n_AB
100,0.335,0.500,0.165
200,0.273,0.492,0.236
300,0.194,0.537,0.269
400,0.207,0.517,0.277
500,0.178,0.554,0.269
600,0.165,0.583,0.252
700,0.145,0.674,0.182
800,0.145,0.678,0.178
900,0.112,0.744,0.145
1000,0.074,0.760,0.165
1100,0.074,0.781,0.145
1200,0.058,0.785,0.157
1300,0.041,0.798,0.161
1400,0.037,0.802,0.161
1500,0.021,0.855,0.124
1600,0.012,0.872,0.116
1700,0.012,0.901,0.087
1800,0.008,0.921,0.070
1900,0.004,0.942,0.054
2000,0.004,0.950,0.045
2100,0.004,0.963,0.033
2200,0.004,0.971,0.025
2300,0.004,0.975,0.021
2400,0.000,0.983,0.017
2500,0.000,0.988,0.012
2600,0.000,0.992,0.008
2700,0.000,1.000,0.000
