time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.033,0.938,0.029,0.092345
1000,0.041,0.897,0.062,0.159719
1500,0.083,0.855,0.062,0.226937
2000,0.062,0.884,0.054,0.177290
2500,0.029,0.913,0.058,0.125337
3000,0.037,0.897,0.066,0.158732
3500,0.058,0.868,0.074,0.205180
4000,0.058,0.876,0.066,0.171196
4500,0.145,0.744,0.112,0.347012
5000,0.062,0.789,0.149,0.276806
5500,0.062,0.847,0.091,0.226279
6000,0.079,0.831,0.091,0.245397
6500,0.079,0.847,0.074,0.210556
7000,0.045,0.909,0.045,0.135433
7500,0.033,0.901,0.066,0.147977
8000,0.033,0.938,0.029,0.096526
8500,0.033,0.901,0.066,0.152807
9000,0.054,0.880,0.066,0.177830
9500,0.033,0.921,0.045,0.111233
10000,0.045,0.901,0.054,0.156699
10500,0.033,0.901,0.066,0.147856
11000,0.054,0.893,0.054,0.178951
11500,0.041,0.909,0.050,0.141407
12000,0.033,0.921,0.045,0.111689
12500,0.037,0.930,0.033,0.099638
13000,0.041,0.917,0.041,0.130572
13500,0.029,0.946,0.025,0.085412
14000,0.033,0.942,0.025,0.098544
14500,0.029,0.938,0.033,0.106742
15000,0.037,0.921,0.041,0.111503
15500,0.045,0.913,0.041,0.138686
16000,0.029,0.959,0.012,0.061126
16500,0.037,0.934,0.029,0.089928
17000,0.037,0.942,0.021,0.070290
17500,0.029,0.950,0.021,0.062499
18000,0.070,0.901,0.029,0.130717
18500,0.029,0.926,0.045,0.109922
19000,0.037,0.905,0.058,0.142239
19500,0.033,0.938,0.029,0.089760
20000,0.033,0.946,0.021,0.085275
20500,0.033,0.913,0.054,0.116580
21000,0.029,0.909,0.062,0.150117
21500,0.033,0.926,0.041,0.116751
22000,0.041,0.913,0.045,0.143960
22500,0.054,0.921,0.025,0.119950
23000,0.033,0.946,0.021,0.084389
23500,0.033,0.934,0.033,0.094284
24000,0.037,0.938,0.025,0.098682
24500,0.033,0.934,0.033,0.098087
25000,0.045,0.946,0.008,0.085281
25500,0.050,0.913,0.037,0.137237
26000,0.099,0.773,0.128,0.336800
26500,0.074,0.831,0.095,0.266837
