time,n_A+p,n_B,n_AB
0,0.028,0.972,-0.000
500,0.028,0.939,0.034
1000,0.028,0.948,0.024
1500,0.028,0.942,0.031
2000,0.031,0.930,0.040
2500,0.031,0.920,0.049
3000,0.031,0.948,0.021
3500,0.031,0.948,0.021
4000,0.028,0.939,0.034
4500,0.037,0.911,0.052
5000,0.037,0.890,0.073
5500,0.028,0.902,0.070
6000,0.037,0.920,0.043
6500,0.034,0.957,0.009
7000,0.031,0.951,0.018
7500,0.028,0.930,0.043
8000,0.028,0.930,0.043
8500,0.031,0.939,0.031
9000,0.034,0.942,0.024
9500,0.031,0.933,0.037
10000,0.028,0.930,0.043
10500,0.028,0.939,0.034
11000,0.028,0.963,0.009
11500,0.028,0.936,0.037
12000,0.028,0.924,0.049
12500,0.028,0.924,0.049
13000,0.028,0.933,0.040
13500,0.031,0.933,0.037
14000,0.046,0.899,0.055
14500,0.037,0.887,0.076
15000,0.052,0.920,0.028
15500,0.034,0.933,0.034
16000,0.043,0.924,0.034
16500,0.037,0.936,0.028
17000,0.031,0.939,0.031
17500,0.034,0.902,0.064
18000,0.034,0.917,0.049
18500,0.043,0.896,0.061
19000,0.043,0.896,0.061
19500,0.040,0.844,0.116
20000,0.040,0.890,0.070
20500,0.028,0.936,0.037
21000,0.028,0.914,0.058
21500,0.028,0.939,0.034
22000,0.034,0.927,0.040
22500,0.028,0.924,0.049
23000,0.031,0.933,0.037
23500,0.031,0.939,0.031
24000,0.031,0.948,0.021
24500,0.031,0.939,0.031
25000,0.037,0.911,0.052
25500,0.037,0.920,0.043
26000,0.043,0.893,0.064
26500,0.037,0.924,0.040
27000,0.037,0.939,0.024
27500,0.034,0.933,0.034
28000,0.040,0.902,0.058
28500,0.037,0.930,0.034
29000,0.037,0.933,0.031
29500,0.028,0.948,0.024
30000,0.028,0.954,0.018
30500,0.031,0.957,0.012
31000,0.028,0.920,0.052
31500,0.028,0.927,0.046
32000,0.037,0.917,0.046
32500,0.040,0.875,0.086
33000,0.052,0.869,0.080
33500,0.040,0.887,0.073
34000,0.028,0.917,0.055
34500,0.028,0.936,0.037
35000,0.028,0.948,0.024
35500,0.031,0.957,0.012
36000,0.028,0.960,0.012
36500,0.028,0.917,0.055
37000,0.031,0.911,0.058
37500,0.028,0.905,0.067
38000,0.037,0.933,0.031
38500,0.031,0.930,0.040
39000,0.028,0.924,0.049
39500,0.034,0.920,0.046
40000,0.040,0.914,0.046
40500,0.037,0.899,0.064
41000,0.037,0.911,0.052
41500,0.031,0.917,0.052
42000,0.031,0.893,0.076
42500,0.031,0.908,0.061
43000,0.037,0.924,0.040
43500,0.037,0.924,0.040
44000,0.031,0.924,0.046
44500,0.034,0.951,0.015
45000,0.028,0.945,0.028
45500,0.031,0.939,0.031
46000,0.037,0.936,0.028
46500,0.028,0.933,0.040
47000,0.028,0.948,0.024
47500,0.028,0.951,0.021
48000,0.031,0.930,0.040
48500,0.031,0.939,0.031
49000,0.028,0.911,0.061
49500,0.028,0.936,0.037
50000,0.031,0.936,0.034
50500,0.034,0.914,0.052
51000,0.034,0.920,0.046
51500,0.040,0.917,0.043
52000,0.031,0.887,0.083
52500,0.031,0.908,0.061
53000,0.028,0.908,0.064
53500,0.031,0.930,0.040
54000,0.037,0.933,0.031
54500,0.034,0.939,0.028
55000,0.037,0.920,0.043
55500,0.034,0.920,0.046
56000,0.037,0.924,0.040
56500,0.028,0.948,0.024
57000,0.034,0.905,0.061
57500,0.028,0.927,0.046
58000,0.028,0.933,0.040
58500,0.031,0.890,0.080
59000,0.037,0.887,0.076
59500,0.037,0.893,0.070
60000,0.040,0.908,0.052
60500,0.037,0.890,0.073
61000,0.040,0.890,0.070
61500,0.028,0.908,0.064
62000,0.034,0.920,0.046
62500,0.040,0.908,0.052
63000,0.031,0.911,0.058
63500,0.037,0.942,0.021
64000,0.037,0.920,0.043
64500,0.034,0.920,0.046
65000,0.031,0.939,0.031
65500,0.028,0.933,0.040
66000,0.043,0.887,0.070
66500,0.031,0.902,0.067
67000,0.034,0.927,0.040
67500,0.031,0.920,0.049
68000,0.031,0.920,0.049
68500,0.028,0.920,0.052
69000,0.034,0.902,0.064
69500,0.046,0.905,0.049
70000,0.052,0.887,0.061
70500,0.037,0.890,0.073
71000,0.052,0.875,0.073
71500,0.031,0.930,0.040
72000,0.037,0.924,0.040
72500,0.037,0.933,0.031
73000,0.040,0.920,0.040
73500,0.034,0.930,0.037
74000,0.037,0.896,0.067
74500,0.034,0.899,0.067
75000,0.031,0.933,0.037
75500,0.040,0.924,0.037
76000,0.031,0.917,0.052
76500,0.031,0.936,0.034
77000,0.031,0.942,0.028
77500,0.043,0.905,0.052
78000,0.034,0.884,0.083
78500,0.028,0.933,0.040
79000,0.049,0.872,0.080
79500,0.043,0.881,0.076
80000,0.046,0.902,0.052
80500,0.043,0.908,0.049
81000,0.034,0.899,0.067
81500,0.028,0.911,0.061
82000,0.040,0.911,0.049
82500,0.037,0.896,0.067
83000,0.037,0.920,0.043
83500,0.028,0.942,0.031
84000,0.031,0.939,0.031
84500,0.040,0.930,0.031
85000,0.034,0.945,0.021
85500,0.031,0.920,0.049
86000,0.037,0.896,0.067
86500,0.043,0.902,0.055
87000,0.037,0.917,0.046
87500,0.040,0.908,0.052
88000,0.031,0.939,0.031
88500,0.028,0.920,0.052
89000,0.034,0.896,0.070
89500,0.037,0.908,0.055
90000,0.055,0.878,0.067
90500,0.049,0.890,0.061
91000,0.040,0.878,0.083
91500,0.037,0.914,0.049
92000,0.028,0.905,0.067
92500,0.028,0.948,0.024
93000,0.028,0.942,0.031
93500,0.034,0.930,0.037
94000,0.031,0.930,0.040
94500,0.034,0.954,0.012
95000,0.028,0.939,0.034
95500,0.034,0.911,0.055
96000,0.028,0.933,0.040
96500,0.028,0.930,0.043
97000,0.040,0.896,0.064
97500,0.031,0.917,0.052
98000,0.031,0.927,0.043
98500,0.031,0.930,0.040
99000,0.034,0.920,0.046
99500,0.040,0.881,0.080
100000,0.031,0.924,0.046
100500,0.034,0.936,0.031
101000,0.031,0.927,0.043
101500,0.028,0.930,0.043
102000,0.031,0.924,0.046
102500,0.031,0.954,0.015
103000,0.037,0.908,0.055
103500,0.037,0.911,0.052
104000,0.037,0.924,0.040
104500,0.034,0.896,0.070
105000,0.031,0.914,0.055
105500,0.028,0.920,0.052
106000,0.028,0.927,0.046
106500,0.028,0.887,0.086
107000,0.031,0.924,0.046
107500,0.037,0.905,0.058
108000,0.034,0.924,0.043
108500,0.031,0.917,0.052
109000,0.031,0.924,0.046
109500,0.031,0.930,0.040
110000,0.034,0.942,0.024
110500,0.031,0.924,0.046
111000,0.028,0.945,0.028
111500,0.043,0.917,0.040
112000,0.034,0.930,0.037
112500,0.031,0.930,0.040
113000,0.040,0.890,0.070
113500,0.031,0.924,0.046
114000,0.037,0.914,0.049
114500,0.031,0.899,0.070
115000,0.031,0.933,0.037
115500,0.034,0.951,0.015
116000,0.031,0.927,0.043
116500,0.028,0.936,0.037
117000,0.037,0.890,0.073
117500,0.043,0.893,0.064
118000,0.028,0.948,0.024
118500,0.028,0.936,0.037
119000,0.028,0.930,0.043
119500,0.028,0.924,0.049
120000,0.037,0.887,0.076
120500,0.046,0.872,0.083
121000,0.040,0.887,0.073
121500,0.037,0.896,0.067
122000,0.034,0.936,0.031
122500,0.034,0.924,0.043
123000,0.037,0.884,0.080
123500,0.034,0.899,0.067
124000,0.040,0.902,0.058
124500,0.028,0.942,0.031
125000,0.028,0.954,0.018
125500,0.034,0.936,0.031
126000,0.031,0.930,0.040
126500,0.034,0.939,0.028
127000,0.037,0.933,0.031
127500,0.034,0.945,0.021
128000,0.031,0.930,0.040
128500,0.028,0.945,0.028
129000,0.031,0.957,0.012
129500,0.037,0.927,0.037
130000,0.037,0.917,0.046
130500,0.040,0.896,0.064
131000,0.028,0.930,0.043
