time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.917,0.055,0.110721
1000,0.028,0.908,0.065,0.143320
1500,0.028,0.903,0.069,0.133220
2000,0.032,0.912,0.055,0.124868
2500,0.060,0.834,0.106,0.216352
3000,0.041,0.829,0.129,0.231842
3500,0.060,0.802,0.138,0.256527
4000,0.051,0.811,0.138,0.230710
4500,0.069,0.816,0.115,0.231541
5000,0.097,0.742,0.161,0.324408
5500,0.083,0.760,0.157,0.298723
6000,0.074,0.770,0.157,0.302016
6500,0.092,0.691,0.217,0.354509
7000,0.032,0.788,0.180,0.243462
7500,0.028,0.853,0.120,0.201499
8000,0.041,0.885,0.074,0.159470
8500,0.041,0.862,0.097,0.156491
9000,0.041,0.820,0.138,0.225051
9500,0.037,0.866,0.097,0.173908
10000,0.051,0.834,0.115,0.205221
10500,0.055,0.889,0.055,0.145622
11000,0.055,0.806,0.138,0.267231
11500,0.041,0.811,0.147,0.232946
12000,0.037,0.885,0.078,0.136689
12500,0.037,0.894,0.069,0.120818
13000,0.060,0.839,0.101,0.191812
13500,0.046,0.885,0.069,0.146448
14000,0.028,0.903,0.069,0.126911
14500,0.032,0.912,0.055,0.124209
15000,0.032,0.857,0.111,0.203639
15500,0.028,0.917,0.055,0.093301
16000,0.032,0.903,0.065,0.120693
16500,0.037,0.885,0.078,0.160511
17000,0.037,0.908,0.055,0.125460
17500,0.032,0.935,0.032,0.080690
18000,0.032,0.848,0.120,0.198494
18500,0.032,0.880,0.088,0.163085
19000,0.028,0.922,0.051,0.101328
19500,0.028,0.894,0.078,0.122617
20000,0.028,0.917,0.055,0.116629
20500,0.028,0.912,0.060,0.123824
21000,0.028,0.908,0.065,0.130490
21500,0.032,0.912,0.055,0.120893
22000,0.032,0.931,0.037,0.084180
22500,0.032,0.917,0.051,0.111893
23000,0.028,0.889,0.083,0.147818
23500,0.032,0.880,0.088,0.152672
24000,0.028,0.885,0.088,0.136878
24500,0.041,0.806,0.152,0.243856
25000,0.032,0.876,0.092,0.170766
25500,0.032,0.889,0.078,0.140270
26000,0.028,0.935,0.037,0.085612
26500,0.028,0.935,0.037,0.082878
27000,0.028,0.885,0.088,0.164753
27500,0.028,0.829,0.143,0.211273
28000,0.055,0.848,0.097,0.209885
28500,0.101,0.677,0.221,0.373640
29000,0.051,0.825,0.124,0.228939
29500,0.032,0.899,0.069,0.124860
30000,0.032,0.889,0.078,0.143668
30500,0.028,0.922,0.051,0.093463
31000,0.028,0.885,0.088,0.142448
31500,0.032,0.894,0.074,0.145099
32000,0.032,0.940,0.028,0.071601
32500,0.041,0.912,0.046,0.118826
33000,0.051,0.885,0.065,0.157189
33500,0.078,0.797,0.124,0.281240
34000,0.074,0.816,0.111,0.227144
34500,0.078,0.802,0.120,0.237570
35000,0.078,0.779,0.143,0.266092
35500,0.088,0.779,0.134,0.257687
36000,0.055,0.774,0.171,0.258494
36500,0.124,0.664,0.212,0.390268
37000,0.092,0.724,0.184,0.300569
37500,0.097,0.710,0.194,0.323305
38000,0.097,0.705,0.198,0.314166
38500,0.060,0.765,0.175,0.255802
39000,0.060,0.797,0.143,0.210465
39500,0.065,0.751,0.184,0.277259
40000,0.083,0.760,0.157,0.277282
40500,0.074,0.770,0.157,0.285160
41000,0.065,0.797,0.138,0.239822
41500,0.046,0.866,0.088,0.144776
42000,0.051,0.783,0.166,0.261267
42500,0.055,0.811,0.134,0.210475
43000,0.088,0.742,0.171,0.290918
43500,0.078,0.747,0.175,0.299301
44000,0.106,0.728,0.166,0.310828
44500,0.157,0.594,0.249,0.422841
45000,0.124,0.613,0.263,0.408739
45500,0.083,0.696,0.221,0.332754
46000,0.051,0.774,0.175,0.251356
46500,0.065,0.788,0.147,0.257066
47000,0.088,0.737,0.175,0.288169
