time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.908,0.065,0.123738
1000,0.051,0.829,0.120,0.265798
1500,0.069,0.654,0.276,0.379766
2000,0.078,0.585,0.336,0.416949
2500,0.078,0.493,0.429,0.421191
3000,0.115,0.447,0.438,0.453394
3500,0.230,0.263,0.507,0.455516
4000,0.295,0.189,0.516,0.447923
4500,0.281,0.152,0.567,0.410223
5000,0.332,0.129,0.539,0.420341
5500,0.286,0.180,0.535,0.454646
6000,0.304,0.198,0.498,0.467317
6500,0.263,0.253,0.484,0.459189
7000,0.180,0.313,0.507,0.447885
7500,0.194,0.258,0.548,0.436776
8000,0.157,0.304,0.539,0.430544
8500,0.166,0.355,0.479,0.456648
9000,0.166,0.318,0.516,0.440083
9500,0.157,0.332,0.512,0.447151
10000,0.180,0.286,0.535,0.444390
10500,0.263,0.249,0.488,0.453378
11000,0.244,0.198,0.558,0.414716
11500,0.240,0.240,0.521,0.460477
12000,0.175,0.272,0.553,0.439588
12500,0.180,0.240,0.581,0.413579
13000,0.230,0.253,0.516,0.451200
13500,0.180,0.267,0.553,0.444371
14000,0.235,0.221,0.544,0.463370
14500,0.267,0.175,0.558,0.447117
15000,0.217,0.207,0.576,0.446060
15500,0.226,0.230,0.544,0.454394
16000,0.212,0.207,0.581,0.412518
16500,0.184,0.290,0.525,0.443267
17000,0.217,0.230,0.553,0.444813
17500,0.207,0.263,0.530,0.450591
18000,0.258,0.175,0.567,0.432273
18500,0.258,0.198,0.544,0.448050
19000,0.189,0.207,0.604,0.413705
19500,0.217,0.166,0.618,0.396179
20000,0.230,0.175,0.594,0.405540
20500,0.207,0.189,0.604,0.410683
21000,0.318,0.166,0.516,0.455143
21500,0.253,0.152,0.594,0.416723
22000,0.341,0.152,0.507,0.453724
22500,0.267,0.166,0.567,0.429448
23000,0.309,0.184,0.507,0.466429
23500,0.249,0.212,0.539,0.458052
24000,0.286,0.184,0.530,0.447055
24500,0.300,0.143,0.558,0.435582
25000,0.286,0.147,0.567,0.428829
25500,0.286,0.138,0.576,0.419819
26000,0.286,0.207,0.507,0.464534
26500,0.272,0.207,0.521,0.444478
27000,0.198,0.175,0.627,0.408158
27500,0.304,0.189,0.507,0.463335
28000,0.152,0.276,0.571,0.427921
28500,0.180,0.240,0.581,0.420057
29000,0.253,0.267,0.479,0.473340
29500,0.230,0.249,0.521,0.441030
30000,0.221,0.226,0.553,0.440775
30500,0.198,0.244,0.558,0.433574
31000,0.221,0.249,0.530,0.439078
31500,0.230,0.194,0.576,0.417217
32000,0.253,0.115,0.631,0.384388
32500,0.263,0.171,0.567,0.445632
33000,0.189,0.189,0.622,0.408339
33500,0.189,0.226,0.585,0.421061
34000,0.235,0.166,0.599,0.420591
34500,0.244,0.198,0.558,0.434573
35000,0.263,0.189,0.548,0.457510
35500,0.253,0.157,0.590,0.422591
36000,0.235,0.129,0.636,0.388016
36500,0.267,0.189,0.544,0.444873
37000,0.235,0.217,0.548,0.444303
37500,0.175,0.263,0.562,0.442584
38000,0.134,0.355,0.512,0.439319
38500,0.161,0.295,0.544,0.436681
39000,0.217,0.226,0.558,0.445495
39500,0.336,0.083,0.581,0.402124
40000,0.318,0.171,0.512,0.469827
40500,0.249,0.184,0.567,0.416627
41000,0.290,0.092,0.618,0.385531
41500,0.313,0.147,0.539,0.434339
42000,0.313,0.088,0.599,0.384313
42500,0.309,0.124,0.567,0.417008
43000,0.295,0.143,0.562,0.431240
43500,0.309,0.203,0.488,0.471298
44000,0.313,0.124,0.562,0.424087
44500,0.313,0.166,0.521,0.453783
45000,0.369,0.152,0.479,0.453788
45500,0.396,0.129,0.475,0.446827
46000,0.406,0.134,0.461,0.443089
46500,0.447,0.161,0.392,0.456375
47000,0.336,0.198,0.465,0.458860
47500,0.258,0.198,0.544,0.423256
48000,0.327,0.207,0.465,0.470255
48500,0.240,0.198,0.562,0.419495
49000,0.212,0.235,0.553,0.444487
49500,0.212,0.175,0.613,0.399568
50000,0.267,0.147,0.585,0.418254
50500,0.318,0.147,0.535,0.443004
51000,0.300,0.166,0.535,0.449661
51500,0.286,0.115,0.599,0.428266
52000,0.318,0.106,0.576,0.420086
52500,0.281,0.171,0.548,0.436359
53000,0.336,0.175,0.488,0.454214
53500,0.373,0.134,0.493,0.459337
54000,0.332,0.111,0.558,0.420275
54500,0.290,0.180,0.530,0.449525
55000,0.276,0.175,0.548,0.446675
55500,0.249,0.171,0.581,0.432933
56000,0.281,0.171,0.548,0.446042
56500,0.272,0.180,0.548,0.440662
57000,0.226,0.267,0.507,0.464953
57500,0.226,0.207,0.567,0.429940
58000,0.249,0.171,0.581,0.424095
58500,0.175,0.249,0.576,0.429986
59000,0.290,0.166,0.544,0.439524
59500,0.332,0.157,0.512,0.457440
60000,0.323,0.101,0.576,0.406782
60500,0.281,0.134,0.585,0.425087
61000,0.281,0.175,0.544,0.441163
61500,0.300,0.097,0.604,0.408146
62000,0.249,0.161,0.590,0.405370
62500,0.281,0.175,0.544,0.441903
63000,0.244,0.221,0.535,0.441795
63500,0.240,0.184,0.576,0.426897
64000,0.267,0.226,0.507,0.452504
64500,0.258,0.189,0.553,0.439019
65000,0.263,0.203,0.535,0.453207
65500,0.258,0.171,0.571,0.432328
66000,0.212,0.207,0.581,0.434139
66500,0.300,0.161,0.539,0.448581
67000,0.309,0.171,0.521,0.452217
67500,0.281,0.143,0.576,0.426121
68000,0.341,0.143,0.516,0.444913
68500,0.392,0.161,0.447,0.452624
69000,0.364,0.120,0.516,0.432272
69500,0.359,0.143,0.498,0.459080
70000,0.336,0.161,0.502,0.453982
70500,0.332,0.147,0.521,0.428628
71000,0.217,0.207,0.576,0.422145
71500,0.157,0.235,0.608,0.393481
72000,0.221,0.221,0.558,0.448831
72500,0.272,0.152,0.576,0.422071
73000,0.341,0.115,0.544,0.444281
73500,0.258,0.106,0.636,0.378760
74000,0.378,0.115,0.507,0.417495
74500,0.373,0.129,0.498,0.431660
75000,0.373,0.078,0.548,0.405960
