time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.037,0.900,0.063,0.254991
1000,0.047,0.884,0.069,0.251228
1500,0.086,0.723,0.191,0.589478
2000,0.114,0.591,0.296,0.668504
2500,0.181,0.539,0.280,0.687106
3000,0.182,0.494,0.325,0.707583
3500,0.178,0.462,0.361,0.706873
4000,0.221,0.414,0.366,0.702510
4500,0.221,0.388,0.391,0.708700
5000,0.195,0.389,0.416,0.705314
5500,0.263,0.357,0.380,0.698123
6000,0.241,0.336,0.423,0.688939
6500,0.252,0.334,0.414,0.719509
7000,0.295,0.261,0.444,0.703500
7500,0.295,0.244,0.462,0.697652
8000,0.310,0.231,0.459,0.647545
8500,0.275,0.272,0.453,0.689058
9000,0.256,0.312,0.432,0.728324
9500,0.254,0.279,0.467,0.680998
10000,0.223,0.281,0.497,0.664881
10500,0.207,0.343,0.451,0.734394
11000,0.147,0.356,0.497,0.627860
11500,0.257,0.293,0.450,0.717009
12000,0.264,0.307,0.430,0.709283
12500,0.290,0.257,0.452,0.619623
13000,0.246,0.334,0.421,0.691588
13500,0.288,0.265,0.448,0.680155
14000,0.251,0.295,0.453,0.716277
14500,0.237,0.302,0.461,0.721493
15000,0.283,0.255,0.462,0.715378
15500,0.261,0.299,0.440,0.718280
16000,0.276,0.279,0.444,0.717388
16500,0.293,0.246,0.460,0.706965
17000,0.353,0.245,0.402,0.693754
17500,0.313,0.268,0.419,0.719353
18000,0.300,0.233,0.467,0.698427
18500,0.242,0.277,0.481,0.690571
19000,0.251,0.283,0.466,0.709293
19500,0.275,0.272,0.453,0.648081
20000,0.267,0.235,0.498,0.691296
20500,0.288,0.220,0.492,0.679118
21000,0.272,0.232,0.495,0.695644
21500,0.265,0.221,0.514,0.676220
22000,0.292,0.195,0.513,0.690706
22500,0.315,0.233,0.452,0.740551
23000,0.281,0.253,0.467,0.701194
23500,0.289,0.219,0.491,0.707949
24000,0.250,0.264,0.486,0.724656
24500,0.285,0.258,0.456,0.717120
