time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.942,0.031,0.088281
1000,0.031,0.869,0.101,0.194864
1500,0.028,0.835,0.138,0.244174
2000,0.040,0.774,0.187,0.285517
2500,0.037,0.786,0.177,0.277015
3000,0.037,0.832,0.131,0.231113
3500,0.046,0.804,0.150,0.261098
4000,0.046,0.820,0.135,0.242215
4500,0.052,0.722,0.226,0.341027
5000,0.061,0.758,0.180,0.304481
5500,0.046,0.709,0.245,0.333065
6000,0.049,0.737,0.214,0.315026
6500,0.052,0.706,0.242,0.342247
7000,0.049,0.725,0.226,0.326100
7500,0.055,0.755,0.190,0.284880
8000,0.058,0.740,0.202,0.316939
8500,0.058,0.722,0.220,0.300921
9000,0.107,0.670,0.223,0.350709
9500,0.070,0.688,0.242,0.345075
10000,0.052,0.673,0.275,0.351956
10500,0.083,0.670,0.248,0.352128
11000,0.067,0.670,0.263,0.340807
11500,0.064,0.691,0.245,0.330288
12000,0.089,0.630,0.281,0.376179
12500,0.089,0.606,0.306,0.385671
13000,0.104,0.581,0.315,0.412007
13500,0.073,0.599,0.327,0.388925
14000,0.073,0.541,0.385,0.386620
14500,0.095,0.633,0.272,0.397717
15000,0.110,0.508,0.382,0.447252
15500,0.116,0.422,0.462,0.461870
16000,0.122,0.440,0.437,0.473031
16500,0.187,0.382,0.431,0.477947
17000,0.174,0.434,0.391,0.455325
17500,0.202,0.398,0.401,0.499150
18000,0.223,0.349,0.428,0.493239
18500,0.275,0.284,0.440,0.474330
19000,0.284,0.260,0.456,0.470881
19500,0.291,0.278,0.431,0.465588
20000,0.364,0.223,0.413,0.476578
20500,0.446,0.171,0.382,0.438687
21000,0.468,0.138,0.394,0.422003
21500,0.502,0.168,0.330,0.413017
22000,0.514,0.177,0.309,0.408416
22500,0.477,0.202,0.321,0.415574
23000,0.557,0.159,0.284,0.368922
23500,0.511,0.150,0.339,0.404956
24000,0.599,0.110,0.291,0.392197
24500,0.624,0.073,0.303,0.327909
25000,0.609,0.080,0.312,0.375289
25500,0.599,0.070,0.330,0.379094
26000,0.612,0.052,0.336,0.360382
26500,0.725,0.067,0.208,0.332740
27000,0.743,0.067,0.190,0.310706
27500,0.691,0.034,0.275,0.346675
28000,0.755,0.028,0.217,0.297281
28500,0.743,0.040,0.217,0.279154
29000,0.789,0.046,0.165,0.259636
29500,0.789,0.028,0.183,0.254872
30000,0.801,0.043,0.156,0.226392
30500,0.792,0.034,0.174,0.257141
31000,0.832,0.015,0.153,0.199691
31500,0.844,0.024,0.131,0.197015
32000,0.810,0.024,0.165,0.216480
32500,0.869,0.012,0.119,0.152467
33000,0.890,0.006,0.104,0.128829
33500,0.933,0.006,0.061,0.074185
34000,0.951,0.012,0.037,0.059334
34500,0.948,0.000,0.052,0.067698
35000,0.972,0.000,0.028,0.023095
35500,0.979,0.000,0.021,0.018059
36000,0.985,0.000,0.015,0.013668
36500,0.976,0.000,0.024,0.028806
37000,0.991,0.000,0.009,0.006938
37500,0.985,0.000,0.015,0.020952
38000,0.994,0.000,0.006,0.010303
38500,0.985,0.000,0.015,0.025405
39000,0.982,0.000,0.018,0.032594
39500,0.991,0.000,0.009,0.016906
40000,1.000,0.000,0.000,0.000000
