time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.918,0.052,0.131773
1000,0.030,0.834,0.136,0.246804
1500,0.035,0.675,0.290,0.378272
2000,0.035,0.538,0.427,0.393278
2500,0.042,0.372,0.586,0.328797
3000,0.042,0.288,0.670,0.286728
3500,0.050,0.221,0.730,0.245474
4000,0.060,0.164,0.777,0.208169
4500,0.087,0.127,0.787,0.205272
5000,0.079,0.109,0.811,0.178181
5500,0.092,0.099,0.809,0.202050
6000,0.104,0.092,0.804,0.207999
6500,0.092,0.089,0.819,0.199135
7000,0.079,0.097,0.824,0.202980
7500,0.069,0.094,0.836,0.192863
8000,0.067,0.104,0.829,0.199943
8500,0.060,0.099,0.841,0.188299
9000,0.074,0.084,0.841,0.182227
9500,0.069,0.092,0.839,0.189471
10000,0.087,0.099,0.814,0.240122
10500,0.067,0.072,0.861,0.170444
11000,0.084,0.092,0.824,0.235907
11500,0.069,0.079,0.851,0.193511
12000,0.077,0.077,0.846,0.202520
12500,0.102,0.055,0.844,0.198949
13000,0.107,0.072,0.821,0.246877
13500,0.114,0.067,0.819,0.226832
14000,0.065,0.079,0.856,0.165601
14500,0.074,0.069,0.856,0.178546
15000,0.097,0.062,0.841,0.192187
15500,0.104,0.074,0.821,0.231812
16000,0.094,0.055,0.851,0.184605
16500,0.089,0.050,0.861,0.170281
17000,0.094,0.050,0.856,0.185635
17500,0.072,0.060,0.868,0.171574
18000,0.084,0.082,0.834,0.226684
18500,0.084,0.057,0.859,0.172065
19000,0.084,0.074,0.841,0.215361
19500,0.074,0.062,0.864,0.186581
20000,0.065,0.077,0.859,0.184603
20500,0.074,0.065,0.861,0.188503
21000,0.060,0.057,0.883,0.156021
21500,0.074,0.072,0.854,0.196890
22000,0.069,0.069,0.861,0.195712
22500,0.060,0.052,0.888,0.144470
23000,0.074,0.052,0.873,0.170104
23500,0.060,0.045,0.896,0.151635
24000,0.079,0.040,0.881,0.171079
24500,0.097,0.042,0.861,0.208209
25000,0.112,0.025,0.864,0.187241
25500,0.112,0.050,0.839,0.213020
26000,0.114,0.030,0.856,0.189676
26500,0.104,0.047,0.849,0.193496
27000,0.097,0.032,0.871,0.176472
27500,0.084,0.017,0.898,0.133597
28000,0.074,0.042,0.883,0.159428
28500,0.089,0.040,0.871,0.167311
29000,0.074,0.074,0.851,0.205133
29500,0.069,0.069,0.861,0.190570
30000,0.079,0.035,0.886,0.139151
30500,0.109,0.030,0.861,0.167110
31000,0.107,0.042,0.851,0.180366
31500,0.087,0.060,0.854,0.188788
32000,0.097,0.055,0.849,0.204043
32500,0.084,0.035,0.881,0.150433
33000,0.117,0.040,0.844,0.210819
33500,0.104,0.045,0.851,0.199768
34000,0.104,0.030,0.866,0.182398
34500,0.077,0.035,0.888,0.147168
35000,0.097,0.052,0.851,0.213109
35500,0.092,0.060,0.849,0.215560
36000,0.060,0.032,0.908,0.108663
36500,0.092,0.032,0.876,0.164866
37000,0.084,0.035,0.881,0.155456
37500,0.094,0.030,0.876,0.155198
38000,0.092,0.030,0.878,0.161713
38500,0.089,0.022,0.888,0.159666
39000,0.104,0.035,0.861,0.185559
39500,0.092,0.032,0.876,0.166201
40000,0.099,0.035,0.866,0.191875
40500,0.102,0.045,0.854,0.201975
41000,0.112,0.035,0.854,0.182225
41500,0.109,0.045,0.846,0.208448
42000,0.097,0.040,0.864,0.182257
42500,0.089,0.065,0.846,0.221531
43000,0.082,0.060,0.859,0.196247
43500,0.087,0.065,0.849,0.206734
44000,0.097,0.045,0.859,0.191902
44500,0.102,0.050,0.849,0.201163
45000,0.087,0.030,0.883,0.141775
45500,0.089,0.052,0.859,0.169689
46000,0.094,0.040,0.866,0.190402
46500,0.089,0.045,0.866,0.186693
47000,0.060,0.047,0.893,0.139953
47500,0.057,0.045,0.898,0.118913
48000,0.069,0.047,0.883,0.156756
48500,0.094,0.040,0.866,0.188871
49000,0.102,0.037,0.861,0.202276
49500,0.114,0.045,0.841,0.213747
50000,0.119,0.042,0.839,0.200192
50500,0.124,0.042,0.834,0.216434
51000,0.082,0.035,0.883,0.142065
51500,0.097,0.052,0.851,0.201699
52000,0.087,0.055,0.859,0.198038
52500,0.087,0.032,0.881,0.163394
53000,0.094,0.052,0.854,0.192149
53500,0.077,0.057,0.866,0.171314
54000,0.084,0.055,0.861,0.183116
54500,0.089,0.057,0.854,0.196952
55000,0.074,0.052,0.873,0.158285
55500,0.082,0.060,0.859,0.201926
56000,0.077,0.040,0.883,0.157177
56500,0.084,0.055,0.861,0.189894
57000,0.087,0.047,0.866,0.175307
57500,0.089,0.042,0.868,0.168191
58000,0.084,0.065,0.851,0.202038
58500,0.117,0.060,0.824,0.220304
59000,0.107,0.040,0.854,0.173568
