time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.037,0.923,0.040,0.218656
1000,0.073,0.750,0.177,0.539196
1500,0.088,0.656,0.256,0.640240
2000,0.098,0.555,0.346,0.633275
2500,0.133,0.410,0.456,0.637128
3000,0.159,0.360,0.480,0.629180
3500,0.153,0.336,0.510,0.643205
4000,0.169,0.318,0.512,0.599042
4500,0.152,0.332,0.516,0.630769
5000,0.135,0.309,0.556,0.631846
5500,0.169,0.263,0.568,0.592047
6000,0.162,0.260,0.578,0.630166
6500,0.165,0.258,0.577,0.598199
7000,0.160,0.247,0.593,0.630146
7500,0.166,0.260,0.575,0.607533
8000,0.179,0.267,0.554,0.621232
8500,0.222,0.185,0.593,0.587681
9000,0.197,0.261,0.541,0.652088
9500,0.233,0.196,0.572,0.618052
10000,0.196,0.232,0.572,0.608625
10500,0.172,0.243,0.586,0.613784
11000,0.210,0.242,0.548,0.658405
11500,0.274,0.212,0.515,0.678393
12000,0.215,0.236,0.549,0.658261
12500,0.206,0.222,0.572,0.635427
13000,0.210,0.196,0.595,0.592337
13500,0.232,0.185,0.583,0.616302
14000,0.218,0.187,0.595,0.628611
14500,0.214,0.201,0.584,0.592271
15000,0.255,0.201,0.544,0.623621
15500,0.233,0.221,0.546,0.660027
16000,0.239,0.162,0.599,0.565631
16500,0.247,0.200,0.553,0.672882
17000,0.304,0.181,0.515,0.652727
17500,0.265,0.192,0.542,0.639374
18000,0.234,0.182,0.584,0.631860
18500,0.264,0.164,0.572,0.562068
19000,0.258,0.178,0.564,0.608884
19500,0.268,0.183,0.549,0.663506
20000,0.258,0.169,0.573,0.652291
20500,0.220,0.174,0.606,0.579399
21000,0.237,0.141,0.622,0.588738
21500,0.310,0.153,0.537,0.666525
22000,0.286,0.167,0.547,0.678172
22500,0.268,0.151,0.581,0.619028
23000,0.258,0.190,0.552,0.668054
23500,0.283,0.152,0.565,0.615163
24000,0.306,0.151,0.544,0.634294
24500,0.214,0.195,0.591,0.630144
25000,0.235,0.175,0.590,0.612640
25500,0.240,0.146,0.614,0.597403
26000,0.221,0.151,0.628,0.574185
26500,0.228,0.191,0.581,0.655481
27000,0.235,0.188,0.577,0.657861
27500,0.222,0.173,0.604,0.615859
28000,0.182,0.214,0.604,0.599647
28500,0.193,0.171,0.636,0.579102
29000,0.263,0.148,0.588,0.637549
29500,0.301,0.121,0.578,0.626333
30000,0.264,0.130,0.607,0.587466
30500,0.248,0.169,0.583,0.662944
31000,0.259,0.155,0.586,0.616568
31500,0.235,0.179,0.586,0.640162
32000,0.283,0.157,0.559,0.671251
32500,0.268,0.189,0.543,0.641327
33000,0.226,0.203,0.571,0.654609
33500,0.223,0.194,0.583,0.644361
34000,0.219,0.184,0.597,0.620140
34500,0.201,0.197,0.602,0.618601
35000,0.183,0.197,0.620,0.589663
35500,0.190,0.231,0.579,0.642348
36000,0.247,0.168,0.584,0.611625
36500,0.239,0.179,0.582,0.633911
37000,0.214,0.209,0.577,0.627071
37500,0.207,0.197,0.597,0.641007
38000,0.198,0.185,0.618,0.622053
38500,0.226,0.194,0.580,0.625222
39000,0.240,0.160,0.600,0.569923
39500,0.243,0.139,0.619,0.592173
40000,0.248,0.139,0.614,0.585336
40500,0.258,0.169,0.573,0.630010
41000,0.250,0.223,0.527,0.648925
41500,0.232,0.183,0.585,0.627001
42000,0.236,0.182,0.582,0.610282
42500,0.255,0.165,0.580,0.606215
43000,0.257,0.208,0.535,0.693973
43500,0.193,0.215,0.592,0.614501
44000,0.210,0.176,0.615,0.603608
44500,0.222,0.156,0.622,0.604015
45000,0.240,0.155,0.605,0.637763
45500,0.235,0.138,0.627,0.537536
46000,0.229,0.182,0.589,0.652723
46500,0.235,0.176,0.589,0.659030
47000,0.223,0.168,0.609,0.579333
47500,0.218,0.171,0.611,0.586244
48000,0.222,0.198,0.580,0.672530
48500,0.199,0.218,0.583,0.630729
49000,0.232,0.234,0.534,0.674987
49500,0.221,0.186,0.593,0.588167
50000,0.282,0.140,0.578,0.623708
50500,0.203,0.190,0.607,0.609463
51000,0.194,0.214,0.593,0.654734
51500,0.219,0.168,0.614,0.636117
52000,0.208,0.189,0.603,0.647633
52500,0.198,0.197,0.605,0.619426
53000,0.174,0.212,0.614,0.593382
53500,0.288,0.151,0.561,0.632845
54000,0.256,0.167,0.577,0.616100
54500,0.214,0.168,0.618,0.550596
55000,0.185,0.182,0.633,0.551638
55500,0.159,0.214,0.627,0.610457
56000,0.242,0.158,0.600,0.614467
56500,0.201,0.171,0.628,0.608605
57000,0.218,0.155,0.627,0.610688
57500,0.201,0.186,0.612,0.627769
58000,0.212,0.181,0.607,0.655082
58500,0.215,0.141,0.644,0.577529
59000,0.200,0.181,0.619,0.616897
59500,0.236,0.180,0.584,0.664523
60000,0.256,0.122,0.622,0.638199
60500,0.239,0.148,0.614,0.632333
61000,0.257,0.126,0.616,0.603697
61500,0.216,0.158,0.626,0.595325
62000,0.253,0.123,0.625,0.611181
62500,0.287,0.115,0.598,0.596421
63000,0.269,0.155,0.575,0.636387
63500,0.261,0.166,0.573,0.659078
64000,0.269,0.185,0.545,0.658905
64500,0.255,0.187,0.558,0.649064
65000,0.234,0.169,0.597,0.570655
65500,0.238,0.178,0.584,0.642440
66000,0.250,0.162,0.588,0.602844
66500,0.275,0.158,0.568,0.625286
67000,0.299,0.120,0.580,0.612310
67500,0.298,0.107,0.595,0.582301
68000,0.274,0.121,0.605,0.556681
68500,0.268,0.141,0.591,0.642960
69000,0.272,0.146,0.582,0.615489
69500,0.239,0.152,0.609,0.635510
70000,0.276,0.117,0.607,0.595377
70500,0.281,0.132,0.588,0.615695
71000,0.293,0.170,0.537,0.691102
71500,0.228,0.183,0.589,0.622327
72000,0.228,0.157,0.615,0.583690
72500,0.235,0.186,0.579,0.647555
73000,0.254,0.190,0.556,0.687631
73500,0.225,0.149,0.626,0.598417
74000,0.221,0.165,0.614,0.594164
74500,0.256,0.125,0.619,0.565014
75000,0.249,0.164,0.587,0.627129
75500,0.234,0.115,0.651,0.522594
76000,0.264,0.143,0.593,0.619521
76500,0.260,0.157,0.583,0.611755
77000,0.235,0.159,0.606,0.656999
77500,0.232,0.147,0.620,0.581700
78000,0.212,0.151,0.636,0.627415
78500,0.240,0.169,0.591,0.652470
79000,0.256,0.127,0.618,0.565937
79500,0.258,0.154,0.588,0.673552
80000,0.255,0.127,0.618,0.604095
80500,0.205,0.138,0.657,0.598304
81000,0.181,0.207,0.612,0.647211
81500,0.186,0.182,0.632,0.514380
82000,0.200,0.180,0.620,0.607961
82500,0.268,0.159,0.572,0.650673
83000,0.223,0.144,0.633,0.565157
83500,0.217,0.151,0.632,0.574646
84000,0.180,0.187,0.632,0.603312
84500,0.215,0.171,0.614,0.583987
85000,0.242,0.168,0.590,0.650453
85500,0.228,0.207,0.565,0.650120
86000,0.189,0.203,0.608,0.578524
86500,0.210,0.165,0.625,0.579963
87000,0.234,0.165,0.601,0.659701
87500,0.282,0.130,0.588,0.631085
88000,0.255,0.144,0.601,0.593151
88500,0.281,0.152,0.567,0.638726
89000,0.258,0.166,0.576,0.643539
89500,0.229,0.200,0.571,0.648374
90000,0.205,0.200,0.595,0.603720
90500,0.224,0.193,0.583,0.673638
91000,0.228,0.179,0.593,0.659599
91500,0.235,0.171,0.594,0.636290
92000,0.260,0.124,0.616,0.593112
92500,0.263,0.127,0.610,0.608922
93000,0.249,0.211,0.540,0.678133
93500,0.182,0.269,0.549,0.661172
94000,0.200,0.237,0.563,0.651073
94500,0.202,0.213,0.585,0.625518
95000,0.214,0.179,0.608,0.641525
95500,0.208,0.175,0.617,0.574397
96000,0.221,0.194,0.584,0.678350
96500,0.224,0.154,0.622,0.551746
97000,0.230,0.187,0.583,0.638589
97500,0.204,0.226,0.570,0.645777
98000,0.197,0.235,0.568,0.667189
98500,0.215,0.189,0.596,0.604666
99000,0.242,0.168,0.590,0.640700
99500,0.223,0.149,0.628,0.596795
100000,0.275,0.139,0.586,0.629877
