time,n_A+p,n_B,n_AB
100,0.026,0.974,0.000
200,0.026,0.934,0.039
300,0.053,0.803,0.145
400,0.092,0.711,0.197
500,0.039,0.750,0.211
600,0.053,0.697,0.250
700,0.092,0.632,0.276
800,0.263,0.553,0.184
900,0.171,0.592,0.237
1000,0.145,0.500,0.355
1100,0.092,0.592,0.316
1200,0.039,0.776,0.184
1300,0.026,0.658,0.316
1400,0.039,0.829,0.132
1500,0.026,0.842,0.132
1600,0.026,0.829,0.145
1700,0.026,0.842,0.132
1800,0.092,0.697,0.211
1900,0.105,0.632,0.263
2000,0.158,0.474,0.368
2100,0.158,0.526,0.316
2200,0.053,0.684,0.263
2300,0.276,0.395,0.329
2400,0.395,0.368,0.237
2500,0.487,0.197,0.316
2600,0.658,0.132,0.211
2700,0.776,0.053,0.171
2800,0.855,0.026,0.118
2900,0.803,0.013,0.184
3000,0.855,0.013,0.132
3100,0.895,0.013,0.092
3200,0.895,0.000,0.105
3300,0.868,0.000,0.132
3400,0.921,0.000,0.079
3500,0.908,0.000,0.092
3600,0.934,0.026,0.039
3700,0.947,0.013,0.039
3800,0.934,0.000,0.066
3900,0.934,0.000,0.066
4000,0.934,0.000,0.066
4100,0.934,0.000,0.066
4200,0.961,0.000,0.039
4300,0.961,0.000,0.039
4400,0.908,0.000,0.092
4500,0.961,0.000,0.039
4600,0.974,0.000,0.026
4700,0.987,0.000,0.013
4800,0.987,0.000,0.013
4900,0.987,0.000,0.013
5000,1.000,0.000,0.000
